step,optim/LR (group 0),optim/total grad norm,system/GPU active mem (%),system/GPU active mem (GiB),system/GPU reserved mem (%),system/GPU reserved mem (GiB),throughput/device/data loading (s),train/InfoNCE,train/ModalityPatchDisc,train/ema_decay
38,4.750000073272531e-07,3.662320137023926,41.993534088134766,33.28059387207031,71.39534759521484,56.58203125,12.110883712768555,0.2187957763671875,8.19140625,0.990013062953949
39,4.87500017243292e-07,3.81797456741333,55.74077224731445,44.175514221191406,79.98644256591797,63.390625,11.030313491821289,0.2216339111328125,8.391357421875,0.990013062953949
40,4.999999987376214e-07,3.1768362522125244,60.56645965576172,47.99995422363281,92.53546142578125,73.3359375,12.24527359008789,0.2342376708984375,8.0703125,0.9900131821632385
41,5.124999802319508e-07,3.234138250350952,59.84115982055664,47.425140380859375,92.53546142578125,73.3359375,10.684699058532715,0.2261810302734375,7.801025390625,0.9900133013725281
42,5.25000018569699e-07,2.984100341796875,32.42445373535156,25.69693374633789,92.53546142578125,73.3359375,9.704628944396973,0.231964111328125,7.8798828125,0.9900133609771729
43,5.375000000640284e-07,2.8372490406036377,3.8086163997650146,3.0183935165405273,92.53546142578125,73.3359375,8.968606948852539,0.2264404296875,7.66748046875,0.990013837814331
44,5.499999815583578e-07,2.772205352783203,4.251742362976074,3.3695783615112305,92.53546142578125,73.3359375,10.251925468444824,0.2244873046875,7.6842041015625,0.9900140166282654
45,5.625000198961061e-07,2.622640371322632,36.34714126586914,28.80573272705078,92.53546142578125,73.3359375,10.221944808959961,0.2265625,7.7646484375,0.9900140762329102
46,5.750000013904355e-07,2.5370726585388184,58.0806999206543,46.029945373535156,92.53546142578125,73.3359375,9.429993629455566,0.2245330810546875,7.997314453125,0.9900160431861877
47,5.874999828847649e-07,2.3309314250946045,44.63605499267578,35.37483596801758,92.53546142578125,73.3359375,8.368892669677734,0.2316741943359375,7.660400390625,0.9900161623954773
48,6.000000212225132e-07,2.486576795578003,47.1769905090332,37.388572692871094,92.53546142578125,73.3359375,9.286275863647461,0.235992431640625,7.3876953125,0.9900166988372803
49,6.125000027168426e-07,2.14119291305542,35.90135192871094,28.452434539794922,92.53546142578125,73.3359375,9.205425262451172,0.2158355712890625,8.341552734375,0.990016758441925
50,6.24999984211172e-07,1.98678719997406,0.9652479887008667,0.7649755477905273,92.53546142578125,73.3359375,9.575357437133789,0.19842529296875,7.783447265625,0.9900168776512146
51,6.375000225489202e-07,2.0171215534210205,47.822364807128906,37.90003967285156,92.53546142578125,73.3359375,11.995615005493164,0.2186737060546875,8.474853515625,0.9900169968605042
52,6.500000040432496e-07,1.7890863418579102,52.61125946044922,41.6953239440918,92.53546142578125,73.3359375,10.462265014648438,0.2232208251953125,7.9049072265625,0.9900169968605042
53,6.62499985537579e-07,1.7304835319519043,56.668190002441406,44.91050720214844,92.53546142578125,73.3359375,10.66059398651123,0.20708465576171875,8.02490234375,0.9900171756744385
54,6.750000238753273e-07,1.6751818656921387,53.08053207397461,42.067230224609375,92.53793334960938,73.337890625,10.277938842773438,0.2209930419921875,7.72216796875,0.9900176525115967
55,6.875000053696567e-07,1.5550172328948975,55.2756233215332,43.80687713623047,92.53793334960938,73.337890625,11.609858512878418,0.2049407958984375,8.2412109375,0.9900177121162415
56,6.999999868639861e-07,1.4391448497772217,45.90635681152344,36.38157272338867,92.53793334960938,73.337890625,9.204977035522461,0.200653076171875,7.69677734375,0.9900178909301758
57,7.125000252017344e-07,1.4048043489456177,45.31767654418945,35.91503143310547,92.53793334960938,73.337890625,9.240419387817383,0.2162628173828125,7.6435546875,0.9900197982788086
58,7.250000066960638e-07,1.3878272771835327,39.096065521240234,30.98430061340332,92.53793334960938,73.337890625,10.416016578674316,0.213958740234375,7.94775390625,0.9900198578834534
59,7.374999881903932e-07,1.3673579692840576,23.699426651000977,18.78219985961914,92.53793334960938,73.337890625,10.302778244018555,0.1815032958984375,7.4871826171875,0.9900200366973877
60,7.500000265281415e-07,1.2304521799087524,54.999977111816406,43.58842086791992,92.53793334960938,73.337890625,10.347028732299805,0.18132781982421875,7.537109375,0.9900205135345459
61,7.625000080224709e-07,1.1557360887527466,29.284465789794922,23.208438873291016,92.53793334960938,73.337890625,16.3094539642334,0.20263671875,7.5787353515625,0.9900206923484802
62,7.749999895168003e-07,1.10079026222229,24.664993286132812,19.547428131103516,92.53793334960938,73.337890625,8.585328102111816,0.1919403076171875,7.8741455078125,0.9900206923484802
63,7.875000278545485e-07,1.1282551288604736,9.81466007232666,7.778285503387451,92.53793334960938,73.337890625,10.029725074768066,0.1978607177734375,8.633544921875,0.9900208115577698
64,8.000000093488779e-07,1.0665327310562134,12.294601440429688,9.743680953979492,92.53793334960938,73.337890625,10.215935707092285,0.188934326171875,7.89111328125,0.9900209307670593
65,8.124999908432073e-07,1.062583088874817,37.95494079589844,30.079938888549805,92.53793334960938,73.337890625,9.40494441986084,0.1890411376953125,7.4927978515625,0.9900209903717041
66,8.249999723375367e-07,0.9973306059837341,54.58095932006836,43.256343841552734,92.53793334960938,73.337890625,10.471122741699219,0.1849822998046875,7.602294921875,0.9900215268135071
67,8.37500010675285e-07,0.9359573125839233,36.35848617553711,28.814720153808594,92.53793334960938,73.337890625,10.141082763671875,0.1877899169921875,7.9979248046875,0.9900216460227966
68,8.499999921696144e-07,0.8979584574699402,35.92578125,28.4717960357666,92.53793334960938,73.337890625,8.168397903442383,0.1868133544921875,7.7548828125,0.9900217056274414
69,8.624999736639438e-07,0.8754266500473022,23.160598754882812,18.35517120361328,92.53793334960938,73.337890625,9.306818962097168,0.17681884765625,7.42236328125,0.990023672580719
70,8.750000120016921e-07,0.8248433470726013,47.83701705932617,37.91165542602539,92.53793334960938,73.337890625,9.637080192565918,0.163421630859375,7.841796875,0.9900237917900085
71,8.874999934960215e-07,0.8385438323020935,10.452197074890137,8.283544540405273,92.53793334960938,73.337890625,8.55825424194336,0.17365264892578125,7.3602294921875,0.9900243282318115
72,8.999999749903509e-07,0.7877541780471802,45.85398864746094,36.34006881713867,92.53793334960938,73.337890625,9.125770568847656,0.16454315185546875,7.5496826171875,0.9900243878364563
73,9.125000133280992e-07,0.7839962840080261,41.0793571472168,32.556095123291016,92.53793334960938,73.337890625,8.802138328552246,0.1788177490234375,7.998046875,0.9900245070457458
74,9.249999948224286e-07,0.7627602815628052,44.20048904418945,35.02964401245117,92.55271911621094,73.349609375,8.269386291503906,0.16644287109375,8.20703125,0.9900246262550354
75,9.37499976316758e-07,0.7199906706809998,0.9305031299591064,0.7374396324157715,92.63650512695312,73.416015625,9.126910209655762,0.158050537109375,7.7259521484375,0.9900246262550354
76,9.500000146545062e-07,0.7219796180725098,41.05703353881836,32.53839874267578,92.63650512695312,73.416015625,8.704113960266113,0.15114593505859375,7.845947265625,0.9900248050689697
77,9.625000529922545e-07,0.6731976866722107,24.43948745727539,19.368711471557617,92.63650512695312,73.416015625,9.299944877624512,0.149932861328125,7.597412109375,0.9900252819061279
78,9.75000034486584e-07,0.6962175965309143,23.589704513549805,18.69524383544922,92.63650512695312,73.416015625,8.75400447845459,0.16008758544921875,7.5572509765625,0.9900254607200623
79,9.875000159809133e-07,0.6686909198760986,46.36997985839844,36.749000549316406,92.63650512695312,73.416015625,10.337831497192383,0.13722991943359375,8.1224365234375,0.990025520324707
80,9.999999974752427e-07,0.6555078029632568,50.29913330078125,39.86292266845703,92.63650512695312,73.416015625,8.566351890563965,0.15023040771484375,7.7783203125,0.9900274276733398
81,1.0124999789695721e-06,0.6765131950378418,47.42097473144531,37.581932067871094,92.63650512695312,73.416015625,8.738932609558105,0.152801513671875,8.0103759765625,0.9900276064872742
82,1.0249999604639015e-06,0.6528980731964111,49.921592712402344,39.56371307373047,92.63650512695312,73.416015625,8.733885765075684,0.146148681640625,7.76611328125,0.990027666091919
83,1.0375000556450686e-06,0.62837153673172,41.80582809448242,33.131832122802734,92.63650512695312,73.416015625,10.615254402160645,0.13442230224609375,8.1900634765625,0.9900281429290771
84,1.050000037139398e-06,0.5768992304801941,56.79823303222656,45.01356887817383,92.63650512695312,73.416015625,9.58073616027832,0.12718963623046875,7.4716796875,0.9900283217430115
85,1.0625000186337274e-06,0.6095758080482483,52.816707611083984,41.8581428527832,92.63650512695312,73.416015625,10.192873001098633,0.13878631591796875,7.780517578125,0.9900283217430115
86,1.0750000001280569e-06,0.5689639449119568,0.9870346188545227,0.7822418212890625,92.63650512695312,73.416015625,8.768660545349121,0.1414337158203125,7.7291259765625,0.990028440952301
87,1.0874999816223863e-06,0.6125357747077942,1.0089861154556274,0.7996387481689453,92.63650512695312,73.416015625,8.721794128417969,0.15052032470703125,7.770263671875,0.9900285601615906
88,1.0999999631167157e-06,0.5723730325698853,46.5339241027832,36.878929138183594,92.63650512695312,73.416015625,8.369033813476562,0.13867950439453125,8.1444091796875,0.9900286197662354
89,1.112499944611045e-06,0.5190257430076599,48.0581169128418,38.08687973022461,92.63650512695312,73.416015625,9.302453994750977,0.13448333740234375,7.1383056640625,0.9900291562080383
90,1.1250000397922122e-06,0.5105243921279907,37.75288772583008,29.91980743408203,92.63650512695312,73.416015625,9.443894386291504,0.1427001953125,7.860107421875,0.9900292754173279
91,1.1375000212865416e-06,0.5033838748931885,42.428016662597656,33.62492752075195,92.63650512695312,73.416015625,11.021798133850098,0.14040756225585938,7.73095703125,0.9900312423706055
92,1.150000002780871e-06,0.4579314589500427,54.020835876464844,42.812435150146484,92.63650512695312,73.416015625,9.174384117126465,0.12717437744140625,7.4024658203125,0.9900313019752502
93,1.1624999842752004e-06,0.5072802901268005,44.254493713378906,35.072444915771484,92.63650512695312,73.416015625,8.490731239318848,0.1319732666015625,7.8594970703125,0.9900314807891846
94,1.1749999657695298e-06,0.49104130268096924,42.728240966796875,33.86286163330078,92.63650512695312,73.416015625,9.873422622680664,0.13471603393554688,7.626708984375,0.9900319576263428
95,1.1874999472638592e-06,0.4365988075733185,18.076738357543945,14.32612419128418,92.63650512695312,73.416015625,8.224821090698242,0.11440277099609375,7.842529296875,0.9900320172309875
96,1.2000000424450263e-06,0.4831964671611786,42.77138137817383,33.89704895019531,92.63650512695312,73.416015625,9.272318840026855,0.13619232177734375,7.4837646484375,0.9900321364402771
97,1.2125000239393557e-06,0.4754878878593445,45.099143981933594,35.74184036254883,92.63650512695312,73.416015625,9.598793983459473,0.1251068115234375,7.7823486328125,0.9900322556495667
98,1.2250000054336851e-06,0.41492998600006104,56.20989227294922,44.547298431396484,92.63650512695312,73.416015625,8.743204116821289,0.11473846435546875,7.8558349609375,0.9900322556495667
99,1.2374999869280146e-06,0.45607227087020874,0.9152206182479858,0.7253279685974121,92.63650512695312,73.416015625,9.38923168182373,0.12421417236328125,8.1964111328125,0.990032434463501
100,1.249999968422344e-06,0.517836332321167,42.637603759765625,33.79103088378906,92.63650512695312,73.416015625,8.956101417541504,0.14231109619140625,7.8603515625,0.9900329113006592
101,1.2624999499166734e-06,0.4209343194961548,48.771385192871094,38.65215301513672,92.63650512695312,73.416015625,11.085546493530273,0.123504638671875,7.611572265625,0.9900330901145935
102,1.2750000450978405e-06,0.4360087513923645,0.9768158197402954,0.7741432189941406,92.63650512695312,73.416015625,8.443483352661133,0.13130950927734375,7.65673828125,0.9900331497192383
103,1.2875000265921699e-06,0.4194662570953369,11.168875694274902,8.851524353027344,92.63650512695312,73.416015625,8.968017578125,0.130096435546875,7.5286865234375,0.9900350570678711
104,1.3000000080864993e-06,0.3982434868812561,30.600173950195312,24.25115966796875,92.63650512695312,73.416015625,9.873008728027344,0.1183929443359375,7.556640625,0.9900352358818054
105,1.3124999895808287e-06,0.422167032957077,10.44445514678955,8.277408599853516,92.63650512695312,73.416015625,8.976930618286133,0.1249237060546875,7.4718017578125,0.9900352954864502
106,1.324999971075158e-06,0.3711535632610321,9.464486122131348,7.500767230987549,92.63650512695312,73.416015625,8.41440200805664,0.11617279052734375,7.765625,0.9900357723236084
107,1.3374999525694875e-06,0.3752014636993408,4.355191230773926,3.4515633583068848,92.63650512695312,73.416015625,10.12308120727539,0.10758209228515625,7.4288330078125,0.9900359511375427
108,1.3500000477506546e-06,0.3562486171722412,36.896728515625,29.241287231445312,92.63650512695312,73.416015625,9.805379867553711,0.11446380615234375,7.1522216796875,0.9900360107421875
109,1.362500029244984e-06,0.3535371720790863,57.03981399536133,45.20502853393555,92.63650512695312,73.416015625,8.629622459411621,0.11348342895507812,8.1527099609375,0.9900360703468323
110,1.3750000107393134e-06,0.3827756643295288,49.7081298828125,39.3945426940918,92.63650512695312,73.416015625,9.534099578857422,0.11900711059570312,7.750244140625,0.9900362491607666
111,1.3874999922336428e-06,0.35059499740600586,49.254695892333984,39.035186767578125,92.63650512695312,73.416015625,8.226394653320312,0.10060882568359375,8.1402587890625,0.9900367259979248
112,1.3999999737279722e-06,0.3676582872867584,43.50275802612305,34.47667694091797,92.63650512695312,73.416015625,9.550297737121582,0.11819839477539062,7.7315673828125,0.9900367856025696
113,1.4124999552223017e-06,0.3609788715839386,32.23530960083008,25.54703140258789,92.63650512695312,73.416015625,9.59477710723877,0.117462158203125,7.89697265625,0.9900369644165039
114,1.4250000504034688e-06,0.40210503339767456,54.71755599975586,43.36459732055664,98.46987915039062,78.0390625,10.077960014343262,0.12471389770507812,7.5533447265625,0.9900388717651367
115,1.4375000318977982e-06,0.3489704430103302,50.86903381347656,40.314579010009766,64.23362731933594,50.90625,9.121365547180176,0.11165618896484375,8.1085205078125,0.9900389313697815
116,1.4500000133921276e-06,0.3570874333381653,0.9702858328819275,0.7689681053161621,64.31002807617188,50.966796875,8.144271850585938,0.11849212646484375,7.5435791015625,0.9900391101837158
117,1.462499994886457e-06,0.31912991404533386,4.145834922790527,3.285645008087158,64.31002807617188,50.966796875,8.038753509521484,0.10546112060546875,7.4656982421875,0.990039587020874
118,1.4749999763807864e-06,0.36114686727523804,50.30951690673828,39.871150970458984,64.31002807617188,50.966796875,7.930691242218018,0.11422348022460938,7.7100830078125,0.9900397658348083
119,1.4874999578751158e-06,0.3569481372833252,16.596757888793945,13.153215408325195,64.31002807617188,50.966796875,9.25832462310791,0.1082916259765625,7.39990234375,0.9900397658348083
120,1.500000053056283e-06,0.344789981842041,50.2174072265625,39.798152923583984,64.31002807617188,50.966796875,8.45345687866211,0.10206222534179688,7.4317626953125,0.9900398850440979
121,1.5125000345506123e-06,0.3641536235809326,46.45339584350586,36.81510925292969,64.31002807617188,50.966796875,14.956838607788086,0.11611557006835938,7.442138671875,0.9900400042533875
122,1.5250000160449417e-06,0.34420502185821533,21.707250595092773,17.203367233276367,64.31002807617188,50.966796875,6.974185943603516,0.109619140625,7.8341064453125,0.9900400638580322
123,1.5374999975392711e-06,0.3765273988246918,43.28754806518555,34.306121826171875,64.31002807617188,50.966796875,9.483360290527344,0.12258720397949219,8.5146484375,0.9900405406951904
124,1.5499999790336005e-06,0.3263871669769287,46.43290710449219,36.79887390136719,64.31002807617188,50.966796875,9.320524215698242,0.0987548828125,7.78662109375,0.9900407195091248
125,1.56249996052793e-06,0.34590429067611694,42.91730499267578,34.0126953125,64.31002807617188,50.966796875,8.378291130065918,0.11582565307617188,7.31640625,0.9900407791137695
126,1.575000055709097e-06,0.3279275894165039,54.1413459777832,42.90793991088867,67.27477264404297,53.31640625,10.481148719787598,0.11237716674804688,7.553466796875,0.9900426864624023
127,1.5875000372034265e-06,0.36700204014778137,0.8054041862487793,0.6382966041564941,67.40538787841797,53.419921875,7.836577415466309,0.11281967163085938,7.866943359375,0.9900428652763367
128,1.6000000186977559e-06,0.31906846165657043,0.9939569234848022,0.7877278327941895,67.40538787841797,53.419921875,8.163999557495117,0.11410903930664062,7.6409912109375,0.9900434017181396
129,1.6125000001920853e-06,0.2929481863975525,11.08343505859375,8.783811569213867,67.40538787841797,53.419921875,7.423096656799316,0.10031509399414062,7.356689453125,0.9900434017181396
130,1.6249999816864147e-06,0.33833175897598267,46.81830596923828,37.10430908203125,67.40538787841797,53.419921875,8.56307601928711,0.10645294189453125,7.781005859375,0.990043580532074
131,1.637499963180744e-06,0.2965475916862488,47.169620513916016,37.38273239135742,67.40538787841797,53.419921875,8.567313194274902,0.10143280029296875,7.3433837890625,0.9900436401367188
132,1.6499999446750735e-06,0.3148857653141022,56.77239990234375,44.99309539794922,68.5045394897461,54.291015625,9.101272583007812,0.10599899291992188,7.421142578125,0.9900436997413635
133,1.6625000398562406e-06,0.3057810366153717,0.941988468170166,0.7465419769287109,68.5045394897461,54.291015625,8.00781536102295,0.10749053955078125,7.8087158203125,0.9900438785552979
134,1.67500002135057e-06,0.2856804132461548,11.247697830200195,8.913992881774902,68.5045394897461,54.291015625,8.840508460998535,0.09619903564453125,7.9898681640625,0.990044355392456
135,1.6875000028448994e-06,0.30257368087768555,20.556852340698242,16.291656494140625,68.5045394897461,54.291015625,7.93563175201416,0.10322952270507812,7.7989501953125,0.9900444149971008
136,1.6999999843392288e-06,0.34304168820381165,57.22300720214844,45.35021209716797,68.5045394897461,54.291015625,9.209931373596191,0.11821365356445312,7.698486328125,0.9900445938110352
137,1.7124999658335582e-06,0.30132800340652466,49.68785858154297,39.378475189208984,68.5045394897461,54.291015625,8.29527759552002,0.09812545776367188,7.57373046875,0.990046501159668
138,1.7249999473278876e-06,0.30529144406318665,22.48580551147461,17.820384979248047,68.5045394897461,54.291015625,7.574364185333252,0.09786033630371094,7.5111083984375,0.9900465607643127
139,1.7375000425090548e-06,0.3126540184020996,61.2254524230957,48.522216796875,83.88275146484375,66.478515625,7.73990535736084,0.10080337524414062,8.0694580078125,0.9900467395782471
140,1.7500000240033842e-06,0.29737016558647156,51.536521911621094,40.84357452392578,83.88275146484375,66.478515625,9.722352027893066,0.09195327758789062,7.67626953125,0.9900472164154053
141,1.7625000054977136e-06,0.28952300548553467,44.76477813720703,35.47685241699219,83.88275146484375,66.478515625,7.824214458465576,0.10072517395019531,7.905029296875,0.9900473952293396
142,1.774999986992043e-06,0.27834388613700867,39.131568908691406,31.01243782043457,83.88275146484375,66.478515625,9.143091201782227,0.1016693115234375,7.6689453125,0.9900473952293396
143,1.7874999684863724e-06,0.32127049565315247,24.012603759765625,19.030399322509766,83.88275146484375,66.478515625,6.770272254943848,0.10415267944335938,8.072509765625,0.9900475144386292
144,1.7999999499807018e-06,0.280438631772995,12.08505630493164,9.577613830566406,83.88275146484375,66.478515625,7.784627914428711,0.09569168090820312,7.4228515625,0.9900476336479187
145,1.812500045161869e-06,0.28665006160736084,3.7780838012695312,2.9941959381103516,83.88275146484375,66.478515625,8.388599395751953,0.10914993286132812,7.6812744140625,0.9900476932525635
146,1.8250000266561983e-06,0.2576391398906708,1.0640507936477661,0.8432784080505371,83.88275146484375,66.478515625,7.3021697998046875,0.09271240234375,7.732666015625,0.9900481700897217
147,1.8375000081505277e-06,0.289047509431839,37.24626541137695,29.51830291748047,83.88275146484375,66.478515625,8.248233795166016,0.09822463989257812,7.813720703125,0.990048348903656
148,1.8499999896448571e-06,0.2881903350353241,3.9104232788085938,3.0990772247314453,83.88275146484375,66.478515625,11.076878547668457,0.09437942504882812,7.9461669921875,0.9900503158569336
149,1.8624999711391865e-06,0.27632442116737366,23.278968811035156,18.4489803314209,83.88275146484375,66.478515625,10.267855644226074,0.1028289794921875,6.9625244140625,0.9900503754615784
150,1.874999952633516e-06,0.2618160843849182,46.25998306274414,36.661827087402344,83.88275146484375,66.478515625,10.331975936889648,0.09922409057617188,7.805419921875,0.9900504946708679
151,1.887500047814683e-06,0.28903281688690186,11.108702659606934,8.803836822509766,83.88275146484375,66.478515625,9.278712272644043,0.11120986938476562,7.7030029296875,0.9900510311126709
152,1.9000000293090125e-06,0.2800440192222595,11.361288070678711,9.00401496887207,83.88275146484375,66.478515625,8.83752155303955,0.1116790771484375,7.3260498046875,0.9900510907173157
153,1.912500010803342e-06,0.3134365677833557,58.62515640258789,46.46144104003906,83.88275146484375,66.478515625,8.16446590423584,0.110626220703125,7.8616943359375,0.9900512099266052
154,1.925000105984509e-06,0.26332396268844604,45.55322265625,36.101707458496094,83.88275146484375,66.478515625,8.277663230895996,0.09946060180664062,7.5316162109375,0.9900513291358948
155,1.9374999737920007e-06,0.25128066539764404,55.390769958496094,43.89813232421875,83.88275146484375,66.478515625,11.0258207321167,0.08936691284179688,7.8570556640625,0.9900513291358948
156,1.950000068973168e-06,0.24882972240447998,36.6025390625,29.008136749267578,83.88275146484375,66.478515625,10.610799789428711,0.09130859375,7.442626953125,0.9900515079498291
157,1.9624999367806595e-06,0.26240432262420654,20.136457443237305,15.958486557006836,83.88275146484375,66.478515625,8.382506370544434,0.09946823120117188,7.726318359375,0.9900519847869873
158,1.9750000319618266e-06,0.2697678506374359,10.523174285888672,8.339795112609863,83.88275146484375,66.478515625,7.664524555206299,0.10068893432617188,7.8272705078125,0.9900520443916321
159,1.9874998997693183e-06,0.2695460319519043,46.503299713134766,36.85466003417969,83.88275146484375,66.478515625,9.635189056396484,0.08188629150390625,8.2015380859375,0.9900522232055664
160,1.9999999949504854e-06,0.2568224370479584,38.31435775756836,30.364784240722656,83.88275146484375,66.478515625,7.2167487144470215,0.09697532653808594,7.8409423828125,0.9900541305541992
161,2.0125000901316525e-06,0.27352064847946167,0.9786310791969299,0.7755818367004395,83.88275146484375,66.478515625,6.957337379455566,0.09505462646484375,7.554443359375,0.990054190158844
