step,optim/LR (group 0),optim/total grad norm,system/GPU active mem (%),system/GPU active mem (GiB),system/GPU reserved mem (%),system/GPU reserved mem (GiB),throughput/device/data loading (s),train/InfoNCE,train/ModalityPatchDisc
47,5.874999828847649e-07,2.3343346118927,44.63484573364258,35.373878479003906,92.46399688720703,73.279296875,9.54129695892334,0.232147216796875,7.6024169921875
48,6.000000212225132e-07,2.42205810546875,47.160377502441406,37.375404357910156,92.46399688720703,73.279296875,11.148305892944336,0.2333831787109375,7.326904296875
49,6.125000027168426e-07,2.0463664531707764,35.89337921142578,28.446117401123047,92.46399688720703,73.279296875,9.22410774230957,0.2188262939453125,8.2734375
50,6.24999984211172e-07,1.8907350301742554,0.9651228785514832,0.7648763656616211,92.46399688720703,73.279296875,11.025806427001953,0.198455810546875,7.709228515625
51,6.375000225489202e-07,1.9232310056686401,47.83169174194336,37.907432556152344,92.46399688720703,73.279296875,11.390323638916016,0.218597412109375,8.415771484375
52,6.500000040432496e-07,1.7199888229370117,52.59210205078125,41.680137634277344,92.46399688720703,73.279296875,10.474174499511719,0.2228546142578125,7.8328857421875
53,6.62499985537579e-07,1.6282163858413696,56.65108108520508,44.896949768066406,92.46399688720703,73.279296875,9.658197402954102,0.20661163330078125,7.96728515625
54,6.750000238753273e-07,1.6042956113815308,53.058860778808594,42.050052642822266,92.46892547607422,73.283203125,10.522903442382812,0.222198486328125,7.65380859375
55,6.875000053696567e-07,1.5088616609573364,55.25698471069336,43.79210662841797,92.46892547607422,73.283203125,11.524205207824707,0.2052764892578125,8.177734375
56,6.999999868639861e-07,1.3926498889923096,45.905174255371094,36.38063430786133,92.46892547607422,73.283203125,10.693756103515625,0.198486328125,7.6328125
57,7.125000252017344e-07,1.3373167514801025,45.30430603027344,35.90443801879883,92.46892547607422,73.283203125,9.636467933654785,0.2170562744140625,7.57861328125
58,7.250000066960638e-07,1.3350244760513306,39.084964752197266,30.97550392150879,92.46892547607422,73.283203125,9.453817367553711,0.2130889892578125,7.88037109375
59,7.374999881903932e-07,1.2925053834915161,23.705230712890625,18.786800384521484,92.46892547607422,73.283203125,9.791468620300293,0.1816558837890625,7.417724609375
60,7.500000265281415e-07,1.1397192478179932,54.98339080810547,43.57527542114258,92.46892547607422,73.283203125,10.621907234191895,0.18317413330078125,7.467041015625
61,7.625000080224709e-07,1.1141090393066406,29.289140701293945,23.21214485168457,92.46892547607422,73.283203125,18.8951416015625,0.205230712890625,7.5185546875
62,7.749999895168003e-07,1.0455671548843384,24.6534366607666,19.53826904296875,92.46892547607422,73.283203125,9.8587064743042,0.1919708251953125,7.8099365234375
63,7.875000278545485e-07,1.0961074829101562,9.810439109802246,7.774940490722656,92.46892547607422,73.283203125,10.316471099853516,0.2008514404296875,8.556640625
64,8.000000093488779e-07,1.0218733549118042,12.291245460510254,9.741022109985352,92.46892547607422,73.283203125,9.878125190734863,0.192413330078125,7.8193359375
65,8.124999908432073e-07,1.0199034214019775,37.94637680053711,30.073152542114258,92.46892547607422,73.283203125,9.330968856811523,0.1889801025390625,7.425048828125
66,8.249999723375367e-07,0.9352579116821289,54.56695556640625,43.24524688720703,92.46892547607422,73.283203125,10.698295593261719,0.1839141845703125,7.529052734375
67,8.37500010675285e-07,0.9207139015197754,36.34611892700195,28.804920196533203,92.46892547607422,73.283203125,10.577981948852539,0.188690185546875,7.9117431640625
68,8.499999921696144e-07,0.8877984285354614,35.912986755371094,28.461654663085938,92.46892547607422,73.283203125,9.202075004577637,0.18358612060546875,7.667236328125
69,8.624999736639438e-07,0.848266065120697,23.166913986206055,18.36017608642578,92.46892547607422,73.283203125,9.896551132202148,0.1742706298828125,7.3460693359375
70,8.750000120016921e-07,0.8225358724594116,47.82221603393555,37.89992141723633,92.46892547607422,73.283203125,8.903990745544434,0.1635894775390625,7.77490234375
71,8.874999934960215e-07,0.8153772354125977,10.444693565368652,8.27759838104248,92.46892547607422,73.283203125,9.408400535583496,0.1748199462890625,7.290771484375
72,8.999999749903509e-07,0.785487949848175,45.8377571105957,36.327205657958984,92.46892547607422,73.283203125,8.784551620483398,0.1641998291015625,7.4661865234375
73,9.125000133280992e-07,0.7885270714759827,41.07114028930664,32.549583435058594,92.46892547607422,73.283203125,9.22587776184082,0.17510223388671875,7.9150390625
74,9.249999948224286e-07,0.7672682404518127,44.201168060302734,35.030181884765625,92.48124694824219,73.29296875,9.730772018432617,0.16716766357421875,8.1202392578125
75,9.37499976316758e-07,0.7156328558921814,0.9319086670875549,0.738553524017334,92.56257629394531,73.357421875,9.30888843536377,0.1570892333984375,7.6424560546875
76,9.500000146545062e-07,0.7290314435958862,41.06422424316406,32.54410171508789,92.56257629394531,73.357421875,9.352652549743652,0.14986419677734375,7.7574462890625
77,9.625000529922545e-07,0.6606488823890686,24.43731689453125,19.36699104309082,92.56257629394531,73.357421875,9.570916175842285,0.1510467529296875,7.534912109375
78,9.75000034486584e-07,0.696911096572876,23.598215103149414,18.701988220214844,92.56257629394531,73.357421875,9.720503807067871,0.1593780517578125,7.4610595703125
79,9.875000159809133e-07,0.6661449670791626,46.3541259765625,36.7364387512207,92.56257629394531,73.357421875,10.692098617553711,0.138519287109375,8.0323486328125
80,9.999999974752427e-07,0.6406053900718689,50.28245162963867,39.84970474243164,92.56257629394531,73.357421875,8.397768020629883,0.1526641845703125,7.696533203125
81,1.0124999789695721e-06,0.6726052165031433,47.40338897705078,37.567996978759766,92.56257629394531,73.357421875,9.419657707214355,0.1502838134765625,7.906005859375
82,1.0249999604639015e-06,0.6436191201210022,49.91100311279297,39.55532455444336,92.56257629394531,73.357421875,8.398456573486328,0.1450042724609375,7.681884765625
83,1.0375000556450686e-06,0.6240664124488831,41.791900634765625,33.12079620361328,92.56257629394531,73.357421875,10.704480171203613,0.13581085205078125,8.1094970703125
84,1.050000037139398e-06,0.5798433423042297,56.7783317565918,44.997798919677734,92.56257629394531,73.357421875,8.410229682922363,0.12797164916992188,7.373046875
85,1.0625000186337274e-06,0.6096190214157104,52.80167770385742,41.846229553222656,92.56257629394531,73.357421875,10.290181159973145,0.13932037353515625,7.695556640625
86,1.0750000001280569e-06,0.5563326478004456,0.9879480004310608,0.7829656600952148,92.56257629394531,73.357421875,10.295792579650879,0.14269256591796875,7.6561279296875
87,1.0874999816223863e-06,0.6108386516571045,1.0094963312149048,0.8000431060791016,92.56257629394531,73.357421875,8.622011184692383,0.14942169189453125,7.677978515625
88,1.0999999631167157e-06,0.5659703612327576,46.51223373413086,36.86174011230469,92.56257629394531,73.357421875,10.200519561767578,0.1392364501953125,8.0623779296875
89,1.112499944611045e-06,0.5110464096069336,48.04572296142578,38.077056884765625,92.56257629394531,73.357421875,10.045186042785645,0.13501739501953125,7.0565185546875
90,1.1250000397922122e-06,0.5052254796028137,37.735260009765625,29.905839920043945,92.56257629394531,73.357421875,10.894326210021973,0.14119338989257812,7.7706298828125
91,1.1375000212865416e-06,0.4928310811519623,42.413211822509766,33.613197326660156,92.56257629394531,73.357421875,11.236832618713379,0.14115524291992188,7.6417236328125
92,1.150000002780871e-06,0.4556187093257904,53.997379302978516,42.793846130371094,92.56257629394531,73.357421875,10.218186378479004,0.12574386596679688,7.298095703125
93,1.1624999842752004e-06,0.5107568502426147,44.24190902709961,35.062469482421875,92.56257629394531,73.357421875,9.11734390258789,0.1318511962890625,7.7783203125
94,1.1749999657695298e-06,0.4825997054576874,42.70635223388672,33.84551239013672,92.56257629394531,73.357421875,10.488870620727539,0.13560104370117188,7.5419921875
95,1.1874999472638592e-06,0.4328429102897644,18.0760555267334,14.325582504272461,92.56257629394531,73.357421875,10.316957473754883,0.11617660522460938,7.745361328125
96,1.2000000424450263e-06,0.48825228214263916,42.75613784790039,33.88496780395508,92.56257629394531,73.357421875,9.056469917297363,0.1373291015625,7.3896484375
97,1.2125000239393557e-06,0.46974611282348633,45.084571838378906,35.73029327392578,92.56257629394531,73.357421875,8.95366382598877,0.125152587890625,7.68310546875
98,1.2250000054336851e-06,0.41657429933547974,56.19215393066406,44.533241271972656,92.56257629394531,73.357421875,9.132733345031738,0.11332321166992188,7.7550048828125
99,1.2374999869280146e-06,0.4550767242908478,0.9183613657951355,0.7278170585632324,92.56257629394531,73.357421875,8.16041374206543,0.1250457763671875,8.0943603515625
100,1.249999968422344e-06,0.49121472239494324,42.62056350708008,33.77752685546875,92.56257629394531,73.357421875,8.749466896057129,0.14395904541015625,7.769287109375
101,1.2624999499166734e-06,0.407781183719635,48.75822448730469,38.6417236328125,92.56257629394531,73.357421875,10.470197677612305,0.12427902221679688,7.5235595703125
102,1.2750000450978405e-06,0.44356808066368103,0.9781635403633118,0.7752113342285156,92.56257629394531,73.357421875,8.498476028442383,0.1308135986328125,7.5615234375
103,1.2875000265921699e-06,0.42431390285491943,11.173070907592773,8.854848861694336,92.56257629394531,73.357421875,8.564751625061035,0.12693023681640625,7.43115234375
104,1.3000000080864993e-06,0.3975214660167694,30.589000701904297,24.242305755615234,92.56257629394531,73.357421875,8.661288261413574,0.11746978759765625,7.445068359375
105,1.3124999895808287e-06,0.42413535714149475,10.447874069213867,8.280118942260742,92.56257629394531,73.357421875,9.634723663330078,0.127166748046875,7.3790283203125
106,1.324999971075158e-06,0.36523088812828064,9.46428108215332,7.500604629516602,92.56257629394531,73.357421875,7.880290985107422,0.11675262451171875,7.6624755859375
107,1.3374999525694875e-06,0.36279821395874023,4.3571977615356445,3.453153610229492,92.56257629394531,73.357421875,7.9676737785339355,0.10766983032226562,7.3270263671875
108,1.3500000477506546e-06,0.35465672612190247,36.88908767700195,29.235233306884766,92.56257629394531,73.357421875,9.848893165588379,0.11396026611328125,7.0477294921875
109,1.362500029244984e-06,0.3505600690841675,57.022499084472656,45.19130325317383,92.56257629394531,73.357421875,9.06389045715332,0.11241531372070312,8.052978515625
110,1.3750000107393134e-06,0.3851890563964844,49.697505950927734,39.38612365722656,92.56257629394531,73.357421875,8.596463203430176,0.11799812316894531,7.6402587890625
111,1.3874999922336428e-06,0.3495278060436249,49.22754669189453,39.013671875,92.56257629394531,73.357421875,8.480916976928711,0.10206222534179688,8.0380859375
112,1.3999999737279722e-06,0.37125474214553833,43.48781967163086,34.464839935302734,92.56257629394531,73.357421875,8.497896194458008,0.11757659912109375,7.6326904296875
113,1.4124999552223017e-06,0.35762861371040344,32.22010040283203,25.53497886657715,92.56257629394531,73.357421875,9.439209938049316,0.115509033203125,7.799560546875
114,1.4250000504034688e-06,0.39613988995552063,54.6952018737793,43.34688186645508,98.39594268798828,77.98046875,9.546728134155273,0.12221908569335938,7.4490966796875
115,1.4375000318977982e-06,0.33668985962867737,50.85651397705078,40.304656982421875,64.52936553955078,51.140625,9.105484008789062,0.11162567138671875,7.9979248046875
116,1.4500000133921276e-06,0.3514041602611542,0.9698911309242249,0.7686553001403809,64.60576629638672,51.201171875,8.090866088867188,0.11849594116210938,7.442138671875
117,1.462499994886457e-06,0.313544899225235,4.1447038650512695,3.2847485542297363,64.60576629638672,51.201171875,8.754501342773438,0.104156494140625,7.3529052734375
118,1.4749999763807864e-06,0.3485778272151947,50.29642105102539,39.860774993896484,64.60576629638672,51.201171875,7.502673149108887,0.1151275634765625,7.6126708984375
119,1.4874999578751158e-06,0.35254210233688354,16.602399826049805,13.157685279846191,64.60576629638672,51.201171875,8.665834426879883,0.10854339599609375,7.2965087890625
120,1.500000053056283e-06,0.33883336186408997,50.22089385986328,39.8009147644043,64.60576629638672,51.201171875,7.981370449066162,0.10135269165039062,7.3175048828125
121,1.5125000345506123e-06,0.3610290586948395,46.43104934692383,36.797401428222656,64.60576629638672,51.201171875,15.859785079956055,0.11398696899414062,7.337890625
122,1.5250000160449417e-06,0.33944398164749146,21.71705436706543,17.211135864257812,64.60576629638672,51.201171875,8.892800331115723,0.11086654663085938,7.7261962890625
123,1.5374999975392711e-06,0.37098920345306396,43.269283294677734,34.29164505004883,64.60576629638672,51.201171875,11.185997009277344,0.12343215942382812,8.4034423828125
124,1.5499999790336005e-06,0.3202793598175049,46.43387985229492,36.799644470214844,64.60576629638672,51.201171875,10.935164451599121,0.0975189208984375,7.673828125
125,1.56249996052793e-06,0.3414657711982727,42.916465759277344,34.01203155517578,64.60576629638672,51.201171875,8.995752334594727,0.1138458251953125,7.2205810546875
126,1.575000055709097e-06,0.323324590921402,54.12436294555664,42.89448547363281,67.57050323486328,53.55078125,10.951373100280762,0.11122512817382812,7.440185546875
127,1.5875000372034265e-06,0.3574148714542389,0.8089853525161743,0.6411347389221191,67.70112609863281,53.654296875,7.823464870452881,0.1136474609375,7.767578125
128,1.6000000186977559e-06,0.31373676657676697,0.996084451675415,0.7894139289855957,67.70112609863281,53.654296875,8.5779447555542,0.11124038696289062,7.520263671875
129,1.6125000001920853e-06,0.2925017774105072,11.090824127197266,8.789667129516602,67.70112609863281,53.654296875,8.643651008605957,0.0997314453125,7.254150390625
130,1.6249999816864147e-06,0.3393358886241913,46.80154037475586,37.09101867675781,67.70112609863281,53.654296875,9.418718338012695,0.10482025146484375,7.6614990234375
131,1.637499963180744e-06,0.29024237394332886,47.15714645385742,37.37284469604492,67.70112609863281,53.654296875,8.85505485534668,0.10189056396484375,7.242919921875
132,1.6499999446750735e-06,0.30088943243026733,56.7499885559082,44.97533416748047,68.8002700805664,54.525390625,9.710071563720703,0.10724258422851562,7.30322265625
133,1.6625000398562406e-06,0.29696112871170044,0.9398320913314819,0.7448329925537109,68.8002700805664,54.525390625,9.00544261932373,0.10565567016601562,7.70361328125
134,1.67500002135057e-06,0.28126224875450134,11.249488830566406,8.915411949157715,68.8002700805664,54.525390625,9.408872604370117,0.09534454345703125,7.878662109375
135,1.6875000028448994e-06,0.3042922019958496,20.55729866027832,16.292011260986328,68.8002700805664,54.525390625,8.17548656463623,0.10326766967773438,7.6949462890625
136,1.6999999843392288e-06,0.33137941360473633,57.2093620300293,45.33939743041992,68.8002700805664,54.525390625,9.424301147460938,0.11865997314453125,7.5953369140625
137,1.7124999658335582e-06,0.2902969419956207,49.67691421508789,39.36980438232422,68.8002700805664,54.525390625,8.166504859924316,0.09523391723632812,7.465087890625
138,1.7249999473278876e-06,0.2997666597366333,22.483726501464844,17.818737030029297,68.8002700805664,54.525390625,8.46898078918457,0.10036087036132812,7.39208984375
139,1.7375000425090548e-06,0.3029285967350006,61.214534759521484,48.51356506347656,84.1784896850586,66.712890625,8.3956298828125,0.09750747680664062,7.9508056640625
140,1.7500000240033842e-06,0.28539565205574036,51.540897369384766,40.847042083740234,84.1784896850586,66.712890625,10.200602531433105,0.09264373779296875,7.56591796875
141,1.7625000054977136e-06,0.27567851543426514,44.74842834472656,35.46389389038086,84.1784896850586,66.712890625,8.737208366394043,0.09948348999023438,7.7794189453125
142,1.774999986992043e-06,0.26932066679000854,39.12494659423828,31.007186889648438,84.1784896850586,66.712890625,9.074440002441406,0.1004791259765625,7.5531005859375
143,1.7874999684863724e-06,0.32180994749069214,24.0111141204834,19.029218673706055,84.1784896850586,66.712890625,7.10321044921875,0.1044921875,7.948486328125
144,1.7999999499807018e-06,0.26799747347831726,12.086177825927734,9.578502655029297,84.1784896850586,66.712890625,8.502778053283691,0.09329032897949219,7.3045654296875
145,1.812500045161869e-06,0.28451064229011536,3.786982536315918,3.001248359680176,84.1784896850586,66.712890625,9.44688606262207,0.10787582397460938,7.557861328125
146,1.8250000266561983e-06,0.2575293779373169,1.0626055002212524,0.8421330451965332,84.1784896850586,66.712890625,8.371186256408691,0.09278106689453125,7.628662109375
147,1.8375000081505277e-06,0.2841241955757141,37.231170654296875,29.506338119506836,84.1784896850586,66.712890625,8.346156120300293,0.09936141967773438,7.6964111328125
148,1.8499999896448571e-06,0.28831347823143005,3.9147865772247314,3.1025352478027344,84.1784896850586,66.712890625,9.84860897064209,0.09358978271484375,7.823974609375
149,1.8624999711391865e-06,0.2724277675151825,23.282251358032227,18.451581954956055,84.1784896850586,66.712890625,9.701332092285156,0.10495758056640625,6.8594970703125
150,1.874999952633516e-06,0.265576034784317,46.24287033081055,36.64826583862305,84.1784896850586,66.712890625,9.620743751525879,0.09711074829101562,7.6746826171875
151,1.887500047814683e-06,0.27911660075187683,11.110541343688965,8.805294036865234,84.1784896850586,66.712890625,8.953516960144043,0.11172866821289062,7.603515625
152,1.9000000293090125e-06,0.2707217037677765,11.36378288269043,9.005992889404297,84.1784896850586,66.712890625,9.27707576751709,0.11199569702148438,7.202392578125
153,1.912500010803342e-06,0.31286096572875977,58.60690689086914,46.44697570800781,84.1784896850586,66.712890625,8.50590705871582,0.10846328735351562,7.7366943359375
154,1.925000105984509e-06,0.26873332262039185,45.5517463684082,36.10053634643555,84.1784896850586,66.712890625,8.67113208770752,0.097625732421875,7.412841796875
155,1.9374999737920007e-06,0.25042346119880676,55.38163375854492,43.890892028808594,84.1784896850586,66.712890625,10.420160293579102,0.08917999267578125,7.7288818359375
156,1.950000068973168e-06,0.24316781759262085,36.5882453918457,28.996809005737305,84.1784896850586,66.712890625,11.239965438842773,0.09112548828125,7.3292236328125
157,1.9624999367806595e-06,0.2610842287540436,20.147628784179688,15.967340469360352,84.1784896850586,66.712890625,8.367974281311035,0.09872055053710938,7.6082763671875
158,1.9750000319618266e-06,0.2694278955459595,10.521661758422852,8.33859634399414,84.1784896850586,66.712890625,9.420562744140625,0.09762191772460938,7.703125
159,1.9874998997693183e-06,0.2583731710910797,46.479801177978516,36.836036682128906,84.1784896850586,66.712890625,9.095586776733398,0.08104896545410156,8.0673828125
160,1.9999999949504854e-06,0.2510344684123993,38.29853057861328,30.35223960876465,84.1784896850586,66.712890625,7.481923580169678,0.09761810302734375,7.7392578125
161,2.0125000901316525e-06,0.27092012763023376,0.9780823588371277,0.7751469612121582,84.1784896850586,66.712890625,7.697953701019287,0.09584808349609375,7.43798828125
162,2.0249999579391442e-06,0.24105128645896912,41.33182144165039,32.75617599487305,84.1784896850586,66.712890625,8.225996971130371,0.09162521362304688,7.52783203125
163,2.0375000531203113e-06,0.2436865121126175,9.644481658935547,7.643416404724121,84.1784896850586,66.712890625,9.263134956359863,0.09299659729003906,7.3128662109375
164,2.049999920927803e-06,0.23991036415100098,53.66449737548828,42.530033111572266,84.1784896850586,66.712890625,7.349379062652588,0.08216094970703125,7.3499755859375
165,2.06250001610897e-06,0.2881324887275696,46.659584045410156,36.978515625,84.1784896850586,66.712890625,9.303389549255371,0.0955657958984375,7.3304443359375
166,2.0750001112901373e-06,0.23878595232963562,49.58249282836914,39.29497146606445,84.1784896850586,66.712890625,10.255377769470215,0.09212684631347656,7.64404296875
167,2.087499979097629e-06,0.2473541647195816,0.9597733616828918,0.7606368064880371,84.1784896850586,66.712890625,9.59717082977295,0.0888214111328125,7.2740478515625
168,2.100000074278796e-06,0.24508489668369293,10.207114219665527,8.089312553405762,84.1784896850586,66.712890625,9.17825698852539,0.094390869140625,6.9814453125
169,2.1124999420862878e-06,0.22514608502388,1.0130101442337036,0.8028278350830078,84.1784896850586,66.712890625,10.45413589477539,0.07983589172363281,7.896484375
170,2.125000037267455e-06,0.28893911838531494,43.273193359375,34.29474639892578,84.1784896850586,66.712890625,10.617732048034668,0.08994674682617188,7.5579833984375
171,2.1374999050749466e-06,0.24725359678268433,42.495784759521484,33.67863464355469,84.1784896850586,66.712890625,8.42564868927002,0.08779525756835938,7.8790283203125
172,2.1500000002561137e-06,0.24904507398605347,34.161922454833984,27.07390594482422,84.1784896850586,66.712890625,9.457503318786621,0.08582687377929688,7.546875
173,2.162500095437281e-06,0.24959857761859894,53.81785202026367,42.65156555175781,84.1784896850586,66.712890625,9.578120231628418,0.08650398254394531,7.598876953125
174,2.1749999632447725e-06,0.24502122402191162,47.25972366333008,37.454139709472656,84.1784896850586,66.712890625,9.835762977600098,0.08446502685546875,7.36865234375
175,2.1875000584259396e-06,0.23774397373199463,49.60040283203125,39.309165954589844,84.1784896850586,66.712890625,10.198465347290039,0.07867240905761719,7.919921875
176,2.1999999262334313e-06,0.24301597476005554,40.66610336303711,32.228580474853516,84.1784896850586,66.712890625,7.8766913414001465,0.08983993530273438,7.4990234375
177,2.2125000214145985e-06,0.2519095540046692,44.611610412597656,35.35546112060547,84.1784896850586,66.712890625,10.649032592773438,0.09326553344726562,7.3797607421875
178,2.22499988922209e-06,0.238011434674263,48.862300872802734,38.72420883178711,84.1784896850586,66.712890625,10.278251647949219,0.086334228515625,7.52880859375
179,2.2374999844032573e-06,0.23175403475761414,54.23896026611328,42.98530578613281,84.1784896850586,66.712890625,9.354528427124023,0.08777427673339844,7.223876953125
180,2.2500000795844244e-06,0.2174501270055771,44.12990951538086,34.97370529174805,84.1784896850586,66.712890625,9.524255752563477,0.08949661254882812,7.279052734375
