sample_idx,h5_read,crop_timestamps,pad_timestamps,fill_missing,subset_sample,ndvi,normalize,total
0,7.639036,0.000032,0.000004,0.021952,0.000305,0.000005,0.001228,7.662572
0,8.054365,0.000039,0.000004,0.027390,0.000294,0.000005,0.000710,8.082809
0,5.088292,0.000033,0.000005,0.028374,0.000307,0.000005,0.000389,5.117410
0,6.780685,0.000033,0.000004,0.008193,0.000263,0.000004,0.000302,6.789487
0,6.609639,0.000061,0.000009,0.026651,0.000293,0.000004,0.000360,6.637021
0,4.095000,0.000031,0.000004,0.019830,0.000279,0.000004,0.000477,4.115627
0,7.208435,0.000036,0.000004,0.007124,0.000270,0.000005,0.001612,7.217489
0,1.255197,0.000066,0.000012,0.012257,0.000340,0.000004,0.003966,1.271849
0,6.797672,0.000032,0.000005,0.021001,0.000321,0.000005,0.001378,6.820423
0,6.071816,0.000034,0.000004,0.021530,0.000287,0.000005,0.003028,6.096708
0,6.235943,0.000035,0.000005,0.011161,0.000291,0.000005,0.001269,6.248715
0,6.382403,0.000043,0.000006,0.022716,0.000288,0.000004,0.000372,6.405835
0,6.246428,0.000034,0.000004,0.024062,0.000314,0.000005,0.000621,6.271473
0,7.431237,0.000043,0.000006,0.024636,0.000371,0.000005,0.004903,7.461211
0,2.054184,0.000063,0.000005,0.020890,0.000443,0.000005,0.004983,2.080578
0,2.925237,0.000041,0.000004,0.022038,0.000348,0.000004,0.001098,2.948778
1,0.009162,0.000055,0.000006,0.014014,0.000555,0.000009,0.002670,0.026482
1,0.009583,0.000060,0.000007,0.037659,0.000258,0.000004,0.046217,0.093801
1,0.020929,0.000079,0.000006,0.082009,0.000588,0.000009,0.000499,0.104130
1,0.011951,0.000059,0.000005,0.232319,0.000474,0.000011,0.002629,0.247460
1,0.009627,0.000055,0.000005,0.240476,0.000471,0.000010,0.000976,0.251628
1,0.017321,0.000072,0.000011,0.254265,0.000239,0.000004,0.000192,0.272107
1,0.012183,0.000074,0.000010,0.312050,0.000567,0.000011,0.000818,0.325721
1,0.012900,0.000061,0.000006,0.293297,0.000810,0.000018,0.005882,0.312993
1,0.012972,0.000083,0.000009,0.321080,0.000557,0.000011,0.000662,0.335382
1,0.008841,0.000060,0.000005,0.311131,0.000502,0.000008,0.007189,0.327753
1,0.010307,0.000083,0.000005,0.318484,0.000688,0.000012,0.003426,0.333019
1,0.014215,0.000089,0.000007,0.318428,0.052743,0.000014,0.001514,0.387025
1,0.016240,0.000075,0.000006,0.403021,0.000851,0.000015,0.002776,0.423001
2,0.009586,0.000043,0.000004,0.350274,0.000784,0.000017,0.004035,0.364755
1,0.018503,0.000088,0.000008,0.382767,0.000530,0.000011,0.002867,0.404785
2,0.010973,0.000070,0.000005,0.072045,0.000531,0.000010,0.000638,0.084281
2,0.011862,0.000060,0.000007,0.080352,0.001058,0.000032,0.008449,0.101835
2,0.012946,0.000067,0.000008,0.097808,0.000654,0.000011,0.000753,0.112255
1,0.015619,0.000069,0.000007,0.384859,0.000571,0.000009,0.013157,0.414306
1,0.009576,0.000073,0.000007,0.403407,0.000660,0.000011,0.020663,0.434419
2,0.012163,0.000060,0.000005,0.081948,0.000497,0.000010,0.001432,0.096126
2,0.065653,0.000075,0.000008,0.031935,0.000547,0.000008,0.063394,0.161638
2,0.009944,0.000054,0.000007,0.325191,0.000934,0.000018,0.067784,0.403955
2,0.010940,0.000062,0.000005,0.387807,0.000451,0.000009,0.000490,0.399770
2,0.017605,0.000078,0.000008,0.097257,0.000528,0.000009,0.003057,0.118553
3,0.013662,0.000072,0.000007,0.091695,0.000587,0.000015,0.000609,0.106651
2,0.062998,0.000057,0.000006,0.013605,0.000513,0.000010,0.011132,0.088334
3,0.008868,0.000058,0.000005,0.080664,0.000540,0.000010,0.001223,0.091376
4,0.010054,0.000061,0.000007,0.065207,0.000456,0.000010,0.000567,0.076370
3,0.010003,0.000054,0.000005,0.081452,0.000518,0.000013,0.000477,0.092528
2,0.013381,0.000092,0.000006,0.021954,0.000732,0.000009,0.078553,0.114739
2,0.012109,0.000083,0.000006,0.393511,0.000629,0.000010,0.002750,0.409107
4,0.012216,0.000059,0.000006,0.015246,0.000601,0.000014,0.000967,0.029118
2,0.014657,0.000096,0.000013,0.398053,0.000630,0.000009,0.000669,0.414134
3,0.009909,0.000061,0.000004,0.306009,0.000875,0.000014,0.005229,0.322113
3,0.014641,0.000079,0.000008,0.307941,0.000511,0.000008,0.000473,0.323667
2,0.018735,0.000107,0.000012,0.421480,0.053282,0.000018,0.000978,0.494621
2,0.010320,0.000052,0.000006,0.335939,0.048785,0.000011,0.001379,0.396500
3,0.010085,0.000062,0.000006,0.382543,0.001198,0.000016,0.006022,0.399947
2,0.011585,0.000108,0.000012,0.409151,0.000731,0.000011,0.003681,0.425289
3,0.028293,0.000067,0.000004,0.301880,0.000938,0.000020,0.059754,0.390969
3,0.010512,0.000061,0.000006,0.316562,0.000517,0.000010,0.065444,0.393127
3,0.013062,0.000065,0.000006,0.357491,0.000610,0.000011,0.016435,0.387700
3,0.017702,0.000059,0.000006,0.097024,0.000517,0.000009,0.000884,0.116211
4,0.013628,0.000065,0.000006,0.087087,0.000539,0.000010,0.003942,0.105288
3,0.009495,0.000048,0.000005,0.399626,0.000459,0.000014,0.002993,0.412649
5,0.010570,0.000060,0.000005,0.322942,0.000509,0.000012,0.000569,0.334673
3,0.009270,0.000064,0.000006,0.297478,0.000595,0.000012,0.070820,0.378257
5,0.008422,0.000050,0.000005,0.306932,0.000469,0.000007,0.000430,0.316322
4,0.018290,0.000058,0.000006,0.405423,0.001001,0.000021,0.001781,0.426591
3,0.064679,0.000101,0.000013,0.323852,0.000452,0.000012,0.002466,0.391584
4,0.009163,0.048290,0.000007,0.048902,0.001027,0.000032,0.055615,0.163050
3,0.008966,0.000081,0.000005,0.293381,0.000462,0.000008,0.001022,0.303934
4,0.067583,0.000068,0.000008,0.304344,0.000523,0.000012,0.000382,0.372925
3,0.013071,0.000058,0.000005,0.389558,0.000526,0.000011,0.000631,0.403869
4,0.012522,0.000060,0.000005,0.385541,0.000466,0.000008,0.003078,0.401692
3,0.020373,0.000067,0.000005,0.290249,0.000560,0.000011,0.002827,0.314103
5,0.010851,0.000058,0.000007,0.093046,0.000805,0.000017,0.003650,0.108442
4,0.011386,0.000036,0.000004,0.069541,0.000494,0.000007,0.000687,0.082164
4,0.018186,0.000065,0.000008,0.277530,0.000535,0.000010,0.011175,0.307524
4,0.010055,0.000058,0.000006,0.297598,0.000455,0.000007,0.000884,0.309069
4,0.015314,0.000070,0.000005,0.306932,0.000476,0.000008,0.006449,0.329265
6,0.010882,0.000062,0.000006,0.235937,0.000458,0.000022,0.000453,0.247827
4,0.009877,0.000068,0.000007,0.312622,0.000727,0.000012,0.067912,0.391237
4,0.012575,0.000062,0.000005,0.092733,0.000508,0.000009,0.003169,0.109072
5,0.068648,0.000134,0.000014,0.320818,0.000513,0.000009,0.003409,0.393558
4,0.009873,0.000056,0.000006,0.366190,0.000611,0.000011,0.003408,0.380166
4,0.017502,0.000063,0.000008,0.373430,0.000609,0.000010,0.017754,0.409388
6,0.015718,0.000066,0.000005,0.383396,0.000479,0.000010,0.000583,0.400264
5,0.066689,0.000110,0.000011,0.317811,0.000496,0.000010,0.001404,0.386542
5,0.010296,0.000054,0.000004,0.309684,0.000455,0.000010,0.000376,0.320883
4,0.011809,0.000058,0.000006,0.403467,0.000513,0.000009,0.001263,0.417137
5,0.013949,0.000057,0.000005,0.324405,0.000436,0.000008,0.002941,0.341813
6,0.009744,0.000061,0.000005,0.303533,0.008805,0.000014,0.006991,0.329167
5,0.065047,0.000082,0.000006,0.242746,0.000501,0.000011,0.000866,0.309267
7,0.017176,0.000053,0.000005,0.159703,0.000495,0.000009,0.000587,0.178036
5,0.014596,0.000063,0.000007,0.371783,0.000627,0.000011,0.000724,0.387819
5,0.012064,0.000025,0.000003,0.357179,0.000502,0.000009,0.006306,0.376099
5,0.011733,0.000055,0.000004,0.363581,0.000552,0.000009,0.011373,0.387319
7,0.015059,0.000059,0.000005,0.306397,0.000569,0.000013,0.000640,0.322751
8,0.067285,0.000061,0.000005,0.020915,0.000499,0.000006,0.000530,0.089308
5,0.009866,0.000087,0.000009,0.290081,0.000440,0.000010,0.002456,0.302961
6,0.012039,0.000066,0.000007,0.383004,0.000554,0.000009,0.003556,0.399249
5,0.015014,0.000075,0.000006,0.384359,0.000820,0.000012,0.023854,0.424156
5,0.008187,0.000050,0.000004,0.393642,0.000658,0.000016,0.004421,0.406989
9,0.011774,0.000052,0.000006,0.077611,0.000471,0.000008,0.000525,0.090452
5,0.010148,0.000055,0.000005,0.368872,0.000630,0.000009,0.018085,0.397817
6,0.014487,0.000111,0.000013,0.400976,0.000445,0.000008,0.001367,0.417418
6,0.009430,0.000049,0.000004,0.337755,0.000387,0.000007,0.000301,0.347937
7,0.063452,0.000100,0.000012,0.109647,0.000718,0.000017,0.005632,0.179589
5,0.015114,0.000059,0.000007,0.374821,0.000469,0.000010,0.001241,0.391729
6,0.065544,0.000108,0.000012,0.317186,0.000447,0.000007,0.002979,0.386297
6,0.013143,0.000055,0.000006,0.311291,0.000581,0.000008,0.000712,0.325803
6,0.073847,0.000057,0.000006,0.319979,0.000473,0.000009,0.000887,0.395266
8,0.010719,0.000060,0.000005,0.324009,0.000621,0.000018,0.000634,0.336073
6,0.012515,0.000054,0.000005,0.307690,0.000429,0.000008,0.006022,0.326734
7,0.062759,0.000058,0.000005,0.397879,0.000511,0.000008,0.003945,0.465176
6,0.074439,0.000078,0.000008,0.026386,0.000632,0.000015,0.002259,0.103830
6,0.023426,0.000055,0.000005,0.378077,0.000539,0.000009,0.011397,0.413522
7,0.060818,0.000073,0.000005,0.040520,0.000420,0.000005,0.000501,0.102347
6,0.060068,0.000061,0.000006,0.309357,0.000527,0.000008,0.003169,0.373209
6,0.012450,0.000057,0.000006,0.373372,0.000492,0.000009,0.003036,0.389436
6,0.060758,0.000054,0.000005,0.315100,0.000590,0.000009,0.013472,0.389999
7,0.010719,0.000049,0.000006,0.226188,0.000501,0.000009,0.000347,0.237824
10,0.012521,0.000053,0.000007,0.370056,0.000522,0.000010,0.000643,0.383820
7,0.009907,0.000060,0.000006,0.326540,0.000495,0.000009,0.001469,0.338497
6,0.010172,0.000060,0.000005,0.393413,0.000566,0.000009,0.018131,0.422365
8,0.011447,0.000060,0.000008,0.374831,0.000794,0.000012,0.005572,0.392740
11,0.010828,0.000057,0.000006,0.096952,0.000655,0.000014,0.000627,0.109145
7,0.008594,0.000056,0.000004,0.374541,0.000533,0.000009,0.004570,0.388320
7,0.010689,0.000068,0.000008,0.299029,0.000581,0.000010,0.010695,0.321094
9,0.019347,0.000117,0.000006,0.308731,0.000510,0.000008,0.000492,0.329218
7,0.062369,0.000110,0.000012,0.248171,0.000361,0.000006,0.000788,0.311824
7,0.014839,0.000079,0.000011,0.400936,0.000608,0.000008,0.000930,0.417416
8,0.009829,0.000095,0.000005,0.070540,0.000480,0.000006,0.007563,0.088530
8,0.010980,0.000062,0.000004,0.377578,0.000886,0.000035,0.010726,0.400292
7,0.011139,0.000062,0.000006,0.285141,0.000826,0.000015,0.004861,0.302066
8,0.012948,0.000055,0.000006,0.333374,0.000381,0.000005,0.000473,0.347246
7,0.076011,0.000124,0.000013,0.306742,0.000433,0.000010,0.002686,0.386031
7,0.078651,0.000069,0.000006,0.313908,0.000597,0.000010,0.073720,0.466977
7,0.058717,0.000055,0.000004,0.298767,0.000558,0.000012,0.021345,0.379471
9,0.010598,0.000057,0.000005,0.032472,0.001148,0.000033,0.002008,0.046334
8,0.013496,0.000059,0.000007,0.010907,0.000271,0.000004,0.056832,0.081588
8,0.015323,0.000056,0.000008,0.407950,0.001090,0.000022,0.000960,0.425423
12,0.011707,0.000053,0.000005,0.306407,0.000643,0.000014,0.000666,0.319507
9,0.009071,0.000050,0.000004,0.314028,0.000556,0.000010,0.003598,0.327331
8,0.062813,0.000083,0.000008,0.396702,0.000656,0.000010,0.002289,0.462573
8,0.020498,0.000115,0.000017,0.287751,0.000611,0.000008,0.001408,0.310423
7,0.018831,0.000057,0.000005,0.329520,0.000556,0.000013,0.067034,0.416028
9,0.067654,0.000069,0.000005,0.024326,0.000538,0.000008,0.000392,0.092997
8,0.011713,0.000057,0.000004,0.398022,0.000504,0.000011,0.003110,0.413435
8,0.012163,0.000056,0.000005,0.306437,0.000985,0.000029,0.056746,0.376431
10,0.086763,0.000068,0.000006,0.393593,0.000723,0.000014,0.000699,0.481875
9,0.014311,0.000064,0.000004,0.086255,0.000923,0.000028,0.003895,0.105500
9,0.009897,0.000063,0.000004,0.387111,0.000506,0.000007,0.007228,0.404828
8,0.012657,0.000056,0.000006,0.395337,0.000472,0.000010,0.001258,0.409804
9,0.017539,0.000082,0.000008,0.396957,0.000531,0.000011,0.003099,0.418238
10,0.012849,0.000059,0.000005,0.167988,0.000746,0.000017,0.000579,0.182252
8,0.011476,0.000053,0.000005,0.389311,0.000753,0.000011,0.003799,0.405421
8,0.032243,0.000159,0.000007,0.381654,0.000554,0.000009,0.012020,0.426673
10,0.021333,0.000092,0.000015,0.317998,0.000599,0.000012,0.000758,0.340815
11,0.057771,0.000053,0.000007,0.017363,0.000461,0.000009,0.000572,0.076242
9,0.012991,0.000056,0.000007,0.388617,0.000545,0.000009,0.012480,0.414718
13,0.069200,0.000072,0.000006,0.316028,0.000518,0.000010,0.000552,0.386390
10,0.061286,0.000092,0.000011,0.326454,0.000521,0.000010,0.003558,0.391942
9,0.014502,0.000064,0.000006,0.317431,0.000506,0.000011,0.001385,0.333915
9,0.075592,0.000056,0.000005,0.018573,0.000503,0.000012,0.011597,0.106350
11,0.023908,0.000053,0.000005,0.281679,0.000744,0.000027,0.001400,0.307829
8,0.014574,0.000070,0.000006,0.374504,0.000565,0.000010,0.017777,0.407516
9,0.010579,0.000061,0.000006,0.287664,0.000479,0.000009,0.001583,0.300390
9,0.006505,0.000028,0.000003,0.377813,0.000702,0.000009,0.002734,0.387805
10,0.010471,0.000066,0.000004,0.364980,0.000484,0.000009,0.001228,0.377252
10,0.025800,0.000064,0.000005,0.014783,0.000436,0.000005,0.059384,0.100489
11,0.066629,0.000064,0.000007,0.090732,0.000436,0.000008,0.003835,0.161721
9,0.011309,0.000058,0.000005,0.385582,0.000557,0.000009,0.002955,0.400486
12,0.014339,0.000061,0.000006,0.069064,0.000429,0.000007,0.000573,0.084486
10,0.012504,0.000071,0.000006,0.367548,0.000502,0.000007,0.006957,0.387607
10,0.015332,0.000055,0.000006,0.306605,0.000529,0.000011,0.003443,0.325992
11,0.012559,0.000060,0.000006,0.310066,0.000556,0.000012,0.000420,0.323684
12,0.009092,0.000052,0.000006,0.020142,0.000553,0.000013,0.003980,0.033846
9,0.076269,0.000088,0.000010,0.022720,0.000546,0.000012,0.064974,0.164628
