sample_idx,h5_read,crop_timestamps,pad_timestamps,fill_missing,subset_sample,ndvi,normalize,total
0,1.672190,0.000032,0.000005,0.025582,0.000285,0.000005,0.001206,1.699308
0,8.633169,0.000032,0.000004,0.027238,0.000279,0.000005,0.000260,8.660989
0,8.788225,0.000037,0.000005,0.026420,0.000287,0.000004,0.000287,8.815268
0,10.320882,0.000030,0.000004,0.010482,0.000258,0.000004,0.003326,10.334990
0,11.295101,0.000032,0.000005,0.026297,0.000270,0.000005,0.004815,11.326528
0,11.890804,0.000030,0.000004,0.027017,0.000264,0.000005,0.005944,11.924071
0,3.650525,0.000032,0.000004,0.027366,0.000362,0.000006,0.001197,3.679495
1,0.005708,0.000048,0.000005,0.011392,0.000542,0.000006,0.000203,0.017905
0,13.390191,0.000031,0.000004,0.024590,0.000271,0.000005,0.006475,13.421572
0,13.379002,0.000035,0.000006,0.007376,0.000254,0.000004,0.002210,13.388892
1,0.004352,0.000031,0.000003,0.005456,0.000228,0.000004,0.001186,0.011265
1,0.005100,0.000036,0.000003,0.053880,0.000432,0.000005,0.000200,0.059658
1,0.004826,0.000031,0.000003,0.090308,0.000560,0.000012,0.007818,0.103571
2,0.005880,0.000039,0.000006,0.079770,0.000308,0.000005,0.000203,0.086214
2,0.005932,0.000041,0.000004,0.071373,0.000276,0.000004,0.001454,0.079089
1,0.004274,0.000029,0.000003,0.099359,0.000365,0.000007,0.008551,0.112599
1,0.009715,0.000038,0.000004,0.083746,0.000345,0.000005,0.011093,0.104951
1,0.006295,0.000038,0.000005,0.080261,0.000317,0.000005,0.007987,0.094916
1,0.007968,0.000043,0.000005,0.098265,0.000263,0.000006,0.001339,0.107894
1,0.006849,0.000045,0.000007,0.098510,0.000285,0.000004,0.002014,0.107720
0,13.897808,0.000049,0.000007,0.048481,0.000764,0.000010,0.000827,13.947950
0,13.964015,0.000034,0.000007,0.007332,0.000392,0.000009,0.003199,13.974995
0,13.991903,0.000041,0.000007,0.009052,0.000292,0.000005,0.001032,14.002335
0,13.970584,0.000041,0.000006,0.048463,0.000289,0.000005,0.000831,14.020225
0,13.980573,0.000032,0.000005,0.049951,0.000303,0.000005,0.000830,14.031702
0,13.977227,0.000033,0.000005,0.048107,0.000316,0.000005,0.006485,14.032184
0,14.028426,0.000038,0.000005,0.060984,0.000420,0.000005,0.000447,14.090328
2,0.006703,0.000034,0.000004,0.029553,0.000404,0.000005,0.006783,0.043498
2,0.008815,0.000040,0.000005,0.029375,0.000341,0.000007,0.001893,0.040481
2,0.010162,0.000052,0.000006,0.018030,0.000553,0.000014,0.017058,0.045885
2,0.012759,0.000057,0.000010,0.028654,0.000411,0.000009,0.004597,0.046504
1,0.009768,0.000045,0.000004,0.042698,0.000321,0.000004,0.000620,0.053464
2,0.005398,0.000035,0.000004,0.114993,0.000448,0.000013,0.000231,0.121124
3,0.007770,0.000039,0.000004,0.097676,0.000267,0.000005,0.001581,0.107346
3,0.007733,0.000060,0.000006,0.101853,0.000268,0.000004,0.000184,0.110112
2,0.006961,0.000045,0.000004,0.095435,0.000283,0.000006,0.007379,0.110118
1,0.008445,0.000040,0.000005,0.073405,0.000264,0.000005,0.001688,0.083856
2,0.008133,0.000037,0.000005,0.126000,0.000300,0.000007,0.010628,0.145116
1,0.005680,0.000031,0.000004,0.030346,0.000245,0.000005,0.000710,0.037024
1,0.003778,0.000025,0.000003,0.005175,0.000211,0.000004,0.000577,0.009775
1,0.004414,0.000029,0.000003,0.063643,0.000361,0.000005,0.000802,0.069260
3,0.009785,0.000048,0.000007,0.033793,0.000364,0.000007,0.003065,0.047076
1,0.005666,0.000038,0.000003,0.073385,0.000310,0.000005,0.000204,0.079613
3,0.005196,0.000030,0.000004,0.069668,0.000275,0.000004,0.003603,0.078785
3,0.005932,0.000033,0.000004,0.070414,0.000257,0.000004,0.005311,0.081959
3,0.009053,0.000049,0.000005,0.078358,0.000284,0.000006,0.001684,0.089444
