sample_idx,h5_read,crop_timestamps,pad_timestamps,fill_missing,subset_sample,ndvi,normalize,total
0,1.588975,0.000035,0.000004,0.016515,0.000265,0.000004,0.000329,1.606129
0,8.805646,0.000034,0.000005,0.005992,0.000272,0.000005,0.001705,8.813662
0,8.809295,0.000036,0.000005,0.034143,0.000281,0.000005,0.000351,8.844118
0,10.473056,0.000027,0.000005,0.019711,0.000259,0.000005,0.002528,10.495594
0,11.447031,0.000033,0.000004,0.011042,0.000253,0.000004,0.000343,11.458714
0,3.825275,0.000033,0.000004,0.028721,0.000270,0.000004,0.006855,3.861166
0,12.496030,0.000035,0.000005,0.026126,0.000381,0.000006,0.004735,12.527321
0,12.953275,0.000033,0.000004,0.015195,0.000272,0.000004,0.002206,12.970993
1,0.004317,0.000032,0.000003,0.020910,0.000232,0.000004,0.000231,0.025732
0,13.691117,0.000048,0.000006,0.022156,0.000309,0.000006,0.002227,13.715873
1,0.005076,0.000033,0.000004,0.009477,0.000300,0.000004,0.000299,0.015196
1,0.006159,0.000038,0.000008,0.015322,0.000352,0.000005,0.002742,0.024636
1,0.008816,0.000059,0.000006,0.039388,0.000489,0.000007,0.005000,0.053775
1,0.009438,0.000040,0.000004,0.060927,0.000337,0.000005,0.003448,0.074207
2,0.006040,0.000033,0.000003,0.082053,0.000305,0.000005,0.000264,0.088705
1,0.006232,0.000038,0.000005,0.091813,0.000322,0.000005,0.002323,0.100743
1,0.007033,0.000046,0.000005,0.089883,0.000360,0.000008,0.005777,0.103119
1,0.004757,0.000028,0.000003,0.115677,0.000371,0.000007,0.000358,0.121206
0,13.816882,0.000047,0.000006,0.082032,0.000483,0.000010,0.002363,13.901827
2,0.006944,0.000036,0.000004,0.065249,0.000414,0.000009,0.000431,0.073089
1,0.008542,0.000040,0.000004,0.117349,0.000293,0.000005,0.007490,0.133728
0,13.887467,0.000037,0.000006,0.051682,0.000286,0.000005,0.000412,13.939898
0,13.956218,0.000030,0.000005,0.043327,0.000321,0.000006,0.000735,14.000645
0,14.042669,0.000054,0.000008,0.009981,0.000307,0.000005,0.001358,14.054387
0,14.025395,0.000035,0.000005,0.055254,0.000345,0.000006,0.000367,14.081408
0,14.010574,0.000036,0.000005,0.053501,0.000418,0.000009,0.005352,14.069901
2,0.012863,0.000063,0.000006,0.025872,0.000450,0.000009,0.000477,0.039744
3,0.008797,0.000052,0.000005,0.032971,0.000834,0.000014,0.000508,0.043187
1,0.012157,0.000057,0.000008,0.030655,0.000507,0.000008,0.003433,0.046835
2,0.012118,0.000038,0.000007,0.058017,0.000388,0.000006,0.002516,0.073096
0,14.082660,0.000039,0.000006,0.061136,0.000573,0.000010,0.003649,14.148082
1,0.005475,0.000034,0.000004,0.075997,0.000289,0.000005,0.003062,0.084871
2,0.005468,0.000030,0.000003,0.089385,0.000334,0.000005,0.003627,0.098857
2,0.008016,0.000051,0.000006,0.086707,0.000332,0.000005,0.003644,0.098768
3,0.005929,0.000036,0.000005,0.093881,0.000329,0.000005,0.000285,0.100473
2,0.010495,0.000089,0.000009,0.101999,0.000290,0.000004,0.004815,0.117707
1,0.011114,0.000056,0.000006,0.096755,0.000263,0.000005,0.000349,0.108551
2,0.007954,0.000049,0.000007,0.119909,0.000223,0.000004,0.001656,0.129805
2,0.010865,0.000054,0.000006,0.110046,0.000229,0.000004,0.006289,0.127496
1,0.003872,0.000025,0.000003,0.004163,0.000207,0.000004,0.000504,0.008782
3,0.005447,0.000033,0.000003,0.064090,0.000298,0.000005,0.000288,0.070166
1,0.004879,0.000034,0.000004,0.071782,0.000262,0.000004,0.001420,0.078392
1,0.005272,0.000034,0.000004,0.076217,0.000298,0.000005,0.000256,0.082087
3,0.006747,0.000041,0.000009,0.018121,0.000391,0.000004,0.002138,0.027456
4,0.009676,0.000055,0.000006,0.070234,0.000311,0.000004,0.000254,0.080542
2,0.010085,0.000070,0.000009,0.069858,0.000206,0.000004,0.001416,0.081651
1,0.003684,0.000025,0.000003,0.019160,0.000221,0.000004,0.001271,0.024372
2,0.003746,0.000024,0.000003,0.030534,0.000206,0.000004,0.002458,0.036977
3,0.003650,0.000022,0.000002,0.002181,0.000198,0.000004,0.002003,0.008063
3,0.004162,0.000024,0.000003,0.027835,0.000238,0.000004,0.002350,0.034621
4,0.004451,0.000026,0.000003,0.034946,0.000225,0.000004,0.000238,0.039895
3,0.005009,0.000029,0.000003,0.023315,0.000221,0.000004,0.004015,0.032600
2,0.005855,0.000029,0.000003,0.005854,0.000200,0.000004,0.000268,0.012213
3,0.005281,0.000027,0.000002,0.022653,0.000225,0.000004,0.001382,0.029577
3,0.004239,0.000028,0.000002,0.018822,0.000224,0.000004,0.004948,0.028269
2,0.003703,0.000034,0.000003,0.023811,0.000215,0.000004,0.000485,0.028256
