sample_idx,h5_read,crop_timestamps,pad_timestamps,fill_missing,subset_sample,ndvi,normalize,total,cache_hit
16,0.011309,0.000043,0.000005,0.109133,0.000394,0.000005,0.019245,0.140144,0
15,0.010778,0.000042,0.000004,0.009880,0.000356,0.000004,0.011110,0.032186,0
14,0.026465,0.000057,0.000009,0.151547,0.000506,0.000012,0.002910,0.181519,0
14,0.019583,0.000048,0.000005,0.175764,0.000715,0.000014,0.007611,0.203756,0
40,0.008327,0.000036,0.000003,0.050038,0.000287,0.000004,0.000224,0.058920,0
13,0.023612,0.000049,0.000004,0.133711,0.000439,0.000008,0.027277,0.185117,0
41,0.009768,0.000030,0.000002,0.053749,0.000279,0.000004,0.000186,0.064021,0
15,0.019385,0.000058,0.000007,0.146162,0.000472,0.000010,0.003096,0.169199,0
14,0.017516,0.000054,0.000005,0.162996,0.000738,0.000015,0.001002,0.182336,0
16,0.022157,0.000050,0.000005,0.202706,0.000469,0.000010,0.002218,0.227625,0
15,0.016640,0.000051,0.000005,0.016326,0.000474,0.000009,0.000500,0.034011,0
17,0.014264,0.000043,0.000005,0.110869,0.000408,0.000004,0.000360,0.125955,0
19,0.016582,0.000042,0.000005,0.111847,0.000324,0.000005,0.000280,0.129087,0
