sample_idx,h5_read,crop_timestamps,pad_timestamps,fill_missing,subset_sample,ndvi,normalize,total
0,0.389341,0.000070,0.000007,0.082911,0.000557,0.000006,0.001853,0.474757
0,0.286829,0.000077,0.000008,0.294668,0.000597,0.000009,0.002605,0.584810
0,0.589180,0.000078,0.000010,0.022141,0.000411,0.000006,0.003104,0.614947
1,0.009951,0.000055,0.000006,0.017327,0.000437,0.000007,0.002443,0.030235
0,0.502350,0.000059,0.000009,0.152897,0.000886,0.000018,0.003547,0.659782
1,0.008839,0.000062,0.000005,0.178155,0.000478,0.000007,0.001229,0.188781
2,0.010337,0.000044,0.000004,0.008665,0.000359,0.000006,0.002295,0.021715
0,0.613399,0.000061,0.000006,0.069968,0.000356,0.000005,0.000322,0.684122
0,0.504056,0.000036,0.000009,0.178246,0.000375,0.000006,0.001883,0.684624
0,0.612657,0.000046,0.000008,0.071671,0.000405,0.000007,0.001755,0.686576
0,0.653243,0.000132,0.000021,0.019308,0.000392,0.000006,0.010000,0.683118
0,0.558348,0.000077,0.000013,0.125250,0.000367,0.000006,0.003307,0.687383
3,0.007271,0.000038,0.000003,0.015727,0.000369,0.000007,0.002487,0.025909
1,0.005868,0.000041,0.000006,0.018597,0.000338,0.000005,0.001611,0.026471
0,0.658505,0.000107,0.000015,0.070934,0.000376,0.000006,0.000378,0.730324
1,0.046261,0.000077,0.000009,0.065111,0.000330,0.000004,0.001784,0.113581
0,0.665950,0.000074,0.000009,0.063830,0.000438,0.000006,0.000402,0.730715
0,0.674164,0.000051,0.000007,0.064141,0.000459,0.000006,0.000474,0.739306
0,0.672315,0.000043,0.000006,0.068660,0.000402,0.000007,0.000381,0.741818
1,0.004694,0.000028,0.000004,0.054897,0.000259,0.000004,0.000161,0.060050
1,0.007911,0.000043,0.000004,0.069203,0.000302,0.000004,0.001320,0.078794
2,0.005175,0.000035,0.000003,0.007430,0.000274,0.000005,0.001996,0.014922
2,0.006423,0.000030,0.000003,0.067338,0.000298,0.000005,0.001205,0.075306
0,0.690018,0.000044,0.000008,0.060118,0.000367,0.000006,0.012717,0.763284
1,0.006202,0.000038,0.000024,0.062050,0.000285,0.000004,0.001628,0.070236
1,0.005642,0.000040,0.000004,0.010769,0.000290,0.000004,0.000276,0.017028
1,0.004913,0.000032,0.000003,0.061533,0.000285,0.000004,0.002748,0.069525
1,0.006358,0.000039,0.000004,0.058217,0.000281,0.000004,0.007664,0.072572
0,0.691072,0.000044,0.000007,0.064021,0.000373,0.000005,0.009556,0.765086
0,0.665941,0.000068,0.000010,0.106265,0.000579,0.000009,0.001970,0.774854
2,0.007759,0.000034,0.000004,0.017667,0.000290,0.000004,0.000171,0.025932
3,0.005552,0.000032,0.000003,0.015831,0.000356,0.000007,0.003119,0.024906
3,0.006433,0.000041,0.000003,0.015050,0.000297,0.000004,0.001157,0.022989
1,0.005549,0.000036,0.000004,0.056518,0.000309,0.000005,0.000219,0.062643
4,0.007340,0.000037,0.000004,0.077257,0.000363,0.000006,0.002674,0.087689
1,0.005835,0.000035,0.000004,0.065390,0.000424,0.000006,0.000253,0.071951
1,0.015464,0.000047,0.000004,0.021513,0.000762,0.000016,0.002736,0.040552
2,0.005802,0.000036,0.000004,0.092170,0.000337,0.000006,0.001906,0.100267
2,0.006362,0.000035,0.000004,0.063293,0.000258,0.000004,0.001348,0.071307
1,0.004791,0.000034,0.000004,0.053155,0.000270,0.000004,0.009870,0.068135
2,0.005891,0.000035,0.000003,0.059454,0.000272,0.000004,0.001610,0.067274
2,0.005459,0.000036,0.000004,0.061113,0.000285,0.000004,0.000269,0.067172
2,0.006022,0.000037,0.000004,0.005873,0.000389,0.000010,0.001951,0.014294
2,0.006625,0.000033,0.000003,0.061200,0.000260,0.000004,0.003081,0.071211
