sample_idx,h5_read,crop_timestamps,pad_timestamps,fill_missing,subset_sample,ndvi,normalize,total
0,1.008572,0.000033,0.000005,0.021835,0.000294,0.000005,0.001295,1.032042
0,1.482896,0.000039,0.000004,0.023494,0.000299,0.000004,0.000703,1.507446
1,0.008625,0.000034,0.000003,0.021648,0.000246,0.000004,0.001274,0.031837
1,0.006843,0.000047,0.000004,0.009021,0.000306,0.000006,0.000829,0.017062
0,2.417910,0.000038,0.000005,0.011777,0.000295,0.000005,0.000539,2.430571
2,0.004487,0.000032,0.000002,0.026646,0.000255,0.000004,0.001355,0.032783
2,0.004221,0.000040,0.000002,0.022936,0.000239,0.000004,0.000537,0.027982
0,3.450053,0.000036,0.000005,0.010498,0.000296,0.000005,0.000987,3.461886
1,0.004414,0.000029,0.000003,0.010003,0.000247,0.000005,0.000409,0.015113
0,4.293828,0.000037,0.000005,0.022400,0.000303,0.000004,0.002657,4.319241
3,0.005765,0.000029,0.000002,0.020865,0.000236,0.000004,0.001259,0.028164
3,0.004464,0.000030,0.000003,0.023801,0.000241,0.000004,0.000543,0.029089
0,5.854394,0.000034,0.000004,0.053049,0.000442,0.000007,0.003774,5.911710
0,5.877593,0.000050,0.000006,0.045163,0.000302,0.000005,0.002188,5.925314
0,6.654991,0.000033,0.000004,0.021172,0.000341,0.000006,0.001165,6.677717
1,0.004226,0.000035,0.000003,0.024935,0.000288,0.000005,0.000893,0.030389
0,7.113766,0.000030,0.000004,0.005887,0.000277,0.000004,0.000439,7.120412
2,0.005287,0.000029,0.000003,0.008166,0.000218,0.000004,0.000401,0.014110
0,7.487079,0.000035,0.000004,0.027602,0.000294,0.000005,0.002891,7.517915
1,0.004968,0.000034,0.000003,0.023274,0.000263,0.000004,0.002122,0.030671
4,0.004353,0.000032,0.000002,0.011516,0.000240,0.000003,0.001407,0.017559
0,8.086329,0.000032,0.000005,0.022716,0.000295,0.000005,0.002811,8.112203
0,8.029136,0.000032,0.000005,0.029352,0.000336,0.000005,0.004710,8.063584
0,8.108281,0.000050,0.000009,0.028433,0.000483,0.000007,0.003475,8.140751
4,0.004621,0.000033,0.000003,0.027037,0.000250,0.000004,0.000524,0.032474
1,0.003841,0.000031,0.000003,0.005288,0.000222,0.000004,0.002397,0.011790
0,8.209600,0.000034,0.000004,0.036417,0.000302,0.000004,0.001975,8.248339
1,0.003960,0.000029,0.000003,0.037660,0.000265,0.000004,0.002077,0.044004
0,8.254663,0.000048,0.000006,0.042828,0.000320,0.000005,0.001042,8.298916
0,8.273558,0.000036,0.000005,0.046522,0.000291,0.000005,0.001363,8.321786
1,0.005268,0.000031,0.000004,0.039514,0.000330,0.000009,0.001409,0.046568
1,0.005527,0.000030,0.000003,0.008694,0.000262,0.000004,0.000403,0.014928
3,0.005203,0.000037,0.000004,0.009109,0.000257,0.000004,0.000419,0.015036
2,0.005443,0.000027,0.000003,0.042295,0.000222,0.000004,0.000965,0.048961
1,0.004825,0.000029,0.000004,0.038173,0.000250,0.000004,0.002597,0.045886
2,0.004711,0.000032,0.000003,0.030188,0.000222,0.000004,0.002204,0.037366
5,0.004511,0.000029,0.000003,0.020288,0.000241,0.000004,0.001245,0.026323
1,0.004321,0.000032,0.000004,0.026957,0.000241,0.000004,0.002176,0.033738
1,0.005132,0.000061,0.000006,0.032820,0.000246,0.000004,0.004170,0.042443
1,0.003815,0.000028,0.000003,0.010517,0.000379,0.000006,0.002446,0.017199
5,0.004397,0.000024,0.000002,0.021995,0.000248,0.000004,0.000534,0.027207
2,0.004285,0.000030,0.000002,0.024491,0.000246,0.000004,0.002423,0.031485
1,0.003835,0.000032,0.000003,0.022231,0.000238,0.000004,0.001695,0.028051
2,0.005417,0.000029,0.000002,0.021233,0.000240,0.000004,0.002038,0.028966
1,0.004226,0.000034,0.000003,0.026885,0.000231,0.000004,0.000849,0.032235
1,0.007853,0.000031,0.000003,0.068455,0.000239,0.000004,0.001207,0.077797
2,0.004859,0.000029,0.000002,0.006720,0.000221,0.000004,0.001154,0.012991
3,0.004153,0.000030,0.000003,0.022326,0.000226,0.000004,0.000890,0.027633
2,0.004432,0.000032,0.000002,0.023348,0.000225,0.000004,0.000344,0.028389
4,0.004295,0.000030,0.000003,0.006595,0.000215,0.000004,0.000398,0.011541
3,0.004659,0.000030,0.000002,0.043587,0.000288,0.000004,0.002421,0.050995
2,0.003832,0.000028,0.000003,0.021236,0.000272,0.000004,0.002105,0.027485
6,0.004383,0.000031,0.000003,0.023853,0.000285,0.000004,0.001259,0.029820
2,0.003895,0.000031,0.000004,0.008771,0.000235,0.000004,0.002519,0.015463
5,0.008445,0.000045,0.000005,0.008113,0.000320,0.000005,0.000536,0.017475
3,0.008378,0.000058,0.000006,0.016960,0.000357,0.000005,0.000521,0.026290
4,0.007727,0.000040,0.000005,0.032492,0.000385,0.000005,0.002025,0.042686
2,0.009327,0.000049,0.000005,0.033696,0.000724,0.000021,0.004129,0.047966
3,0.006629,0.000045,0.000005,0.038190,0.000840,0.000020,0.004624,0.050365
2,0.011968,0.000073,0.000008,0.033038,0.000595,0.000014,0.004220,0.049930
3,0.011267,0.000071,0.000008,0.055532,0.001131,0.000034,0.009260,0.077322
3,0.012177,0.000042,0.000005,0.061523,0.000626,0.000013,0.008418,0.082815
4,0.010988,0.000071,0.000005,0.040268,0.000547,0.000010,0.000895,0.052794
6,0.012617,0.000070,0.000007,0.043479,0.000991,0.000019,0.002406,0.059602
3,0.008600,0.000041,0.000003,0.064463,0.000764,0.000014,0.013120,0.087026
2,0.004397,0.000030,0.000003,0.137738,0.000573,0.000011,0.006277,0.149039
4,0.011959,0.000111,0.000007,0.044902,0.000569,0.000010,0.007242,0.064815
4,0.014369,0.000106,0.000014,0.041373,0.000521,0.000010,0.007545,0.063956
5,0.012133,0.000090,0.000004,0.042953,0.000608,0.000010,0.000993,0.056799
6,0.004668,0.000026,0.000003,0.181341,0.000655,0.000010,0.001473,0.188187
4,0.009805,0.000049,0.000005,0.168231,0.000547,0.000013,0.006180,0.184842
7,0.011569,0.000046,0.000005,0.156814,0.000493,0.000009,0.006071,0.175020
2,0.012334,0.000033,0.000004,0.197049,0.000642,0.000010,0.016588,0.226668
3,0.009690,0.000055,0.000006,0.184889,0.000448,0.000006,0.005097,0.200202
3,0.011480,0.000073,0.000007,0.163454,0.000342,0.000005,0.001575,0.176942
2,0.009847,0.000048,0.000007,0.226348,0.000513,0.000009,0.004007,0.240786
7,0.011527,0.000060,0.000005,0.151890,0.000309,0.000006,0.000672,0.164473
4,0.012844,0.000078,0.000009,0.187700,0.000600,0.000013,0.004051,0.205305
5,0.011411,0.000080,0.000011,0.198510,0.000473,0.000009,0.001704,0.212206
5,0.011689,0.000052,0.000005,0.020230,0.000481,0.000010,0.005525,0.037999
3,0.011471,0.000070,0.000007,0.194767,0.000319,0.000005,0.002065,0.208709
6,0.006341,0.000036,0.000004,0.006046,0.000293,0.000004,0.000439,0.013166
4,0.021062,0.000060,0.000005,0.155588,0.000337,0.000005,0.006722,0.183790
5,0.008337,0.000040,0.000004,0.023244,0.000688,0.000015,0.014787,0.047137
5,0.010716,0.000060,0.000005,0.169709,0.000600,0.000008,0.006368,0.187479
3,0.012902,0.000065,0.000008,0.178557,0.001060,0.000020,0.010665,0.203299
5,0.028598,0.000100,0.000016,0.068041,0.000665,0.000013,0.004020,0.101466
6,0.022742,0.000118,0.000010,0.074419,0.024827,0.000019,0.002993,0.125141
4,0.013215,0.000074,0.000009,0.243783,0.000601,0.000009,0.002613,0.260314
7,0.006794,0.000037,0.000004,0.272312,0.000649,0.000012,0.001655,0.281475
6,0.032460,0.000086,0.000005,0.218242,0.000667,0.000008,0.007690,0.259176
8,0.006832,0.000035,0.000005,0.281253,0.000636,0.000011,0.010119,0.298915
3,0.015653,0.000113,0.000015,0.268481,0.000732,0.000012,0.025586,0.310609
4,0.012357,0.000069,0.000009,0.290429,0.000637,0.000011,0.009129,0.312659
7,0.013886,0.000091,0.000008,0.281684,0.000718,0.000016,0.001224,0.297639
7,0.012749,0.000076,0.000007,0.191552,0.000653,0.000010,0.003546,0.208612
6,0.018580,0.000112,0.000018,0.240822,0.000809,0.000010,0.009704,0.270074
3,0.025852,0.000093,0.000012,0.340047,0.000737,0.000014,0.006674,0.373447
4,0.019582,0.000084,0.000008,0.320517,0.000938,0.000016,0.012295,0.353472
7,0.013091,0.000079,0.000006,0.086146,0.000722,0.000010,0.008507,0.108581
5,0.017540,0.000077,0.000008,0.362331,0.000742,0.000015,0.011760,0.392493
8,0.019902,0.000127,0.000010,0.412256,0.000744,0.000007,0.001107,0.434166
6,0.016089,0.000072,0.000008,0.396111,0.000840,0.000010,0.009596,0.422747
4,0.038830,0.000089,0.000009,0.316238,0.000838,0.000011,0.006988,0.363020
4,0.019618,0.000080,0.000011,0.075499,0.000667,0.000014,0.006503,0.102412
8,0.015395,0.000098,0.000008,0.117360,0.000689,0.000012,0.003033,0.136607
6,0.029580,0.000078,0.000006,0.349181,0.000893,0.000014,0.006297,0.386067
9,0.012322,0.000060,0.000006,0.033768,0.000524,0.000008,0.001076,0.047778
5,0.018132,0.000093,0.000011,0.050462,0.000768,0.000014,0.006766,0.076261
7,0.013666,0.000071,0.000006,0.054204,0.000593,0.000011,0.004350,0.072915
6,0.041498,0.000084,0.000007,0.111668,0.001149,0.000026,0.016523,0.170969
10,0.035878,0.000119,0.000014,0.045728,0.000681,0.000009,0.001124,0.083561
8,0.011204,0.000068,0.000006,0.309695,0.000537,0.000010,0.001797,0.323328
8,0.029744,0.000105,0.000007,0.246455,0.000457,0.000005,0.000651,0.277427
5,0.016302,0.000074,0.000005,0.335949,0.024787,0.000016,0.002953,0.380098
9,0.020111,0.000116,0.000012,0.296951,0.000649,0.000011,0.032891,0.350759
11,0.014274,0.000066,0.000009,0.042360,0.000641,0.000008,0.001224,0.058588
6,0.016164,0.000082,0.000011,0.088835,0.001190,0.000016,0.007181,0.113522
5,0.035044,0.000131,0.000021,0.329816,0.000716,0.000010,0.007003,0.372758
4,0.034236,0.000083,0.000009,0.348627,0.000721,0.000012,0.019838,0.403541
8,0.013900,0.000070,0.000009,0.308284,0.000780,0.000011,0.034958,0.358032
7,0.023929,0.000084,0.000006,0.316684,0.000687,0.000010,0.033512,0.374936
9,0.031684,0.000076,0.000007,0.098662,0.000583,0.000008,0.000901,0.131927
5,0.027094,0.000124,0.000013,0.334599,0.001379,0.000023,0.011591,0.374845
7,0.016964,0.000075,0.000005,0.279853,0.001111,0.000016,0.012325,0.310363
5,0.013293,0.000080,0.000008,0.321673,0.000646,0.000012,0.031615,0.367344
8,0.016269,0.000076,0.000008,0.078016,0.000756,0.000012,0.006637,0.101789
9,0.013028,0.000058,0.000005,0.367438,0.000687,0.000010,0.003002,0.384243
8,0.012410,0.000098,0.000007,0.294797,0.000729,0.000011,0.004873,0.312942
12,0.013643,0.000060,0.000007,0.225082,0.000525,0.000005,0.001437,0.240767
7,0.015669,0.000075,0.000007,0.356569,0.001104,0.000017,0.012179,0.385634
10,0.012786,0.000074,0.000006,0.310385,0.000619,0.000009,0.008427,0.332324
9,0.015582,0.000069,0.000006,0.382663,0.000703,0.000013,0.001675,0.400722
6,0.016957,0.000086,0.000007,0.332916,0.000763,0.000014,0.003312,0.354069
6,0.012192,0.000081,0.000011,0.351807,0.000592,0.000010,0.006224,0.370933
9,0.012029,0.000071,0.000008,0.298111,0.000601,0.000011,0.008904,0.319750
7,0.016723,0.000081,0.000022,0.368189,0.000737,0.000016,0.006387,0.392171
10,0.013791,0.000088,0.000008,0.319451,0.000795,0.000016,0.001375,0.335534
8,0.012934,0.000066,0.000005,0.316497,0.000607,0.000012,0.033843,0.363985
5,0.044237,0.000079,0.000007,0.335708,0.001077,0.000015,0.050395,0.431555
6,0.010699,0.000072,0.000008,0.290547,0.000697,0.000014,0.005879,0.307934
6,0.018916,0.000084,0.000007,0.365653,0.000878,0.000017,0.006070,0.391646
9,0.010877,0.000078,0.000010,0.297566,0.000617,0.000008,0.007029,0.316201
13,0.014723,0.000071,0.000008,0.261780,0.000580,0.000005,0.000987,0.278162
10,0.015348,0.000078,0.000005,0.074239,0.000652,0.000010,0.020896,0.111246
10,0.010225,0.000064,0.000008,0.292518,0.000638,0.000011,0.003547,0.307026
9,0.014592,0.000072,0.000006,0.306244,0.000758,0.000009,0.003412,0.325100
9,0.013382,0.000106,0.000009,0.047953,0.000841,0.000013,0.036389,0.098715
14,0.028122,0.000066,0.000007,0.059261,0.000612,0.000006,0.001124,0.089207
11,0.017544,0.000079,0.000014,0.064305,0.000747,0.000009,0.010292,0.093009
11,0.016687,0.000081,0.000010,0.076733,0.000724,0.000012,0.003330,0.097592
8,0.014854,0.000072,0.000008,0.325131,0.020602,0.000014,0.011234,0.371932
11,0.012352,0.000067,0.000006,0.375160,0.000910,0.000013,0.012041,0.400569
10,0.012045,0.000065,0.000008,0.385695,0.000612,0.000010,0.001708,0.400154
7,0.042151,0.000145,0.000013,0.354967,0.000955,0.000018,0.003824,0.402087
8,0.015485,0.000070,0.000009,0.322723,0.000790,0.000007,0.005149,0.344241
9,0.013484,0.000076,0.000006,0.049499,0.000380,0.000006,0.030439,0.093907
7,0.014603,0.000082,0.000010,0.368192,0.000684,0.000011,0.008405,0.392003
10,0.019684,0.000088,0.000007,0.274722,0.000556,0.000007,0.006362,0.301438
11,0.017647,0.000046,0.000003,0.361195,0.000732,0.000012,0.001225,0.380870
10,0.017346,0.000073,0.000009,0.228232,0.000698,0.000005,0.004356,0.250734
6,0.027556,0.000191,0.000019,0.318773,0.000667,0.000010,0.048345,0.395585
8,0.037194,0.000125,0.000009,0.096179,0.000661,0.000012,0.002901,0.137095
11,0.039966,0.000074,0.000008,0.098261,0.000661,0.000013,0.001813,0.140809
10,0.012846,0.000068,0.000006,0.278829,0.000867,0.000018,0.008008,0.300656
