sample_idx,h5_read,crop_timestamps,pad_timestamps,fill_missing,subset_sample,ndvi,normalize,total
0,1.629706,0.000170,0.000020,0.219772,0.000690,0.000011,0.004903,1.855286
0,1.862280,0.000074,0.000009,0.100010,0.000659,0.000011,0.001646,1.964697
0,1.831417,0.000073,0.000009,0.084118,0.000643,0.000017,0.023008,1.939295
0,1.859702,0.000067,0.000007,0.124811,0.041698,0.000029,0.011800,2.038127
0,1.747581,0.000057,0.000008,0.296194,0.000933,0.000031,0.001485,2.046300
0,1.985706,0.000035,0.000004,0.089252,0.000678,0.000014,0.001617,2.077314
0,1.780684,0.000045,0.000005,0.297281,0.000433,0.000005,0.000706,2.079165
0,1.855537,0.000102,0.000011,0.283226,0.001205,0.000016,0.001228,2.141336
0,1.864552,0.000070,0.000008,0.308869,0.000846,0.000015,0.000684,2.175055
0,1.845327,0.000067,0.000010,0.363593,0.000960,0.000020,0.003116,2.213103
1,0.058620,0.000121,0.000012,0.317315,0.000545,0.000010,0.004220,0.380853
0,2.031431,0.000100,0.000008,0.199953,0.000748,0.000014,0.000967,2.233231
0,2.136736,0.000078,0.000010,0.102967,0.000716,0.000012,0.038641,2.279176
1,0.009646,0.000054,0.000008,0.276177,0.000530,0.000009,0.000657,0.287089
1,0.061198,0.000055,0.000009,0.300650,0.000498,0.000009,0.001147,0.363574
0,2.037419,0.000080,0.000011,0.289324,0.000582,0.000013,0.000554,2.327991
1,0.057617,0.000061,0.000007,0.233756,0.000579,0.000014,0.071017,0.363065
0,1.963983,0.000070,0.000010,0.374151,0.000700,0.000013,0.001437,2.340370
0,2.032810,0.000077,0.000011,0.317944,0.000624,0.000010,0.003734,2.355222
1,0.012098,0.000063,0.000006,0.317628,0.000499,0.000012,0.054168,0.384490
1,0.055172,0.000068,0.000008,0.296153,0.000559,0.000013,0.001579,0.353563
1,0.049885,0.000135,0.000016,0.295218,0.000634,0.000012,0.001056,0.346964
1,0.020868,0.000058,0.000005,0.290889,0.000527,0.000009,0.000626,0.312990
2,0.009959,0.000041,0.000007,0.117721,0.001005,0.000024,0.001999,0.130771
1,0.008594,0.000054,0.000006,0.201325,0.000413,0.000007,0.000419,0.210824
1,0.007500,0.000037,0.000003,0.285600,0.000684,0.000013,0.000363,0.294210
0,2.144168,0.000057,0.000008,0.322104,0.000330,0.000005,0.042779,2.509468
2,0.009411,0.000057,0.000005,0.292745,0.000540,0.000015,0.004242,0.307024
2,0.012126,0.000061,0.000005,0.107917,0.000587,0.000013,0.001507,0.122226
2,0.017118,0.000055,0.000006,0.016250,0.000409,0.000008,0.000246,0.034096
1,0.009356,0.000055,0.000005,0.206370,0.000570,0.000014,0.002036,0.218417
1,0.012325,0.000072,0.000008,0.083000,0.000773,0.000014,0.004277,0.100482
1,0.010226,0.000058,0.000007,0.380780,0.000511,0.000011,0.001631,0.393233
2,0.013364,0.000091,0.000014,0.277295,0.000949,0.000023,0.002380,0.294124
1,0.009966,0.000060,0.000008,0.296452,0.000470,0.000011,0.000354,0.307327
1,0.006692,0.000031,0.000005,0.295290,0.000481,0.000010,0.002890,0.305410
2,0.013335,0.000055,0.000006,0.133192,0.000361,0.000004,0.000274,0.147260
2,0.009043,0.000046,0.000006,0.039064,0.000539,0.000011,0.001718,0.050439
2,0.006997,0.000029,0.000003,0.213518,0.000343,0.000005,0.000360,0.221258
3,0.019704,0.000062,0.000008,0.181153,0.000508,0.000010,0.000713,0.202164
2,0.009362,0.000049,0.000004,0.332784,0.000890,0.000021,0.042263,0.385384
1,0.012238,0.000056,0.000007,0.354506,0.000697,0.000021,0.038553,0.406092
2,0.015470,0.000095,0.000028,0.283966,0.000457,0.000008,0.000876,0.300908
2,0.048586,0.000112,0.000013,0.130956,0.000339,0.000004,0.000798,0.180813
2,0.009615,0.000045,0.000005,0.308880,0.000522,0.000013,0.006490,0.325583
3,0.011012,0.000046,0.000005,0.127564,0.000350,0.000005,0.000848,0.139835
3,0.042936,0.000076,0.000008,0.053584,0.000466,0.000009,0.001565,0.098653
3,0.006287,0.000031,0.000003,0.096950,0.000309,0.000005,0.000300,0.103887
2,0.010774,0.000061,0.000006,0.153042,0.000475,0.000006,0.002257,0.166630
3,0.014727,0.000074,0.000009,0.220460,0.000929,0.000028,0.001964,0.238200
2,0.007654,0.000038,0.000005,0.116602,0.000348,0.000005,0.002287,0.126944
3,0.010224,0.000055,0.000006,0.236258,0.000500,0.000010,0.004992,0.252054
3,0.028293,0.000080,0.000008,0.097778,0.000378,0.000004,0.000400,0.126945
3,0.009265,0.000051,0.000005,0.247795,0.000437,0.000010,0.000295,0.257863
4,0.007317,0.000036,0.000004,0.031918,0.000431,0.000007,0.000397,0.040113
2,0.009283,0.000049,0.000005,0.185034,0.000458,0.000008,0.000390,0.195232
4,0.006840,0.000040,0.000006,0.119440,0.000379,0.000006,0.000464,0.127182
2,0.015635,0.000063,0.000008,0.110107,0.000450,0.000010,0.010880,0.137167
4,0.013092,0.000052,0.000004,0.034177,0.000480,0.000008,0.000286,0.048103
4,0.016129,0.000060,0.000006,0.041673,0.000526,0.000008,0.005222,0.063634
4,0.007596,0.000042,0.000005,0.102813,0.000367,0.000005,0.000822,0.111655
5,0.010291,0.000046,0.000006,0.023616,0.000356,0.000004,0.000451,0.034774
3,0.007285,0.000045,0.000004,0.093219,0.000360,0.000004,0.002217,0.103141
5,0.006299,0.000034,0.000004,0.065655,0.000324,0.000004,0.000266,0.072588
3,0.008714,0.000053,0.000005,0.141463,0.000473,0.000013,0.026051,0.176786
3,0.007693,0.000044,0.000005,0.162001,0.000417,0.000007,0.008993,0.179168
3,0.011755,0.000058,0.000005,0.164707,0.000620,0.000013,0.001941,0.179111
3,0.008999,0.000032,0.000004,0.117195,0.000398,0.000007,0.002507,0.129148
4,0.018797,0.000056,0.000006,0.125101,0.000426,0.000009,0.001067,0.145471
6,0.016700,0.000054,0.000006,0.025477,0.000306,0.000005,0.000252,0.042802
4,0.008601,0.000040,0.000004,0.120733,0.000384,0.000005,0.000423,0.130194
4,0.011337,0.000045,0.000006,0.155975,0.000433,0.000008,0.001594,0.169405
4,0.016619,0.000052,0.000006,0.034346,0.000337,0.000006,0.002145,0.053519
3,0.011631,0.000048,0.000006,0.184838,0.000478,0.000013,0.005373,0.202397
5,0.009469,0.000044,0.000004,0.024536,0.000840,0.000023,0.002793,0.037724
5,0.008178,0.000046,0.000005,0.020451,0.000349,0.000006,0.002258,0.031299
5,0.006617,0.000037,0.000004,0.095938,0.000379,0.000005,0.000737,0.103721
5,0.010433,0.000049,0.000005,0.039566,0.000375,0.000007,0.001195,0.051636
6,0.007902,0.000049,0.000005,0.009185,0.000232,0.000003,0.001352,0.018731
6,0.007226,0.000040,0.000005,0.120777,0.000387,0.000006,0.000498,0.128942
7,0.006143,0.000036,0.000004,0.069206,0.000336,0.000005,0.000299,0.076032
3,0.009088,0.000045,0.000005,0.171874,0.000741,0.000021,0.000757,0.182542
5,0.007833,0.000049,0.000004,0.156829,0.000440,0.000008,0.000250,0.165419
7,0.006568,0.000040,0.000005,0.013361,0.000375,0.000005,0.002288,0.022649
4,0.007909,0.000040,0.000003,0.102779,0.000378,0.000006,0.002525,0.113648
6,0.009732,0.000042,0.000004,0.043313,0.000387,0.000005,0.000846,0.054333
6,0.015503,0.000077,0.000008,0.026896,0.000447,0.000008,0.001776,0.044722
8,0.006791,0.000056,0.000004,0.027704,0.000348,0.000005,0.000305,0.035216
3,0.013665,0.000050,0.000005,0.175582,0.000718,0.000022,0.014838,0.204896
5,0.009770,0.000055,0.000004,0.192146,0.000489,0.000011,0.005154,0.207639
9,0.006066,0.000044,0.000003,0.012867,0.000281,0.000004,0.000263,0.019530
4,0.011745,0.000055,0.000005,0.156078,0.000437,0.000008,0.000863,0.169198
5,0.010449,0.000046,0.000003,0.125008,0.000414,0.000005,0.000490,0.136419
4,0.005710,0.000025,0.000003,0.157468,0.000471,0.000014,0.026316,0.190024
4,0.011432,0.000047,0.000006,0.161017,0.000505,0.000011,0.009661,0.182693
6,0.009445,0.000042,0.000004,0.023414,0.000384,0.000006,0.000384,0.033684
5,0.014427,0.000094,0.000009,0.020745,0.000446,0.000010,0.001209,0.036948
5,0.008954,0.000038,0.000004,0.097486,0.000353,0.000005,0.002303,0.109150
4,0.008958,0.000055,0.000008,0.185565,0.000530,0.000014,0.005690,0.200831
7,0.010754,0.000041,0.000006,0.133721,0.000337,0.000005,0.000467,0.145333
8,0.006560,0.000039,0.000005,0.118516,0.000391,0.000005,0.002065,0.127589
7,0.006503,0.000040,0.000005,0.109937,0.000359,0.000007,0.000754,0.117611
10,0.005758,0.000036,0.000003,0.074568,0.000344,0.000004,0.000300,0.081015
6,0.011732,0.000059,0.000007,0.172726,0.000397,0.000010,0.001314,0.186256
7,0.009257,0.000052,0.000004,0.122513,0.000480,0.000009,0.001346,0.133668
11,0.008301,0.000036,0.000004,0.019940,0.000330,0.000005,0.000305,0.028924
4,0.014668,0.000057,0.000008,0.110398,0.000354,0.000005,0.012892,0.138390
6,0.007478,0.000037,0.000004,0.055466,0.000407,0.000007,0.002785,0.066193
7,0.007262,0.000038,0.000006,0.096059,0.000387,0.000005,0.000349,0.104109
