sample_idx,h5_read,crop_timestamps,pad_timestamps,fill_missing,subset_sample,ndvi,normalize,total,cache_hit
9,0.013857,0.000052,0.000005,0.038502,0.000529,0.000012,0.000467,0.053428,0
7,0.014705,0.000054,0.000005,0.182049,0.000765,0.000017,0.037472,0.235078,0
22,0.012844,0.000038,0.000004,0.063014,0.000306,0.000004,0.000292,0.076504,0
7,0.032112,0.000060,0.000007,0.041986,0.000551,0.000012,0.006340,0.081079,0
22,0.029120,0.000060,0.000004,0.019231,0.000387,0.000004,0.000210,0.049022,0
8,0.021836,0.000081,0.000007,0.185748,0.000454,0.000009,0.000612,0.208751,0
6,0.032962,0.000062,0.000009,0.029289,0.000481,0.000010,0.000344,0.063164,0
8,0.019209,0.000057,0.000007,0.178390,0.001070,0.000024,0.001990,0.200760,0
23,0.010083,0.000031,0.000003,0.019641,0.000464,0.000005,0.000319,0.030552,0
7,0.016511,0.000058,0.000007,0.178575,0.000696,0.000015,0.019961,0.215838,0
7,0.020972,0.000059,0.000006,0.025879,0.000488,0.000010,0.003517,0.050944,0
19,0.021717,0.000047,0.000006,0.057708,0.000305,0.000004,0.000568,0.080359,0
8,0.011867,0.000046,0.000005,0.010371,0.000264,0.000005,0.001575,0.024137,0
20,0.010431,0.000038,0.000004,0.018473,0.000323,0.000004,0.000621,0.029898,0
23,0.011215,0.000030,0.000003,0.065354,0.000422,0.000007,0.000274,0.077307,0
25,0.017848,0.000059,0.000004,0.085397,0.000558,0.000010,0.001293,0.105174,0
7,0.018218,0.000057,0.000005,0.164417,0.000520,0.000012,0.004756,0.187996,0
21,0.009596,0.000048,0.000004,0.011369,0.000284,0.000004,0.000564,0.021871,0
24,0.008212,0.000032,0.000004,0.066594,0.000625,0.000011,0.000681,0.076165,0
24,0.012127,0.000036,0.000004,0.021260,0.000318,0.000004,0.000183,0.033934,0
7,0.018384,0.000052,0.000004,0.211140,0.000442,0.000009,0.001294,0.231334,0
10,0.017087,0.000049,0.000007,0.170560,0.000465,0.000011,0.001651,0.189839,0
25,0.012473,0.000033,0.000003,0.010634,0.000330,0.000004,0.000197,0.023677,0
8,0.012307,0.000046,0.000005,0.139975,0.000506,0.000009,0.004983,0.157841,0
26,0.008360,0.000032,0.000002,0.005641,0.000264,0.000004,0.000156,0.014461,0
22,0.007555,0.000035,0.000003,0.064211,0.000297,0.000004,0.000700,0.072808,0
10,0.014100,0.000051,0.000006,0.177084,0.000551,0.000010,0.000545,0.192354,0
8,0.017896,0.000052,0.000005,0.033964,0.000469,0.000008,0.001453,0.053856,0
25,0.013014,0.000028,0.000003,0.061783,0.000420,0.000007,0.000399,0.075660,0
27,0.020141,0.000053,0.000005,0.007974,0.000292,0.000004,0.000168,0.028640,0
11,0.020957,0.000055,0.000008,0.198411,0.000777,0.000020,0.005275,0.225513,0
26,0.015421,0.000047,0.000004,0.101300,0.000734,0.000020,0.001190,0.118730,0
9,0.027701,0.000105,0.000015,0.154984,0.000937,0.000028,0.002833,0.186619,0
9,0.019246,0.000050,0.000005,0.184442,0.000523,0.000006,0.000623,0.204900,0
8,0.014019,0.000054,0.000006,0.184212,0.000704,0.000012,0.028601,0.227620,0
7,0.013389,0.000052,0.000005,0.196081,0.000549,0.000012,0.000496,0.210589,0
9,0.031128,0.000068,0.000005,0.044965,0.000570,0.000013,0.006892,0.083654,0
23,0.010875,0.000030,0.000002,0.056027,0.000293,0.000004,0.000551,0.067785,0
11,0.020159,0.000048,0.000005,0.036417,0.000489,0.000011,0.000427,0.057560,0
8,0.014695,0.000050,0.000006,0.183377,0.000487,0.000012,0.012038,0.210674,0
27,0.015906,0.000044,0.000005,0.023108,0.000477,0.000010,0.001101,0.040656,0
26,0.012750,0.000033,0.000004,0.048145,0.000306,0.000004,0.000273,0.061518,0
28,0.009194,0.000032,0.000002,0.050034,0.000293,0.000004,0.000171,0.059732,0
9,0.013757,0.000059,0.000006,0.172856,0.000736,0.000010,0.013148,0.200584,0
8,0.018209,0.000076,0.000005,0.181913,0.000529,0.000009,0.004603,0.205355,0
8,0.020531,0.000052,0.000005,0.060139,0.000556,0.000013,0.000352,0.081653,0
24,0.009253,0.000031,0.000003,0.057420,0.000332,0.000004,0.000653,0.067699,0
10,0.015720,0.000053,0.000006,0.051467,0.000491,0.000010,0.005732,0.073488,0
27,0.010061,0.000036,0.000003,0.061457,0.000302,0.000004,0.000281,0.072146,0
28,0.011556,0.000047,0.000005,0.066288,0.000314,0.000004,0.000591,0.078806,0
29,0.020855,0.000035,0.000003,0.058125,0.000293,0.000004,0.000181,0.079499,0
9,0.032011,0.000071,0.000006,0.057385,0.000632,0.000017,0.020849,0.110982,0
29,0.011080,0.000031,0.000003,0.018528,0.000298,0.000004,0.000643,0.030591,0
11,0.014710,0.000067,0.000006,0.217309,0.008666,0.000012,0.001371,0.242153,0
30,0.010719,0.000036,0.000002,0.025546,0.000448,0.000008,0.000272,0.037033,0
30,0.008004,0.000033,0.000003,0.016889,0.000289,0.000005,0.000616,0.025842,0
25,0.012052,0.000034,0.000003,0.068879,0.000324,0.000006,0.000621,0.081922,0
12,0.017370,0.000054,0.000008,0.174466,0.000584,0.000021,0.003463,0.195978,0
28,0.009740,0.000030,0.000004,0.066433,0.000308,0.000004,0.000316,0.076837,0
9,0.016869,0.000053,0.000004,0.202905,0.000580,0.000008,0.001295,0.221726,0
10,0.023001,0.000088,0.000011,0.173449,0.000531,0.000009,0.001014,0.198113,0
12,0.013592,0.000061,0.000006,0.157191,0.000522,0.000009,0.000422,0.171810,0
26,0.010787,0.000030,0.000003,0.008545,0.000297,0.000004,0.000537,0.020206,0
10,0.017567,0.000103,0.000010,0.199079,0.000493,0.000007,0.000605,0.217868,0
31,0.010215,0.000036,0.000004,0.052559,0.000338,0.000004,0.000175,0.063334,0
27,0.008015,0.000031,0.000003,0.016962,0.000300,0.000004,0.000629,0.025947,0
31,0.012149,0.000029,0.000003,0.051283,0.000322,0.000004,0.000633,0.064427,0
9,0.017075,0.000055,0.000005,0.194310,0.000769,0.000017,0.024039,0.236282,0
29,0.011379,0.000035,0.000003,0.064728,0.000396,0.000004,0.000377,0.076930,0
13,0.019725,0.000054,0.000004,0.040729,0.000484,0.000008,0.000421,0.061431,0
11,0.017733,0.000057,0.000007,0.140870,0.000583,0.000011,0.006740,0.166012,0
9,0.019261,0.000049,0.000004,0.176021,0.000504,0.000012,0.004416,0.200278,0
10,0.021130,0.000077,0.000009,0.203922,0.000542,0.000012,0.003776,0.229477,0
32,0.010712,0.000032,0.000003,0.059936,0.000343,0.000005,0.000185,0.071218,0
28,0.010440,0.000030,0.000003,0.061169,0.000340,0.000004,0.000645,0.072634,0
12,0.015892,0.000044,0.000004,0.133593,0.000561,0.000013,0.001839,0.151956,0
32,0.015380,0.000035,0.000003,0.053554,0.000306,0.000004,0.000617,0.069902,0
9,0.019223,0.000054,0.000005,0.204438,0.000704,0.000012,0.000419,0.224862,0
33,0.009926,0.000028,0.000002,0.013053,0.000316,0.000004,0.000177,0.023509,0
29,0.012783,0.000038,0.000003,0.009710,0.000283,0.000004,0.000628,0.023452,0
30,0.014561,0.000034,0.000003,0.053445,0.000335,0.000004,0.000284,0.068669,0
33,0.009511,0.000030,0.000003,0.017353,0.000275,0.000004,0.000636,0.027815,0
34,0.009217,0.000033,0.000003,0.018706,0.000311,0.000004,0.000173,0.028448,0
11,0.019777,0.000053,0.000007,0.149933,0.000470,0.000008,0.001042,0.171298,0
13,0.024930,0.000052,0.000009,0.157281,0.001054,0.000025,0.007717,0.191081,0
12,0.036964,0.000067,0.000007,0.063833,0.000553,0.000011,0.006739,0.108186,0
30,0.008309,0.000033,0.000004,0.058317,0.000330,0.000004,0.000588,0.067587,0
31,0.016809,0.000039,0.000003,0.057229,0.000327,0.000004,0.000335,0.074750,0
34,0.013951,0.000033,0.000003,0.051977,0.000284,0.000004,0.000623,0.066877,0
10,0.017419,0.000048,0.000007,0.201361,0.000616,0.000013,0.002204,0.221677,0
10,0.024040,0.000053,0.000005,0.215924,0.000632,0.000011,0.027787,0.268467,0
35,0.010823,0.000043,0.000003,0.053500,0.000272,0.000004,0.000191,0.064839,0
12,0.021352,0.000059,0.000006,0.031857,0.000462,0.000009,0.000850,0.054603,0
11,0.019569,0.000052,0.000005,0.195007,0.000473,0.000009,0.000825,0.215945,0
10,0.023662,0.000057,0.000005,0.171645,0.000456,0.000009,0.026061,0.221906,0
31,0.011731,0.000032,0.000004,0.057862,0.000304,0.000004,0.000566,0.070506,0
35,0.011072,0.000031,0.000003,0.054098,0.000268,0.000004,0.000653,0.066131,0
11,0.023050,0.000076,0.000011,0.163182,0.000555,0.000013,0.004628,0.191526,0
14,0.018247,0.000084,0.000004,0.198984,0.000447,0.000009,0.000402,0.218184,0
32,0.011536,0.000032,0.000003,0.062147,0.005693,0.000006,0.000382,0.079803,0
10,0.021840,0.000062,0.000005,0.187802,0.000514,0.000008,0.004555,0.214798,0
36,0.016768,0.000034,0.000004,0.056636,0.000298,0.000004,0.000170,0.073915,0
13,0.024650,0.000089,0.000011,0.163587,0.000532,0.000013,0.002052,0.190953,0
37,0.009067,0.000030,0.000003,0.008785,0.000249,0.000004,0.000168,0.018308,0
32,0.013333,0.000030,0.000003,0.028603,0.000464,0.000004,0.000624,0.043069,0
36,0.009743,0.000028,0.000003,0.052277,0.000284,0.000004,0.000614,0.062955,0
14,0.023502,0.000052,0.000005,0.017701,0.000245,0.000004,0.000754,0.042266,0
33,0.012442,0.000033,0.000003,0.053542,0.000307,0.000006,0.000324,0.066659,0
10,0.020848,0.000044,0.000005,0.218368,0.000844,0.000016,0.000726,0.240866,0
14,0.023727,0.000064,0.000008,0.164393,0.001101,0.000025,0.007656,0.196989,0
34,0.011737,0.000034,0.000003,0.010190,0.000276,0.000004,0.000298,0.022545,0
38,0.009348,0.000035,0.000003,0.056391,0.000309,0.000004,0.000168,0.066260,0
33,0.014825,0.000031,0.000005,0.053689,0.000294,0.000004,0.000575,0.069426,0
13,0.021364,0.000060,0.000007,0.188187,0.000738,0.000012,0.006597,0.216974,0
37,0.010143,0.000029,0.000003,0.053367,0.000284,0.000004,0.000640,0.064474,0
11,0.018457,0.000052,0.000007,0.175381,0.000578,0.000012,0.001866,0.196366,0
13,0.013794,0.000053,0.000005,0.190033,0.001195,0.000029,0.003480,0.208606,0
11,0.026395,0.000072,0.000008,0.173836,0.000646,0.000013,0.019290,0.220275,0
35,0.008400,0.000034,0.000003,0.047146,0.000267,0.000004,0.000300,0.056157,0
11,0.015594,0.000046,0.000007,0.150807,0.000504,0.000008,0.011236,0.178208,0
12,0.012879,0.000054,0.000006,0.195616,0.000363,0.000007,0.000511,0.209441,0
34,0.013737,0.000034,0.000003,0.041516,0.000283,0.000004,0.000574,0.056153,0
39,0.011193,0.000042,0.000003,0.057476,0.000308,0.000004,0.000166,0.069193,0
38,0.010529,0.000031,0.000003,0.058891,0.000279,0.000004,0.000702,0.070441,0
15,0.017906,0.000052,0.000004,0.187458,0.000510,0.000010,0.000449,0.206399,0
11,0.018422,0.000054,0.000006,0.181475,0.000505,0.000009,0.004379,0.204863,0
12,0.019652,0.000059,0.000007,0.198136,0.000625,0.000013,0.004658,0.223162,0
36,0.012333,0.000041,0.000004,0.055182,0.000303,0.000004,0.000285,0.068154,0
35,0.012565,0.000033,0.000004,0.054537,0.000282,0.000004,0.000525,0.067951,0
12,0.022491,0.000057,0.000005,0.058618,0.000542,0.000010,0.013802,0.095537,0
40,0.013276,0.000031,0.000003,0.060383,0.000308,0.000004,0.000223,0.074230,0
15,0.013636,0.000063,0.000006,0.174631,0.000474,0.000011,0.009816,0.198648,0
39,0.010008,0.000032,0.000003,0.053379,0.000277,0.000004,0.000609,0.064315,0
11,0.018031,0.000048,0.000009,0.176811,0.000618,0.000016,0.000400,0.195938,0
