sample_idx,h5_read,crop_timestamps,pad_timestamps,fill_missing,subset_sample,ndvi,normalize,total,cache_hit
1,0.012584,0.000042,0.000005,0.022792,0.000448,0.000008,0.000282,0.036166,0
1,0.010293,0.000038,0.000005,0.073438,0.000336,0.000005,0.000846,0.084967,0
1,0.009016,0.000040,0.000004,0.074380,0.000446,0.000005,0.000196,0.084088,0
1,0.010573,0.000038,0.000004,0.067208,0.000301,0.000006,0.000865,0.079000,0
3,0.009575,0.000030,0.000003,0.044314,0.000265,0.000005,0.000203,0.054397,0
1,0.011902,0.000046,0.000006,0.070650,0.000325,0.000005,0.007443,0.090387,0
1,0.012485,0.000039,0.000005,0.024867,0.000385,0.000007,0.021678,0.059474,0
2,0.011508,0.000036,0.000004,0.013780,0.000307,0.000004,0.000178,0.025820,0
2,0.012291,0.000034,0.000004,0.071185,0.000350,0.000004,0.001169,0.085041,0
3,0.010365,0.000033,0.000003,0.048886,0.000341,0.000004,0.001579,0.061215,0
2,0.013009,0.000036,0.000004,0.077499,0.000331,0.000004,0.002459,0.093347,0
1,0.010006,0.000037,0.000004,0.071470,0.000361,0.000005,0.013243,0.095141,0
4,0.011447,0.000035,0.000004,0.047818,0.000275,0.000004,0.000188,0.059772,0
3,0.008938,0.000039,0.000003,0.068526,0.000287,0.000006,0.000653,0.078457,0
2,0.009579,0.000037,0.000004,0.073356,0.000401,0.000005,0.001637,0.085024,0
2,0.011362,0.000032,0.000003,0.063123,0.000289,0.000005,0.000852,0.075672,0
2,0.009305,0.000035,0.000004,0.073746,0.000390,0.000004,0.008833,0.092323,0
2,0.011156,0.000035,0.000004,0.061982,0.000276,0.000005,0.000821,0.074282,0
4,0.009342,0.000041,0.000004,0.086646,0.000425,0.000004,0.004657,0.101125,0
1,0.012571,0.000044,0.000005,0.117113,0.000558,0.000008,0.003231,0.133540,0
2,0.008032,0.000031,0.000007,0.066929,0.000304,0.000005,0.006777,0.082090,0
4,0.011394,0.000038,0.000003,0.046225,0.000306,0.000004,0.001658,0.059632,0
3,0.015486,0.000064,0.000007,0.014777,0.000335,0.000006,0.000931,0.031609,0
3,0.009325,0.000035,0.000003,0.075465,0.000333,0.000004,0.000179,0.085349,0
2,0.009821,0.000039,0.000004,0.113950,0.000372,0.000010,0.000278,0.124479,0
2,0.013370,0.000041,0.000004,0.069371,0.000273,0.000005,0.010764,0.093835,0
5,0.009575,0.000037,0.000003,0.045184,0.000358,0.000004,0.000215,0.055377,0
4,0.007497,0.000028,0.000004,0.004755,0.000272,0.000005,0.000877,0.013442,0
3,0.012369,0.000038,0.000003,0.083184,0.000348,0.000005,0.001334,0.097285,0
5,0.010516,0.000031,0.000003,0.015687,0.000276,0.000004,0.001568,0.028089,0
3,0.009413,0.000035,0.000005,0.026813,0.000352,0.000005,0.007586,0.044215,0
3,0.013106,0.000033,0.000003,0.068792,0.000293,0.000005,0.000831,0.083067,0
2,0.010509,0.000041,0.000004,0.076987,0.000362,0.000005,0.007819,0.095733,0
4,0.012297,0.000047,0.000004,0.074761,0.000282,0.000006,0.000620,0.088019,0
3,0.009806,0.000043,0.000005,0.065111,0.000290,0.000004,0.008081,0.083345,0
3,0.012284,0.000035,0.000004,0.079843,0.000312,0.000005,0.001588,0.094076,0
3,0.016856,0.000045,0.000005,0.032807,0.000398,0.000009,0.000280,0.050405,0
5,0.014737,0.000042,0.000006,0.074535,0.000339,0.000004,0.004463,0.094131,0
6,0.009365,0.000030,0.000003,0.044565,0.000243,0.000004,0.000175,0.054387,0
5,0.008504,0.000035,0.000004,0.047037,0.000274,0.000005,0.000928,0.056790,0
4,0.012078,0.000035,0.000004,0.060664,0.000312,0.000004,0.000173,0.073272,0
6,0.010190,0.000029,0.000003,0.043337,0.000301,0.000006,0.001604,0.055473,0
4,0.011999,0.000045,0.000004,0.015561,0.000476,0.000010,0.000324,0.028424,0
3,0.017480,0.000037,0.000004,0.132380,0.000402,0.000009,0.003165,0.153482,0
3,0.009150,0.000038,0.000004,0.069149,0.000330,0.000004,0.012346,0.091030,0
6,0.011722,0.000029,0.000004,0.013710,0.000290,0.000005,0.000844,0.026608,0
7,0.008578,0.000030,0.000002,0.007695,0.000257,0.000004,0.005549,0.022120,0
7,0.011140,0.000028,0.000003,0.041709,0.000275,0.000004,0.000217,0.053379,0
4,0.014128,0.000038,0.000003,0.081352,0.000343,0.000004,0.001136,0.097010,0
2,0.016083,0.000048,0.000007,0.125421,0.000480,0.000008,0.002804,0.144859,0
5,0.009346,0.000032,0.000004,0.075307,0.000278,0.000006,0.000586,0.085563,0
4,0.008897,0.000032,0.000004,0.073529,0.000298,0.000005,0.008221,0.090992,0
4,0.015715,0.000033,0.000003,0.080580,0.000311,0.000005,0.000852,0.097504,0
8,0.009812,0.000049,0.000003,0.008617,0.000264,0.000004,0.000196,0.018948,0
4,0.012726,0.000034,0.000005,0.081670,0.000319,0.000004,0.007055,0.101818,0
4,0.014016,0.000035,0.000004,0.077410,0.000274,0.000004,0.001591,0.093340,0
3,0.011328,0.000041,0.000003,0.083791,0.000319,0.000005,0.007413,0.102906,0
5,0.012498,0.000033,0.000003,0.058550,0.000294,0.000005,0.000164,0.071549,0
7,0.006707,0.000027,0.000003,0.043715,0.000253,0.000007,0.000775,0.051490,0
6,0.012139,0.000031,0.000004,0.074299,0.000264,0.000004,0.003706,0.090452,0
5,0.013807,0.000036,0.000004,0.022050,0.000379,0.000007,0.001418,0.037705,0
8,0.007677,0.000032,0.000003,0.048237,0.000258,0.000004,0.001551,0.057765,0
5,0.012014,0.000031,0.000003,0.010327,0.000263,0.000005,0.000793,0.023441,0
6,0.010023,0.000041,0.000005,0.019543,0.000302,0.000004,0.001060,0.030982,0
9,0.006928,0.000030,0.000003,0.048792,0.000300,0.000004,0.000186,0.056245,0
4,0.017562,0.000038,0.000003,0.074013,0.000345,0.000004,0.011269,0.103241,0
5,0.011962,0.000048,0.000004,0.110921,0.000406,0.000006,0.000264,0.123615,0
5,0.008921,0.000031,0.000003,0.055773,0.000296,0.000005,0.007841,0.072875,0
8,0.010673,0.000028,0.000003,0.044443,0.000267,0.000005,0.000787,0.056210,0
9,0.009677,0.000032,0.000003,0.045132,0.000273,0.000004,0.001620,0.056745,0
4,0.013433,0.000043,0.000004,0.116446,0.000587,0.000022,0.004295,0.134840,0
5,0.012394,0.000032,0.000005,0.064470,0.000318,0.000004,0.006841,0.084071,0
4,0.011202,0.000043,0.000004,0.059213,0.000285,0.000004,0.006909,0.077667,0
6,0.010909,0.000032,0.000003,0.066591,0.000300,0.000005,0.000169,0.078009,0
5,0.011602,0.000032,0.000003,0.070889,0.000285,0.000005,0.001568,0.084388,0
6,0.009011,0.000032,0.000003,0.008435,0.000263,0.000005,0.007489,0.025245,0
6,0.009043,0.000040,0.000003,0.059553,0.000273,0.000004,0.000866,0.069787,0
9,0.010018,0.000032,0.000003,0.022040,0.000364,0.000005,0.000877,0.033342,0
7,0.012695,0.000031,0.000004,0.074994,0.000293,0.000005,0.004973,0.093002,0
3,0.016343,0.000040,0.000004,0.110922,0.000465,0.000008,0.002689,0.130480,0
10,0.011029,0.000037,0.000003,0.045686,0.000273,0.000004,0.000205,0.057239,0
7,0.009664,0.000030,0.000003,0.067346,0.000293,0.000005,0.000981,0.078326,0
5,0.007789,0.000033,0.000004,0.055454,0.000325,0.000004,0.009508,0.073123,0
10,0.010351,0.000034,0.000003,0.043882,0.000270,0.000004,0.001681,0.056229,0
6,0.016910,0.000034,0.000003,0.138563,0.000302,0.000006,0.000647,0.156468,0
8,0.012456,0.000033,0.000004,0.019788,0.000307,0.000005,0.004302,0.036900,0
4,0.016018,0.000046,0.000004,0.015106,0.000394,0.000007,0.002656,0.034238,0
8,0.012695,0.000033,0.000003,0.013385,0.000272,0.000005,0.001038,0.027434,0
5,0.007562,0.000031,0.000003,0.063117,0.000290,0.000004,0.006677,0.077689,0
6,0.008539,0.000034,0.000006,0.063631,0.000309,0.000004,0.006646,0.079175,0
10,0.012405,0.000031,0.000003,0.044764,0.000295,0.000005,0.000846,0.058354,0
11,0.010855,0.000035,0.000003,0.044676,0.000254,0.000004,0.000186,0.056015,0
7,0.010290,0.000030,0.000003,0.078086,0.000325,0.000005,0.000185,0.088927,0
6,0.009674,0.000030,0.000003,0.076736,0.000420,0.000009,0.001491,0.088369,0
7,0.011462,0.000040,0.000003,0.070511,0.000303,0.000004,0.000952,0.083281,0
7,0.008633,0.000035,0.000003,0.074740,0.000311,0.000005,0.008608,0.092341,0
6,0.013528,0.000036,0.000004,0.107263,0.000288,0.000005,0.000190,0.121317,0
11,0.010254,0.000033,0.000003,0.014147,0.000261,0.000005,0.000777,0.025484,0
5,0.010653,0.000045,0.000005,0.027719,0.000468,0.000008,0.002560,0.041464,0
11,0.007906,0.000032,0.000003,0.050810,0.000289,0.000004,0.001548,0.060594,0
12,0.009132,0.000031,0.000003,0.018211,0.000272,0.000004,0.000186,0.027839,0
5,0.014726,0.000037,0.000003,0.111498,0.000681,0.000020,0.005636,0.132608,0
8,0.010333,0.000032,0.000003,0.022884,0.000281,0.000004,0.000914,0.034457,0
6,0.008912,0.000033,0.000004,0.065896,0.000320,0.000004,0.011548,0.086723,0
9,0.008351,0.000039,0.000005,0.062269,0.000266,0.000004,0.003850,0.074790,0
9,0.008815,0.000038,0.000004,0.064612,0.000286,0.000005,0.001116,0.074880,0
7,0.011276,0.000047,0.000003,0.077109,0.000320,0.000007,0.000620,0.089388,0
6,0.007977,0.000033,0.000004,0.063921,0.000277,0.000004,0.007028,0.079251,0
12,0.011229,0.000027,0.000004,0.043758,0.002130,0.000007,0.000831,0.057988,0
12,0.010732,0.000029,0.000003,0.049416,0.000292,0.000004,0.001645,0.062124,0
8,0.011418,0.000035,0.000003,0.073791,0.000304,0.000004,0.000173,0.085729,0
7,0.013285,0.000034,0.000005,0.075358,0.000390,0.000004,0.007612,0.096696,0
13,0.011152,0.000029,0.000003,0.048233,0.000288,0.000004,0.000256,0.059967,0
7,0.013586,0.000033,0.000003,0.074086,0.000309,0.000005,0.001658,0.089686,0
8,0.008972,0.000039,0.000003,0.073443,0.000324,0.000006,0.008370,0.091164,0
8,0.013657,0.000039,0.000003,0.029461,0.000379,0.000006,0.000882,0.044433,0
7,0.014103,0.000040,0.000004,0.080549,0.000327,0.000005,0.000208,0.095238,0
8,0.011811,0.000037,0.000003,0.017213,0.000323,0.000005,0.001511,0.030907,0
13,0.009670,0.000037,0.000003,0.044619,0.000296,0.000004,0.000822,0.055455,0
9,0.013442,0.000033,0.000003,0.079369,0.000437,0.000009,0.001193,0.094493,0
6,0.017399,0.000037,0.000004,0.075139,0.000295,0.000004,0.002733,0.095616,0
7,0.012049,0.000046,0.000004,0.067605,0.000278,0.000004,0.017505,0.097504,0
10,0.009709,0.000038,0.000005,0.081656,0.000345,0.000005,0.004313,0.096075,0
10,0.011671,0.000034,0.000004,0.070165,0.000306,0.000006,0.001170,0.083360,0
9,0.010617,0.000032,0.000004,0.022395,0.000268,0.000004,0.007363,0.040688,0
14,0.010286,0.000030,0.000003,0.045350,0.000234,0.000004,0.000198,0.056107,0
6,0.011449,0.000042,0.000004,0.118318,0.000287,0.000004,0.001663,0.131773,0
13,0.013022,0.000040,0.000003,0.049639,0.000287,0.000004,0.001689,0.064687,0
7,0.009475,0.000050,0.000004,0.072795,0.000316,0.000004,0.007750,0.090400,0
15,0.008076,0.000029,0.000003,0.007841,0.000293,0.000005,0.000214,0.016462,0
9,0.011804,0.000033,0.000004,0.081995,0.000342,0.000005,0.000202,0.094386,0
14,0.011051,0.000032,0.000004,0.041639,0.000242,0.000005,0.000829,0.053805,0
8,0.014631,0.000038,0.000003,0.013537,0.000304,0.000004,0.009345,0.037869,0
8,0.010771,0.000045,0.000007,0.090748,0.000399,0.000009,0.010089,0.112075,0
9,0.010812,0.000041,0.000004,0.083393,0.000345,0.000006,0.000730,0.095336,0
8,0.013173,0.000035,0.000004,0.077387,0.000284,0.000005,0.000221,0.091110,0
9,0.009451,0.000034,0.000004,0.066131,0.000285,0.000005,0.001602,0.077517,0
14,0.010957,0.000032,0.000003,0.053251,0.000304,0.000004,0.001779,0.066334,0
16,0.006850,0.000030,0.000003,0.047232,0.000286,0.000004,0.000190,0.054596,0
10,0.008577,0.000036,0.000004,0.012245,0.000301,0.000005,0.001620,0.022793,0
11,0.013471,0.000037,0.000006,0.068423,0.000293,0.000004,0.004620,0.086860,0
7,0.012076,0.000038,0.000003,0.076478,0.000281,0.000004,0.003041,0.091929,0
10,0.008705,0.000035,0.000003,0.070763,0.000324,0.000004,0.008560,0.088400,0
7,0.012586,0.000034,0.000004,0.072845,0.000301,0.000004,0.001772,0.087550,0
8,0.009096,0.000040,0.000004,0.076135,0.000366,0.000012,0.011639,0.097298,0
17,0.011196,0.000032,0.000002,0.010899,0.000265,0.000005,0.000212,0.022612,0
15,0.012595,0.000038,0.000003,0.013825,0.000280,0.000004,0.001742,0.028491,0
11,0.011393,0.000042,0.000004,0.093041,0.000458,0.000008,0.001804,0.106757,0
9,0.014061,0.000038,0.000006,0.027332,0.000322,0.000004,0.007590,0.049358,0
15,0.010204,0.000030,0.000003,0.050099,0.000325,0.000006,0.001925,0.062595,0
18,0.007427,0.000027,0.000003,0.013674,0.000280,0.000004,0.000202,0.021619,0
8,0.013700,0.000049,0.000004,0.018884,0.000297,0.000004,0.002841,0.035784,0
10,0.011683,0.000034,0.000003,0.084632,0.000314,0.000005,0.000175,0.096849,0
9,0.012909,0.000039,0.000004,0.071948,0.000316,0.000004,0.000216,0.085438,0
19,0.007474,0.000031,0.000003,0.012881,0.000252,0.000004,0.000208,0.020855,0
10,0.013663,0.000037,0.000004,0.073984,0.000324,0.000006,0.000732,0.088754,0
10,0.014477,0.000053,0.000004,0.143220,0.000454,0.000007,0.001217,0.159438,0
16,0.006461,0.000028,0.000002,0.042907,0.000262,0.000003,0.001476,0.051142,0
9,0.009210,0.000037,0.000003,0.088981,0.000357,0.000004,0.009506,0.108104,0
16,0.013347,0.000031,0.000003,0.045296,0.000283,0.000006,0.000776,0.059746,0
8,0.010077,0.000054,0.000004,0.066427,0.000265,0.000004,0.001516,0.078351,0
11,0.009058,0.000035,0.000004,0.066908,0.000301,0.000004,0.008365,0.084682,0
11,0.009302,0.000032,0.000003,0.078597,0.000320,0.000005,0.001703,0.089968,0
10,0.012565,0.000041,0.000004,0.025238,0.000275,0.000004,0.000212,0.038341,0
12,0.012159,0.000038,0.000005,0.085891,0.000378,0.000006,0.005243,0.103724,0
10,0.008511,0.000032,0.000004,0.011101,0.000310,0.000004,0.007955,0.027924,0
17,0.007888,0.000028,0.000003,0.015363,0.000280,0.000005,0.000726,0.024296,0
20,0.008893,0.000033,0.000003,0.039287,0.000260,0.000003,0.000196,0.048677,0
9,0.008931,0.000034,0.000003,0.063718,0.000307,0.000004,0.003140,0.076144,0
9,0.014321,0.000038,0.000005,0.082711,0.000355,0.000005,0.012491,0.109934,0
21,0.012385,0.000058,0.000003,0.012050,0.000302,0.000004,0.000220,0.025024,0
17,0.011342,0.000030,0.000003,0.055381,0.000297,0.000004,0.001789,0.068850,0
10,0.012631,0.000037,0.000007,0.093044,0.000716,0.000022,0.014988,0.121454,0
12,0.009662,0.000038,0.000004,0.034168,0.000383,0.000005,0.009868,0.054136,0
12,0.013030,0.000040,0.000005,0.108299,0.000545,0.000012,0.002050,0.123990,0
11,0.012304,0.000032,0.000004,0.095302,0.000358,0.000004,0.000199,0.108206,0
22,0.007556,0.000032,0.000003,0.007613,0.000304,0.000005,0.000228,0.015743,0
9,0.018166,0.000044,0.000004,0.052997,0.000398,0.000007,0.002023,0.073647,0
18,0.012684,0.000032,0.000003,0.052259,0.000276,0.000005,0.000827,0.066092,0
11,0.015260,0.000032,0.000004,0.097573,0.000409,0.000005,0.000978,0.114269,0
13,0.011045,0.000038,0.000004,0.010588,0.000427,0.000009,0.014728,0.036852,0
23,0.011747,0.000049,0.000005,0.014121,0.000297,0.000004,0.000228,0.026453,0
11,0.012746,0.000044,0.000003,0.112405,0.000517,0.000019,0.001002,0.126748,0
24,0.009356,0.000035,0.000004,0.016313,0.000302,0.000004,0.000221,0.026237,0
18,0.018999,0.000066,0.000005,0.058362,0.000365,0.000004,0.001885,0.079698,0
13,0.015103,0.000035,0.000004,0.095918,0.000412,0.000005,0.007023,0.118506,0
12,0.020021,0.000049,0.000005,0.121112,0.000509,0.000007,0.002570,0.144283,0
11,0.012715,0.000038,0.000004,0.125070,0.000834,0.000024,0.000681,0.139374,0
19,0.008964,0.000032,0.000005,0.055180,0.000313,0.000006,0.000713,0.065216,0
10,0.013841,0.000034,0.000003,0.095734,0.000500,0.000005,0.014779,0.124909,0
11,0.010466,0.000041,0.000005,0.141496,0.000477,0.000009,0.013411,0.165917,0
20,0.012501,0.000032,0.000003,0.015131,0.000322,0.000008,0.000781,0.028781,0
12,0.014358,0.000043,0.000003,0.104242,0.000391,0.000006,0.000217,0.119262,0
10,0.015464,0.000042,0.000006,0.102969,0.000616,0.000010,0.002886,0.122003,0
25,0.011799,0.000030,0.000003,0.058859,0.000431,0.000004,0.000271,0.071401,0
10,0.013906,0.000041,0.000003,0.153648,0.000477,0.000010,0.007270,0.175369,0
19,0.012302,0.000045,0.000003,0.057457,0.000332,0.000004,0.001844,0.071992,0
12,0.014008,0.000045,0.000005,0.101735,0.000403,0.000005,0.000959,0.117167,0
12,0.019066,0.000050,0.000008,0.117171,0.000589,0.000012,0.001425,0.138330,0
11,0.012995,0.000043,0.000007,0.165782,0.000496,0.000009,0.013197,0.192541,0
21,0.008109,0.000035,0.000004,0.057035,0.000487,0.000014,0.000886,0.066580,0
13,0.021943,0.000046,0.000005,0.185935,0.000538,0.000010,0.002420,0.210906,0
26,0.012352,0.000036,0.000004,0.059462,0.000338,0.000004,0.000214,0.072412,0
14,0.015475,0.000043,0.000004,0.118654,0.000391,0.000005,0.006662,0.141240,0
20,0.010278,0.000034,0.000003,0.060306,0.000351,0.000004,0.001840,0.072821,0
14,0.016027,0.000071,0.000007,0.158845,0.000534,0.000012,0.015816,0.191326,0
27,0.009828,0.000029,0.000003,0.008874,0.000281,0.000004,0.000201,0.019221,0
13,0.014091,0.000045,0.000004,0.097638,0.000397,0.000005,0.000233,0.112417,0
22,0.011815,0.000038,0.000005,0.053097,0.000283,0.000006,0.000953,0.066201,0
13,0.024360,0.000042,0.000005,0.106565,0.000357,0.000004,0.000955,0.132294,0
13,0.017778,0.000060,0.000004,0.176827,0.011727,0.000014,0.002680,0.209100,0
28,0.008797,0.000032,0.000003,0.053822,0.000333,0.000005,0.000217,0.063210,0
12,0.021550,0.000122,0.000006,0.184278,0.001075,0.000025,0.000813,0.207890,0
21,0.011698,0.000034,0.000003,0.066112,0.000284,0.000004,0.002025,0.080163,0
11,0.011982,0.000045,0.000004,0.179930,0.000581,0.000013,0.025398,0.217964,0
11,0.019237,0.000046,0.000005,0.152881,0.000524,0.000009,0.003358,0.176071,0
13,0.016142,0.000048,0.000004,0.132141,0.000565,0.000008,0.000871,0.149785,0
23,0.014074,0.000030,0.000003,0.049847,0.000308,0.000006,0.000755,0.065027,0
29,0.013025,0.000033,0.000003,0.023188,0.000334,0.000004,0.000238,0.036827,0
12,0.018847,0.000054,0.000004,0.193067,0.000507,0.000009,0.013067,0.225565,0
11,0.025652,0.000048,0.000006,0.183985,0.000642,0.000012,0.014592,0.224950,0
14,0.037232,0.000048,0.000004,0.093976,0.000405,0.000005,0.000216,0.131889,0
24,0.012553,0.000037,0.000003,0.026150,0.000355,0.000006,0.001285,0.040394,0
13,0.023189,0.000129,0.000019,0.046557,0.001463,0.000042,0.001218,0.072652,0
22,0.010448,0.000034,0.000003,0.061927,0.000297,0.000005,0.001889,0.074606,0
15,0.015641,0.000042,0.000013,0.135059,0.000513,0.000008,0.007462,0.158748,0
12,0.019371,0.000074,0.000009,0.185134,0.000452,0.000008,0.012603,0.217660,0
12,0.022686,0.000059,0.000006,0.048897,0.000464,0.000004,0.017063,0.089190,0
30,0.013435,0.000035,0.000004,0.068682,0.000296,0.000004,0.000219,0.082677,0
15,0.018002,0.000051,0.000004,0.031878,0.000379,0.000004,0.000213,0.050535,0
25,0.012133,0.000030,0.000004,0.052283,0.000348,0.000005,0.000799,0.065608,0
14,0.018305,0.000052,0.000004,0.214763,0.000542,0.000008,0.002191,0.235873,0
23,0.011211,0.000033,0.000003,0.055272,0.000388,0.000004,0.001922,0.068839,0
14,0.017904,0.000050,0.000005,0.142161,0.000523,0.000012,0.001778,0.162441,0
31,0.013299,0.000036,0.000004,0.019020,0.000285,0.000004,0.000222,0.032871,0
14,0.019191,0.000066,0.000005,0.151973,0.000577,0.000008,0.002744,0.174575,0
13,0.020134,0.000052,0.000008,0.024452,0.000491,0.000011,0.019184,0.064342,0
14,0.015711,0.000045,0.000004,0.123922,0.000567,0.000011,0.001130,0.141397,0
12,0.019780,0.000048,0.000004,0.057223,0.000536,0.000010,0.018516,0.096127,0
16,0.018520,0.000068,0.000008,0.037139,0.000721,0.000011,0.000301,0.056772,0
15,0.022979,0.000100,0.000011,0.232433,0.000582,0.000008,0.013775,0.269901,0
15,0.029510,0.000048,0.000005,0.026116,0.000463,0.000008,0.001538,0.057698,0
17,0.013052,0.000050,0.000004,0.016710,0.000399,0.000004,0.000259,0.030481,0
12,0.018075,0.000068,0.000004,0.185840,0.000474,0.000009,0.003027,0.207513,0
15,0.014290,0.000049,0.000006,0.036790,0.000466,0.000007,0.002819,0.054436,0
26,0.022567,0.000060,0.000006,0.061172,0.000387,0.000006,0.000821,0.085024,0
24,0.022438,0.000053,0.000003,0.058727,0.000334,0.000004,0.001925,0.083488,0
32,0.023216,0.000032,0.000003,0.060900,0.000379,0.000004,0.000242,0.084778,0
16,0.016184,0.000041,0.000007,0.137629,0.000610,0.000011,0.008739,0.163232,0
14,0.017297,0.000048,0.000007,0.147705,0.000888,0.000010,0.000687,0.166662,0
27,0.011129,0.000035,0.000003,0.020458,0.000350,0.000006,0.001475,0.033465,0
33,0.011750,0.000033,0.000003,0.010324,0.000344,0.000005,0.000204,0.022666,0
13,0.029201,0.000047,0.000005,0.168725,0.000461,0.000009,0.017468,0.215925,0
16,0.016550,0.000056,0.000005,0.030300,0.000419,0.000007,0.034454,0.081807,0
34,0.007990,0.000032,0.000003,0.008922,0.000282,0.000004,0.000190,0.017426,0
25,0.012042,0.000041,0.000003,0.051448,0.000284,0.000004,0.001936,0.065763,0
13,0.012733,0.000042,0.000005,0.165247,0.000549,0.000008,0.022544,0.201138,0
15,0.025423,0.000061,0.000006,0.137441,0.000553,0.000006,0.001670,0.165174,0
28,0.009480,0.000036,0.000004,0.054781,0.000356,0.000006,0.001159,0.065827,0
13,0.022247,0.000041,0.000005,0.137558,0.000435,0.000009,0.003759,0.164060,0
35,0.008480,0.000036,0.000003,0.050760,0.000319,0.000004,0.000227,0.059831,0
17,0.015284,0.000059,0.000004,0.039878,0.000860,0.000020,0.016578,0.072694,0
16,0.026373,0.000098,0.000015,0.144286,0.000426,0.000007,0.001351,0.172564,0
15,0.016242,0.000062,0.000005,0.188718,0.000758,0.000010,0.001558,0.207361,0
18,0.011591,0.000060,0.000006,0.154055,0.000436,0.000008,0.000234,0.166394,0
17,0.012190,0.000052,0.000006,0.125172,0.000404,0.000007,0.005802,0.143641,0
26,0.012256,0.000036,0.000003,0.072538,0.000301,0.000004,0.002044,0.087188,0
14,0.013216,0.000052,0.000007,0.188723,0.000479,0.000008,0.013448,0.215946,0
29,0.013838,0.000037,0.000004,0.063552,0.000344,0.000005,0.000821,0.078604,0
18,0.016206,0.000060,0.000005,0.032799,0.000453,0.000009,0.015279,0.064823,0
13,0.019542,0.000040,0.000004,0.175402,0.000673,0.000013,0.003703,0.199389,0
18,0.018874,0.000062,0.000011,0.012957,0.000537,0.000006,0.006227,0.038691,0
36,0.025301,0.000036,0.000005,0.052867,0.000335,0.000004,0.000213,0.078762,0
30,0.019301,0.000036,0.000005,0.027780,0.000445,0.000010,0.001737,0.049319,0
27,0.013090,0.000038,0.000004,0.059386,0.000345,0.000005,0.002301,0.075173,0
16,0.034267,0.000063,0.000004,0.198293,0.000499,0.000011,0.002938,0.236085,0
15,0.012006,0.000048,0.000008,0.043085,0.000435,0.000007,0.019639,0.075241,0
14,0.014424,0.000050,0.000004,0.185925,0.000691,0.000012,0.014397,0.215534,0
28,0.010920,0.000033,0.000003,0.010449,0.000279,0.000004,0.001842,0.023535,0
14,0.024294,0.000030,0.000003,0.031550,0.000925,0.000020,0.007805,0.064643,0
15,0.028200,0.000090,0.000012,0.229671,0.000775,0.000026,0.000643,0.259427,0
16,0.016964,0.000067,0.000007,0.174599,0.000446,0.000009,0.001627,0.193726,0
14,0.027060,0.000053,0.000005,0.139234,0.000421,0.000006,0.004570,0.171358,0
37,0.013484,0.000035,0.000004,0.076469,0.000333,0.000004,0.000260,0.090591,0
31,0.010189,0.000042,0.000004,0.051366,0.000328,0.000007,0.000850,0.062789,0
14,0.018375,0.000053,0.000004,0.193403,0.000556,0.000013,0.024258,0.236674,0
