file,dataset,shape,dtype,min,max,mean,std,nan_count,nan_ratio(%),zero_count,zero_ratio(%),special_-99999_count,special_ratio(%),total_elements
sample_12.h5,missing_timesteps_masks/rgb,"(15,)",bool,0.0,1.0,0.866667,0.339935,0,0.0,2,13.33,0,0.0,15
sample_12.h5,missing_timesteps_masks/sar,"(15,)",bool,0.0,1.0,0.733333,0.442217,0,0.0,4,26.67,0,0.0,15
sample_12.h5,rgb,"(1280, 1280, 13, 4)",uint8,0.0,255.0,67.805326,55.68078,0,0.0,475956,0.56,0,0.0,85196800
sample_12.h5,sar,"(1280, 1280, 11, 1)",uint8,1.0,255.0,65.445059,52.512949,0,0.0,0,0.0,0,0.0,18022400
sample_12.h5,srtm,"(1280, 1280, 1, 1)",int16,220.0,642.0,398.796038,76.332537,0,0.0,0,0.0,0,0.0,1638400
sample_12.h5,timestamps,"(15, 3)",int32,0.0,2026.0,676.933333,953.37192,0,0.0,2,4.44,0,0.0,45
sample_12.h5,worldcereal,"(1280, 1280, 1, 8)",uint8,0.0,100.0,0.017265,1.313862,0,0.0,13104937,99.98,0,0.0,13107200
sample_12.h5,worldcover,"(1280, 1280, 1, 1)",int8,10.0,40.0,10.060413,1.262056,0,0.0,0,0.0,0,0.0,1638400
sample_28.h5,landcover_1m,"(1280, 1280, 1, 1)",uint8,0.0,9.0,2.495763,1.441139,0,0.0,286,0.02,0,0.0,1638400
sample_28.h5,landcover_30m,"(1280, 1280, 1, 1)",uint8,1.0,8.0,1.912904,0.575627,0,0.0,0,0.0,0,0.0,1638400
sample_28.h5,latlon,"(2,)",float32,29.212137,118.111069,73.661603,44.449466,0,0.0,0,0.0,0,0.0,2
sample_28.h5,lt1,"(1280, 1280, 15, 1)",uint8,1.0,255.0,58.882927,47.664073,0,0.0,0,0.0,0,0.0,24576000
sample_28.h5,missing_timesteps_masks/lt1,"(15,)",bool,1.0,1.0,1.0,0.0,0,0.0,0,0.0,0,0.0,15
sample_28.h5,missing_timesteps_masks/rgb,"(15,)",bool,0.0,1.0,0.733333,0.442217,0,0.0,4,26.67,0,0.0,15
sample_28.h5,missing_timesteps_masks/sar,"(15,)",bool,0.0,1.0,0.8,0.4,0,0.0,3,20.0,0,0.0,15
sample_28.h5,rgb,"(1280, 1280, 11, 4)",uint8,5.0,255.0,65.502173,49.143727,0,0.0,0,0.0,0,0.0,72089600
sample_28.h5,sar,"(1280, 1280, 12, 1)",uint8,1.0,255.0,67.355989,50.20423,0,0.0,0,0.0,0,0.0,19660800
sample_28.h5,srtm,"(1280, 1280, 1, 1)",int16,160.0,564.0,285.864619,78.006111,0,0.0,0,0.0,0,0.0,1638400
sample_28.h5,timestamps,"(15, 3)",int32,0.0,2026.0,676.933333,953.37192,0,0.0,2,4.44,0,0.0,45
sample_28.h5,worldcereal,"(1280, 1280, 1, 8)",uint8,0.0,100.0,1.075661,10.315475,0,0.0,12966211,98.92,0,0.0,13107200
sample_28.h5,worldcover,"(1280, 1280, 1, 1)",int8,10.0,80.0,13.215149,9.45719,0,0.0,0,0.0,0,0.0,1638400
sample_32.h5,landcover_1m,"(1280, 1280, 1, 1)",uint8,0.0,9.0,1.969808,0.320345,0,0.0,29364,1.79,0,0.0,1638400
sample_32.h5,landcover_30m,"(1280, 1280, 1, 1)",uint8,0.0,2.0,1.8428,0.538226,0,0.0,128778,7.86,0,0.0,1638400
sample_32.h5,latlon,"(2,)",float32,29.004002,118.135117,73.569559,44.565557,0,0.0,0,0.0,0,0.0,2
sample_32.h5,lt1,"(1280, 1280, 15, 1)",uint8,1.0,255.0,59.684584,55.669182,0,0.0,0,0.0,0,0.0,24576000
sample_32.h5,missing_timesteps_masks/lt1,"(15,)",bool,1.0,1.0,1.0,0.0,0,0.0,0,0.0,0,0.0,15
sample_32.h5,missing_timesteps_masks/rgb,"(15,)",bool,0.0,1.0,0.866667,0.339935,0,0.0,2,13.33,0,0.0,15
sample_32.h5,missing_timesteps_masks/sar,"(15,)",bool,0.0,1.0,0.733333,0.442217,0,0.0,4,26.67,0,0.0,15
sample_32.h5,rgb,"(1280, 1280, 13, 4)",uint8,3.0,255.0,102.335346,85.839233,0,0.0,0,0.0,0,0.0,85196800
sample_32.h5,sar,"(1280, 1280, 11, 1)",uint8,1.0,255.0,60.120995,57.98885,0,0.0,0,0.0,0,0.0,18022400
sample_32.h5,srtm,"(1280, 1280, 1, 1)",int16,263.0,1128.0,751.045449,176.066537,0,0.0,0,0.0,0,0.0,1638400
sample_32.h5,timestamps,"(15, 3)",int32,0.0,2026.0,676.933333,953.37192,0,0.0,2,4.44,0,0.0,45
sample_32.h5,worldcereal,"(1280, 1280, 1, 8)",uint8,0.0,100.0,0.005173,0.719198,0,0.0,13106522,99.99,0,0.0,13107200
sample_32.h5,worldcover,"(1280, 1280, 1, 1)",int8,0.0,30.0,9.326819,3.168826,0,0.0,130844,7.99,0,0.0,1638400
sample_41.h5,landcover_1m,"(1280, 1280, 1, 1)",uint8,0.0,9.0,2.022974,0.334323,0,0.0,4,0.0,0,0.0,1638400
sample_41.h5,landcover_30m,"(1280, 1280, 1, 1)",uint8,1.0,2.0,1.997668,0.048236,0,0.0,0,0.0,0,0.0,1638400
sample_41.h5,latlon,"(2,)",float32,29.211916,118.137405,73.674661,44.462745,0,0.0,0,0.0,0,0.0,2
sample_41.h5,lt1,"(1280, 1280, 15, 1)",uint8,1.0,255.0,60.156462,46.920898,0,0.0,0,0.0,0,0.0,24576000
sample_41.h5,missing_timesteps_masks/lt1,"(15,)",bool,1.0,1.0,1.0,0.0,0,0.0,0,0.0,0,0.0,15
sample_41.h5,missing_timesteps_masks/rgb,"(15,)",bool,0.0,1.0,0.733333,0.442217,0,0.0,4,26.67,0,0.0,15
sample_41.h5,missing_timesteps_masks/sar,"(15,)",bool,0.0,1.0,0.733333,0.442217,0,0.0,4,26.67,0,0.0,15
sample_41.h5,rgb,"(1280, 1280, 11, 4)",uint8,0.0,255.0,63.89461,52.748756,0,0.0,573480,0.8,0,0.0,72089600
sample_41.h5,sar,"(1280, 1280, 11, 1)",uint8,1.0,255.0,65.10344,50.727937,0,0.0,0,0.0,0,0.0,18022400
sample_41.h5,srtm,"(1280, 1280, 1, 1)",int16,211.0,634.0,417.286755,88.377405,0,0.0,0,0.0,0,0.0,1638400
sample_41.h5,timestamps,"(15, 3)",int32,0.0,2026.0,676.933333,953.37192,0,0.0,2,4.44,0,0.0,45
sample_41.h5,worldcereal,"(1280, 1280, 1, 8)",uint8,0.0,100.0,0.000824,0.287048,0,0.0,13107092,100.0,0,0.0,13107200
sample_41.h5,worldcover,"(1280, 1280, 1, 1)",int8,10.0,50.0,10.090533,1.486116,0,0.0,0,0.0,0,0.0,1638400
sample_16.h5,landcover_1m,"(1280, 1280, 1, 1)",uint8,0.0,9.0,2.152788,1.044377,0,0.0,35993,2.2,0,0.0,1638400
sample_16.h5,landcover_30m,"(1280, 1280, 1, 1)",uint8,0.0,2.0,1.780854,0.592942,0,0.0,147832,9.02,0,0.0,1638400
sample_16.h5,latlon,"(2,)",float32,29.235455,118.084984,73.660219,44.424765,0,0.0,0,0.0,0,0.0,2
sample_16.h5,lt1,"(1280, 1280, 15, 1)",uint8,1.0,255.0,61.239945,46.66626,0,0.0,0,0.0,0,0.0,24576000
sample_16.h5,missing_timesteps_masks/lt1,"(15,)",bool,1.0,1.0,1.0,0.0,0,0.0,0,0.0,0,0.0,15
sample_16.h5,missing_timesteps_masks/rgb,"(15,)",bool,0.0,1.0,0.866667,0.339935,0,0.0,2,13.33,0,0.0,15
sample_16.h5,missing_timesteps_masks/sar,"(15,)",bool,0.0,1.0,0.6,0.489898,0,0.0,6,40.0,0,0.0,15
sample_16.h5,rgb,"(1280, 1280, 13, 4)",uint8,5.0,255.0,61.947893,47.655569,0,0.0,0,0.0,0,0.0,85196800
sample_16.h5,sar,"(1280, 1280, 9, 1)",uint8,1.0,255.0,58.258777,46.32945,0,0.0,0,0.0,0,0.0,14745600
sample_16.h5,srtm,"(1280, 1280, 1, 1)",int16,197.0,643.0,369.710615,95.591562,0,0.0,0,0.0,0,0.0,1638400
sample_16.h5,timestamps,"(15, 3)",int32,0.0,2026.0,676.933333,953.37192,0,0.0,2,4.44,0,0.0,45
sample_16.h5,worldcereal,"(1280, 1280, 1, 8)",uint8,0.0,100.0,0.25354,5.028889,0,0.0,13073968,99.75,0,0.0,13107200
sample_16.h5,worldcover,"(1280, 1280, 1, 1)",int8,0.0,80.0,10.360889,7.200083,0,0.0,148069,9.04,0,0.0,1638400
sample_3.h5,landcover_1m,"(1280, 1280, 1, 1)",uint8,0.0,9.0,2.137045,0.78659,0,0.0,207,0.01,0,0.0,1638400
sample_3.h5,landcover_30m,"(1280, 1280, 1, 1)",uint8,1.0,2.0,1.967824,0.176467,0,0.0,0,0.0,0,0.0,1638400
sample_3.h5,latlon,"(2,)",float32,29.143257,118.057693,73.600475,44.457218,0,0.0,0,0.0,0,0.0,2
sample_3.h5,lt1,"(1280, 1280, 15, 1)",uint8,1.0,255.0,58.607652,49.945362,0,0.0,0,0.0,0,0.0,24576000
sample_3.h5,missing_timesteps_masks/lt1,"(15,)",bool,1.0,1.0,1.0,0.0,0,0.0,0,0.0,0,0.0,15
sample_3.h5,missing_timesteps_masks/rgb,"(15,)",bool,0.0,1.0,0.866667,0.339935,0,0.0,2,13.33,0,0.0,15
sample_3.h5,missing_timesteps_masks/sar,"(15,)",bool,0.0,1.0,0.733333,0.442217,0,0.0,4,26.67,0,0.0,15
sample_3.h5,rgb,"(1280, 1280, 13, 4)",uint8,6.0,255.0,64.394524,50.803373,0,0.0,0,0.0,0,0.0,85196800
sample_3.h5,sar,"(1280, 1280, 11, 1)",uint8,1.0,255.0,66.034519,55.631666,0,0.0,0,0.0,0,0.0,18022400
sample_3.h5,srtm,"(1280, 1280, 1, 1)",int16,155.0,528.0,300.023838,80.268328,0,0.0,0,0.0,0,0.0,1638400
sample_3.h5,timestamps,"(15, 3)",int32,0.0,2026.0,676.933333,953.37192,0,0.0,2,4.44,0,0.0,45
sample_3.h5,worldcereal,"(1280, 1280, 1, 8)",uint8,0.0,100.0,0.181168,4.252521,0,0.0,13083454,99.82,0,0.0,13107200
sample_3.h5,worldcover,"(1280, 1280, 1, 1)",int8,10.0,60.0,10.681604,4.57187,0,0.0,0,0.0,0,0.0,1638400
sample_36.h5,landcover_1m,"(1280, 1280, 1, 1)",uint8,0.0,9.0,2.08381,0.653056,0,0.0,123,0.01,0,0.0,1638400
sample_36.h5,landcover_30m,"(1280, 1280, 1, 1)",uint8,1.0,8.0,1.981702,0.325369,0,0.0,0,0.0,0,0.0,1638400
sample_36.h5,latlon,"(2,)",float32,29.096409,118.136131,73.61627,44.519861,0,0.0,0,0.0,0,0.0,2
sample_36.h5,lt1,"(1280, 1280, 15, 1)",uint8,1.0,255.0,58.367666,49.674213,0,0.0,0,0.0,0,0.0,24576000
sample_36.h5,missing_timesteps_masks/lt1,"(15,)",bool,1.0,1.0,1.0,0.0,0,0.0,0,0.0,0,0.0,15
sample_36.h5,missing_timesteps_masks/rgb,"(15,)",bool,0.0,1.0,0.733333,0.442217,0,0.0,4,26.67,0,0.0,15
sample_36.h5,missing_timesteps_masks/sar,"(15,)",bool,0.0,1.0,0.8,0.4,0,0.0,3,20.0,0,0.0,15
sample_36.h5,rgb,"(1280, 1280, 11, 4)",uint8,1.0,255.0,62.39889,52.234652,0,0.0,0,0.0,0,0.0,72089600
sample_36.h5,sar,"(1280, 1280, 12, 1)",uint8,0.0,255.0,66.382122,56.275303,0,0.0,18,0.0,0,0.0,19660800
sample_36.h5,srtm,"(1280, 1280, 1, 1)",int16,178.0,684.0,373.391752,116.894381,0,0.0,0,0.0,0,0.0,1638400
sample_36.h5,timestamps,"(15, 3)",int32,0.0,2026.0,676.933333,953.37192,0,0.0,2,4.44,0,0.0,45
sample_36.h5,worldcereal,"(1280, 1280, 1, 8)",uint8,0.0,100.0,0.198074,4.446144,0,0.0,13081238,99.8,0,0.0,13107200
sample_36.h5,worldcover,"(1280, 1280, 1, 1)",int8,10.0,60.0,10.929388,5.519514,0,0.0,0,0.0,0,0.0,1638400
sample_20.h5,landcover_1m,"(1280, 1280, 1, 1)",uint8,0.0,9.0,2.109191,0.823548,0,0.0,3,0.0,0,0.0,1638400
sample_20.h5,landcover_30m,"(1280, 1280, 1, 1)",uint8,0.0,8.0,1.963654,0.270025,0,0.0,21588,1.32,0,0.0,1638400
sample_20.h5,latlon,"(2,)",float32,29.027323,118.109085,73.568204,44.540881,0,0.0,0,0.0,0,0.0,2
sample_20.h5,lt1,"(1280, 1280, 15, 1)",uint8,1.0,255.0,63.384838,57.000416,0,0.0,0,0.0,0,0.0,24576000
sample_20.h5,missing_timesteps_masks/lt1,"(15,)",bool,1.0,1.0,1.0,0.0,0,0.0,0,0.0,0,0.0,15
sample_20.h5,missing_timesteps_masks/rgb,"(15,)",bool,0.0,1.0,0.866667,0.339935,0,0.0,2,13.33,0,0.0,15
sample_20.h5,missing_timesteps_masks/sar,"(15,)",bool,0.0,1.0,0.733333,0.442217,0,0.0,4,26.67,0,0.0,15
sample_20.h5,rgb,"(1280, 1280, 13, 4)",uint8,3.0,255.0,88.197367,79.766273,0,0.0,0,0.0,0,0.0,85196800
sample_20.h5,sar,"(1280, 1280, 11, 1)",uint8,0.0,255.0,71.53136,62.543663,0,0.0,97382,0.54,0,0.0,18022400
sample_20.h5,srtm,"(1280, 1280, 1, 1)",int16,252.0,994.0,561.545582,180.486083,0,0.0,0,0.0,0,0.0,1638400
sample_20.h5,timestamps,"(15, 3)",int32,0.0,2026.0,676.933333,953.37192,0,0.0,2,4.44,0,0.0,45
sample_20.h5,worldcereal,"(1280, 1280, 1, 8)",uint8,0.0,100.0,0.039124,1.97758,0,0.0,13102072,99.96,0,0.0,13107200
sample_20.h5,worldcover,"(1280, 1280, 1, 1)",int8,0.0,80.0,10.302655,4.330382,0,0.0,23082,1.41,0,0.0,1638400
sample_45.h5,landcover_1m,"(1280, 1280, 1, 1)",uint8,0.0,9.0,2.111415,0.706179,0,0.0,91,0.01,0,0.0,1638400
sample_45.h5,landcover_30m,"(1280, 1280, 1, 1)",uint8,1.0,8.0,1.985001,0.245454,0,0.0,0,0.0,0,0.0,1638400
sample_45.h5,latlon,"(2,)",float32,29.003777,118.1614,73.582588,44.578812,0,0.0,0,0.0,0,0.0,2
sample_45.h5,lt1,"(1280, 1280, 15, 1)",uint8,1.0,255.0,58.323299,55.11711,0,0.0,0,0.0,0,0.0,24576000
sample_45.h5,missing_timesteps_masks/lt1,"(15,)",bool,1.0,1.0,1.0,0.0,0,0.0,0,0.0,0,0.0,15
sample_45.h5,missing_timesteps_masks/rgb,"(15,)",bool,0.0,1.0,0.866667,0.339935,0,0.0,2,13.33,0,0.0,15
sample_45.h5,missing_timesteps_masks/sar,"(15,)",bool,0.0,1.0,0.8,0.4,0,0.0,3,20.0,0,0.0,15
sample_45.h5,rgb,"(1280, 1280, 13, 4)",uint8,1.0,255.0,100.52503,82.963907,0,0.0,0,0.0,0,0.0,85196800
sample_45.h5,sar,"(1280, 1280, 12, 1)",uint8,1.0,255.0,63.407381,60.854004,0,0.0,0,0.0,0,0.0,19660800
sample_45.h5,srtm,"(1280, 1280, 1, 1)",int16,201.0,1122.0,670.122291,236.689485,0,0.0,0,0.0,0,0.0,1638400
sample_45.h5,timestamps,"(15, 3)",int32,0.0,2026.0,676.933333,953.37192,0,0.0,2,4.44,0,0.0,45
sample_45.h5,worldcereal,"(1280, 1280, 1, 8)",uint8,0.0,100.0,0.156189,3.948987,0,0.0,13086728,99.84,0,0.0,13107200
sample_45.h5,worldcover,"(1280, 1280, 1, 1)",int8,10.0,60.0,10.585583,4.373938,0,0.0,0,0.0,0,0.0,1638400
sample_49.h5,landcover_1m,"(1280, 1280, 1, 1)",uint8,1.0,9.0,2.001446,0.121769,0,0.0,0,0.0,0,0.0,1638400
sample_49.h5,landcover_30m,"(1280, 1280, 1, 1)",uint8,2.0,2.0,2.0,0.0,0,0.0,0,0.0,0,0.0,1638400
sample_49.h5,latlon,"(2,)",float32,29.096184,118.16243,73.629307,44.533123,0,0.0,0,0.0,0,0.0,2
sample_49.h5,lt1,"(1280, 1280, 15, 1)",uint8,1.0,255.0,58.394572,51.4123,0,0.0,0,0.0,0,0.0,24576000
sample_49.h5,missing_timesteps_masks/lt1,"(15,)",bool,1.0,1.0,1.0,0.0,0,0.0,0,0.0,0,0.0,15
sample_49.h5,missing_timesteps_masks/rgb,"(15,)",bool,0.0,1.0,0.733333,0.442217,0,0.0,4,26.67,0,0.0,15
sample_49.h5,missing_timesteps_masks/sar,"(15,)",bool,0.0,1.0,0.733333,0.442217,0,0.0,4,26.67,0,0.0,15
sample_49.h5,rgb,"(1280, 1280, 11, 4)",uint8,0.0,255.0,63.134186,53.77478,0,0.0,84360,0.12,0,0.0,72089600
sample_49.h5,sar,"(1280, 1280, 11, 1)",uint8,1.0,255.0,70.297211,60.523483,0,0.0,0,0.0,0,0.0,18022400
sample_49.h5,srtm,"(1280, 1280, 1, 1)",int16,204.0,705.0,449.706032,96.2057,0,0.0,0,0.0,0,0.0,1638400
sample_49.h5,timestamps,"(15, 3)",int32,0.0,2026.0,676.933333,953.37192,0,0.0,2,4.44,0,0.0,45
sample_49.h5,worldcereal,"(1280, 1280, 1, 8)",uint8,0.0,100.0,0.011505,1.072558,0,0.0,13105692,99.99,0,0.0,13107200
sample_49.h5,worldcover,"(1280, 1280, 1, 1)",int8,10.0,50.0,10.011548,0.659118,0,0.0,0,0.0,0,0.0,1638400
sample_4.h5,landcover_1m,"(1280, 1280, 1, 1)",uint8,0.0,9.0,2.387723,1.35751,0,0.0,208,0.01,0,0.0,1638400
sample_4.h5,landcover_30m,"(1280, 1280, 1, 1)",uint8,1.0,8.0,1.971238,0.507839,0,0.0,0,0.0,0,0.0,1638400
sample_4.h5,latlon,"(2,)",float32,29.166359,118.05793,73.612144,44.445786,0,0.0,0,0.0,0,0.0,2
sample_4.h5,lt1,"(1280, 1280, 15, 1)",uint8,1.0,255.0,57.810186,49.114528,0,0.0,0,0.0,0,0.0,24576000
sample_4.h5,missing_timesteps_masks/lt1,"(15,)",bool,1.0,1.0,1.0,0.0,0,0.0,0,0.0,0,0.0,15
sample_4.h5,missing_timesteps_masks/rgb,"(15,)",bool,0.0,1.0,0.866667,0.339935,0,0.0,2,13.33,0,0.0,15
sample_4.h5,missing_timesteps_masks/sar,"(15,)",bool,0.0,1.0,0.733333,0.442217,0,0.0,4,26.67,0,0.0,15
sample_4.h5,rgb,"(1280, 1280, 13, 4)",uint8,6.0,255.0,62.892278,43.712788,0,0.0,0,0.0,0,0.0,85196800
sample_4.h5,sar,"(1280, 1280, 11, 1)",uint8,1.0,255.0,64.634362,52.4399,0,0.0,0,0.0,0,0.0,18022400
sample_4.h5,srtm,"(1280, 1280, 1, 1)",int16,86.0,450.0,208.377555,64.025588,0,0.0,0,0.0,0,0.0,1638400
sample_4.h5,timestamps,"(15, 3)",int32,0.0,2026.0,676.933333,953.37192,0,0.0,2,4.44,0,0.0,45
sample_4.h5,worldcereal,"(1280, 1280, 1, 8)",uint8,0.0,100.0,0.266968,5.159991,0,0.0,13072208,99.73,0,0.0,13107200
sample_4.h5,worldcover,"(1280, 1280, 1, 1)",int8,10.0,80.0,11.67923,7.924599,0,0.0,0,0.0,0,0.0,1638400
sample_8.h5,landcover_1m,"(1280, 1280, 1, 1)",uint8,0.0,9.0,2.104493,0.797809,0,0.0,3556,0.22,0,0.0,1638400
sample_8.h5,landcover_30m,"(1280, 1280, 1, 1)",uint8,0.0,2.0,1.955046,0.243825,0,0.0,13531,0.83,0,0.0,1638400
sample_8.h5,latlon,"(2,)",float32,29.05064,118.083038,73.566839,44.516199,0,0.0,0,0.0,0,0.0,2
sample_8.h5,lt1,"(1280, 1280, 15, 1)",uint8,1.0,255.0,59.173999,48.992934,0,0.0,0,0.0,0,0.0,24576000
sample_8.h5,missing_timesteps_masks/lt1,"(15,)",bool,1.0,1.0,1.0,0.0,0,0.0,0,0.0,0,0.0,15
sample_8.h5,missing_timesteps_masks/rgb,"(15,)",bool,0.0,1.0,0.866667,0.339935,0,0.0,2,13.33,0,0.0,15
sample_8.h5,missing_timesteps_masks/sar,"(15,)",bool,0.0,1.0,0.666667,0.471405,0,0.0,5,33.33,0,0.0,15
sample_8.h5,rgb,"(1280, 1280, 13, 4)",uint8,1.0,255.0,77.913224,66.778967,0,0.0,0,0.0,0,0.0,85196800
sample_8.h5,sar,"(1280, 1280, 10, 1)",uint8,1.0,255.0,59.156159,50.259283,0,0.0,0,0.0,0,0.0,16384000
sample_8.h5,srtm,"(1280, 1280, 1, 1)",int16,243.0,541.0,356.955372,56.115689,0,0.0,0,0.0,0,0.0,1638400
sample_8.h5,timestamps,"(15, 3)",int32,0.0,2026.0,676.933333,953.37192,0,0.0,2,4.44,0,0.0,45
sample_8.h5,worldcereal,"(1280, 1280, 1, 8)",uint8,0.0,100.0,0.222565,4.712423,0,0.0,13078028,99.78,0,0.0,13107200
sample_8.h5,worldcover,"(1280, 1280, 1, 1)",int8,0.0,80.0,10.783197,5.838981,0,0.0,14468,0.88,0,0.0,1638400
sample_11.h5,landcover_1m,"(1280, 1280, 1, 1)",uint8,0.0,9.0,2.030724,0.36867,0,0.0,19,0.0,0,0.0,1638400
sample_11.h5,landcover_30m,"(1280, 1280, 1, 1)",uint8,1.0,2.0,1.995591,0.066255,0,0.0,0,0.0,0,0.0,1638400
sample_11.h5,latlon,"(2,)",float32,29.119946,118.083763,73.601854,44.481909,0,0.0,0,0.0,0,0.0,2
sample_11.h5,lt1,"(1280, 1280, 15, 1)",uint8,1.0,255.0,60.679361,50.877802,0,0.0,0,0.0,0,0.0,24576000
sample_11.h5,missing_timesteps_masks/lt1,"(15,)",bool,1.0,1.0,1.0,0.0,0,0.0,0,0.0,0,0.0,15
sample_11.h5,missing_timesteps_masks/rgb,"(15,)",bool,0.0,1.0,0.733333,0.442217,0,0.0,4,26.67,0,0.0,15
sample_11.h5,missing_timesteps_masks/sar,"(15,)",bool,0.0,1.0,0.733333,0.442217,0,0.0,4,26.67,0,0.0,15
sample_11.h5,rgb,"(1280, 1280, 11, 4)",uint8,0.0,255.0,71.506165,58.382018,0,0.0,80780,0.11,0,0.0,72089600
sample_11.h5,sar,"(1280, 1280, 11, 1)",uint8,1.0,255.0,64.431578,53.210066,0,0.0,0,0.0,0,0.0,18022400
sample_11.h5,srtm,"(1280, 1280, 1, 1)",int16,200.0,566.0,370.24375,75.279819,0,0.0,0,0.0,0,0.0,1638400
sample_11.h5,timestamps,"(15, 3)",int32,0.0,2026.0,676.933333,953.37192,0,0.0,2,4.44,0,0.0,45
sample_11.h5,worldcereal,"(1280, 1280, 1, 8)",uint8,0.0,100.0,0.034874,1.867132,0,0.0,13102629,99.97,0,0.0,13107200
sample_11.h5,worldcover,"(1280, 1280, 1, 1)",int8,10.0,50.0,10.221027,2.325221,0,0.0,0,0.0,0,0.0,1638400
sample_27.h5,landcover_1m,"(1280, 1280, 1, 1)",uint8,0.0,9.0,2.700187,1.679056,0,0.0,551,0.03,0,0.0,1638400
sample_27.h5,landcover_30m,"(1280, 1280, 1, 1)",uint8,1.0,8.0,1.989235,0.988953,0,0.0,0,0.0,0,0.0,1638400
sample_27.h5,latlon,"(2,)",float32,29.189035,118.110825,73.64993,44.460895,0,0.0,0,0.0,0,0.0,2
sample_27.h5,lt1,"(1280, 1280, 15, 1)",uint8,1.0,255.0,54.923748,46.572528,0,0.0,0,0.0,0,0.0,24576000
sample_27.h5,missing_timesteps_masks/lt1,"(15,)",bool,1.0,1.0,1.0,0.0,0,0.0,0,0.0,0,0.0,15
sample_27.h5,missing_timesteps_masks/rgb,"(15,)",bool,0.0,1.0,0.733333,0.442217,0,0.0,4,26.67,0,0.0,15
sample_27.h5,missing_timesteps_masks/sar,"(15,)",bool,0.0,1.0,0.8,0.4,0,0.0,3,20.0,0,0.0,15
sample_27.h5,rgb,"(1280, 1280, 11, 4)",uint8,0.0,255.0,62.992678,43.260265,0,0.0,422876,0.59,0,0.0,72089600
sample_27.h5,sar,"(1280, 1280, 12, 1)",uint8,0.0,255.0,61.361567,48.464925,0,0.0,70145,0.36,0,0.0,19660800
sample_27.h5,srtm,"(1280, 1280, 1, 1)",int16,128.0,439.0,220.616502,53.053944,0,0.0,0,0.0,0,0.0,1638400
sample_27.h5,timestamps,"(15, 3)",int32,0.0,2026.0,676.933333,953.37192,0,0.0,2,4.44,0,0.0,45
sample_27.h5,worldcereal,"(1280, 1280, 1, 8)",uint8,0.0,100.0,0.940178,9.650588,0,0.0,12983969,99.06,0,0.0,13107200
sample_27.h5,worldcover,"(1280, 1280, 1, 1)",int8,10.0,80.0,13.822449,10.619396,0,0.0,0,0.0,0,0.0,1638400
sample_31.h5,landcover_1m,"(1280, 1280, 1, 1)",uint8,0.0,9.0,2.03045,0.805127,0,0.0,55740,3.4,0,0.0,1638400
sample_31.h5,landcover_30m,"(1280, 1280, 1, 1)",uint8,0.0,2.0,1.803654,0.594865,0,0.0,160621,9.8,0,0.0,1638400
sample_31.h5,latlon,"(2,)",float32,29.281441,118.111816,73.696629,44.415188,0,0.0,0,0.0,0,0.0,2
sample_31.h5,lt1,"(1280, 1280, 14, 1)",uint8,1.0,255.0,66.239961,55.948897,0,0.0,0,0.0,0,0.0,22937600
sample_31.h5,missing_timesteps_masks/lt1,"(15,)",bool,0.0,1.0,0.933333,0.249444,0,0.0,1,6.67,0,0.0,15
sample_31.h5,missing_timesteps_masks/rgb,"(15,)",bool,0.0,1.0,0.866667,0.339935,0,0.0,2,13.33,0,0.0,15
sample_31.h5,missing_timesteps_masks/sar,"(15,)",bool,0.0,1.0,0.8,0.4,0,0.0,3,20.0,0,0.0,15
sample_31.h5,rgb,"(1280, 1280, 13, 4)",uint8,3.0,255.0,77.029674,71.027839,0,0.0,0,0.0,0,0.0,85196800
sample_31.h5,sar,"(1280, 1280, 12, 1)",uint8,0.0,255.0,70.771777,58.663743,0,0.0,2,0.0,0,0.0,19660800
sample_31.h5,srtm,"(1280, 1280, 1, 1)",int16,432.0,1202.0,796.359182,157.887966,0,0.0,0,0.0,0,0.0,1638400
sample_31.h5,timestamps,"(15, 3)",int32,0.0,2026.0,676.933333,953.37192,0,0.0,2,4.44,0,0.0,45
sample_31.h5,worldcereal,"(1280, 1280, 1, 8)",uint8,0.0,100.0,0.001251,0.353724,0,0.0,13107036,100.0,0,0.0,13107200
sample_31.h5,worldcover,"(1280, 1280, 1, 1)",int8,0.0,50.0,9.078522,3.090681,0,0.0,156863,9.57,0,0.0,1638400
sample_42.h5,landcover_1m,"(1280, 1280, 1, 1)",uint8,0.0,7.0,2.009594,0.204504,0,0.0,22,0.0,0,0.0,1638400
sample_42.h5,landcover_30m,"(1280, 1280, 1, 1)",uint8,1.0,2.0,1.999452,0.023405,0,0.0,0,0.0,0,0.0,1638400
sample_42.h5,latlon,"(2,)",float32,29.235016,118.137657,73.686337,44.451321,0,0.0,0,0.0,0,0.0,2
sample_42.h5,lt1,"(1280, 1280, 15, 1)",uint8,1.0,255.0,64.434323,46.890212,0,0.0,0,0.0,0,0.0,24576000
sample_42.h5,missing_timesteps_masks/lt1,"(15,)",bool,1.0,1.0,1.0,0.0,0,0.0,0,0.0,0,0.0,15
sample_42.h5,missing_timesteps_masks/rgb,"(15,)",bool,0.0,1.0,0.733333,0.442217,0,0.0,4,26.67,0,0.0,15
sample_42.h5,missing_timesteps_masks/sar,"(15,)",bool,0.0,1.0,0.6,0.489898,0,0.0,6,40.0,0,0.0,15
