,model generator module name,loss type,backbone,desired input size,pretrained,lr backbone,lr head,optimizer,in chans,default input size,n backbone features,batch size,generate experiment dir,experiment name,experiment type,benchmark dir,benchmark name,partition name,tasks,seed,log dir,best step,score,epoch,train loss,convergence time,test loss,val loss,test metric,val metric,train metric,dataset,exp dir,csv log dir,model,weights,date str,date
5222,geobench exp.torch toolbox.model generators.timm generator,crossentropy,ViT-T-timm,224,True,4.4157087483833035e-05,0.00406370241352612,sgd,3,"[3, 224, 224]",192,128,/mnt/data/experiments/nils/camera class sweeps,0.20x train,seeded runs,/mnt/data/cc benchmark/classification v0.8.5,classification v0.8.5,0.20x train,"['m-bigearthnet', 'm-pv4ger', 'm-brick-kiln', 'm-forestnet', 'm-eurosat', 'm-so2sat']",0,/mnt/data/experiments/nils/camera_class_seeds/0.20x_train_classification_v0.8.5_10-20-2023_07:35:43vit_tiny_patch16_224/m-so2sat/seed_0/csv_logs/version_0,295,0.5250169038772583,9,0.5305025577545166,512.0,1.443492770195007,1.4851011037826538,0.529411792755127,0.5192697644233704,0.788144052028656,m-so2sat,/mnt/data/experiments/nils/camera class seeds/0.20x train v0.8.5 10-20-2023 07:35:43vit tiny patch16 224/m-so2sat/seed 0,/mnt/data/experiments/nils/camera class seeds/0.20x train v0.8.5 10-20-2023 07:35:43vit tiny patch16 224/m-so2sat/seed 0/csv logs/version 0,ViT-T-timm,,10-20-2023,2023-10-20
5223,geobench exp.torch toolbox.model generators.timm generator,crossentropy,ViT-T-timm,224,True,4.4157087483833035e-05,0.00406370241352612,sgd,3,"[3, 224, 224]",192,128,/mnt/data/experiments/nils/camera class sweeps,0.20x train,seeded runs,/mnt/data/cc benchmark/classification v0.8.5,classification v0.8.5,0.20x train,"['m-bigearthnet', 'm-pv4ger', 'm-brick-kiln', 'm-forestnet', 'm-eurosat', 'm-so2sat']",1,/mnt/data/experiments/nils/camera_class_seeds/0.20x_train_classification_v0.8.5_10-20-2023_07:35:43vit_tiny_patch16_224/m-so2sat/seed_1/csv_logs/version_0,279,0.5174667437871296,8,0.5280162692070007,640.0,1.474381446838379,1.4924640655517578,0.523326575756073,0.5070993900299072,0.7911455631256104,m-so2sat,/mnt/data/experiments/nils/camera class seeds/0.20x train v0.8.5 10-20-2023 07:35:43vit tiny patch16 224/m-so2sat/seed 1,/mnt/data/experiments/nils/camera class seeds/0.20x train v0.8.5 10-20-2023 07:35:43vit tiny patch16 224/m-so2sat/seed 1/csv logs/version 0,ViT-T-timm,,10-20-2023,2023-10-20
5224,geobench exp.torch toolbox.model generators.timm generator,crossentropy,ViT-T-timm,224,True,4.4157087483833035e-05,0.00406370241352612,sgd,3,"[3, 224, 224]",192,128,/mnt/data/experiments/nils/camera class sweeps,0.20x train,seeded runs,/mnt/data/cc benchmark/classification v0.8.5,classification v0.8.5,0.20x train,"['m-bigearthnet', 'm-pv4ger', 'm-brick-kiln', 'm-forestnet', 'm-eurosat', 'm-so2sat']",2,/mnt/data/experiments/nils/camera_class_seeds/0.20x_train_classification_v0.8.5_10-20-2023_07:35:43vit_tiny_patch16_224/m-so2sat/seed_2/csv_logs/version_0,383,0.5258057316144307,11,0.6104506850242615,896.0,1.4680007696151731,1.5664010047912598,0.5354969501495361,0.5253549814224243,0.8146573305130005,m-so2sat,/mnt/data/experiments/nils/camera class seeds/0.20x train v0.8.5 10-20-2023 07:35:43vit tiny patch16 224/m-so2sat/seed 2,/mnt/data/experiments/nils/camera class seeds/0.20x train v0.8.5 10-20-2023 07:35:43vit tiny patch16 224/m-so2sat/seed 2/csv logs/version 0,ViT-T-timm,,10-20-2023,2023-10-20
5225,geobench exp.torch toolbox.model generators.timm generator,crossentropy,ViT-T-timm,224,True,4.4157087483833035e-05,0.00406370241352612,sgd,3,"[3, 224, 224]",192,128,/mnt/data/experiments/nils/camera class sweeps,0.20x train,seeded runs,/mnt/data/cc benchmark/classification v0.8.5,classification v0.8.5,0.20x train,"['m-bigearthnet', 'm-pv4ger', 'm-brick-kiln', 'm-forestnet', 'm-eurosat', 'm-so2sat']",3,/mnt/data/experiments/nils/camera_class_seeds/0.20x_train_classification_v0.8.5_10-20-2023_07:35:43vit_tiny_patch16_224/m-so2sat/seed_3/csv_logs/version_0,655,0.5253549681769477,20,0.3349730670452118,1920.0,1.6831040382385254,1.8183817863464355,0.5385395288467407,0.5223124027252197,0.8916958570480347,m-so2sat,/mnt/data/experiments/nils/camera class seeds/0.20x train v0.8.5 10-20-2023 07:35:43vit tiny patch16 224/m-so2sat/seed 3,/mnt/data/experiments/nils/camera class seeds/0.20x train v0.8.5 10-20-2023 07:35:43vit tiny patch16 224/m-so2sat/seed 3/csv logs/version 0,ViT-T-timm,,10-20-2023,2023-10-20
5226,geobench exp.torch toolbox.model generators.timm generator,crossentropy,ViT-T-timm,224,True,4.4157087483833035e-05,0.00406370241352612,sgd,3,"[3, 224, 224]",192,128,/mnt/data/experiments/nils/camera class sweeps,0.20x train,seeded runs,/mnt/data/cc benchmark/classification v0.8.5,classification v0.8.5,0.20x train,"['m-bigearthnet', 'm-pv4ger', 'm-brick-kiln', 'm-forestnet', 'm-eurosat', 'm-so2sat']",4,/mnt/data/experiments/nils/camera_class_seeds/0.20x_train_classification_v0.8.5_10-20-2023_07:35:43vit_tiny_patch16_224/m-so2sat/seed_4/csv_logs/version_0,343,0.5158891081809998,10,0.6544627547264099,768.0,1.468402862548828,1.575695514678955,0.5375253558158875,0.5152129530906677,0.8131566047668457,m-so2sat,/mnt/data/experiments/nils/camera class seeds/0.20x train v0.8.5 10-20-2023 07:35:43vit tiny patch16 224/m-so2sat/seed 4,/mnt/data/experiments/nils/camera class seeds/0.20x train v0.8.5 10-20-2023 07:35:43vit tiny patch16 224/m-so2sat/seed 4/csv logs/version 0,ViT-T-timm,,10-20-2023,2023-10-20
5227,geobench exp.torch toolbox.model generators.timm generator,crossentropy,ViT-T-timm,224,True,4.4157087483833035e-05,0.00406370241352612,sgd,3,"[3, 224, 224]",192,128,/mnt/data/experiments/nils/camera class sweeps,0.20x train,seeded runs,/mnt/data/cc benchmark/classification v0.8.5,classification v0.8.5,0.20x train,"['m-bigearthnet', 'm-pv4ger', 'm-brick-kiln', 'm-forestnet', 'm-eurosat', 'm-so2sat']",5,/mnt/data/experiments/nils/camera_class_seeds/0.20x_train_classification_v0.8.5_10-20-2023_07:35:43vit_tiny_patch16_224/m-so2sat/seed_5/csv_logs/version_0,383,0.5318909287452697,11,0.4642149209976196,768.0,1.4625797271728516,1.5268579721450806,0.546653151512146,0.529411792755127,0.8294147253036499,m-so2sat,/mnt/data/experiments/nils/camera class seeds/0.20x train v0.8.5 10-20-2023 07:35:43vit tiny patch16 224/m-so2sat/seed 5,/mnt/data/experiments/nils/camera class seeds/0.20x train v0.8.5 10-20-2023 07:35:43vit tiny patch16 224/m-so2sat/seed 5/csv logs/version 0,ViT-T-timm,,10-20-2023,2023-10-20
5228,geobench exp.torch toolbox.model generators.timm generator,crossentropy,ViT-T-timm,224,True,4.4157087483833035e-05,0.00406370241352612,sgd,3,"[3, 224, 224]",192,128,/mnt/data/experiments/nils/camera class sweeps,0.20x train,seeded runs,/mnt/data/cc benchmark/classification v0.8.5,classification v0.8.5,0.20x train,"['m-bigearthnet', 'm-pv4ger', 'm-brick-kiln', 'm-forestnet', 'm-eurosat', 'm-so2sat']",6,/mnt/data/experiments/nils/camera_class_seeds/0.20x_train_classification_v0.8.5_10-20-2023_07:35:43vit_tiny_patch16_224/m-so2sat/seed_6/csv_logs/version_0,383,0.5312147869004143,11,0.6453776359558105,896.0,1.488998293876648,1.507856369018555,0.5273833870887756,0.5263691544532776,0.8229114413261414,m-so2sat,/mnt/data/experiments/nils/camera class seeds/0.20x train v0.8.5 10-20-2023 07:35:43vit tiny patch16 224/m-so2sat/seed 6,/mnt/data/experiments/nils/camera class seeds/0.20x train v0.8.5 10-20-2023 07:35:43vit tiny patch16 224/m-so2sat/seed 6/csv logs/version 0,ViT-T-timm,,10-20-2023,2023-10-20
5229,geobench exp.torch toolbox.model generators.timm generator,crossentropy,ViT-T-timm,224,True,4.4157087483833035e-05,0.00406370241352612,sgd,3,"[3, 224, 224]",192,128,/mnt/data/experiments/nils/camera class sweeps,0.20x train,seeded runs,/mnt/data/cc benchmark/classification v0.8.5,classification v0.8.5,0.20x train,"['m-bigearthnet', 'm-pv4ger', 'm-brick-kiln', 'm-forestnet', 'm-eurosat', 'm-so2sat']",7,/mnt/data/experiments/nils/camera_class_seeds/0.20x_train_classification_v0.8.5_10-20-2023_07:35:43vit_tiny_patch16_224/m-so2sat/seed_7/csv_logs/version_0,383,0.5486815373102824,11,0.6251571774482727,768.0,1.4267199039459229,1.512095928192139,0.5598376989364624,0.5527383089065552,0.8236618041992188,m-so2sat,/mnt/data/experiments/nils/camera class seeds/0.20x train v0.8.5 10-20-2023 07:35:43vit tiny patch16 224/m-so2sat/seed 7,/mnt/data/experiments/nils/camera class seeds/0.20x train v0.8.5 10-20-2023 07:35:43vit tiny patch16 224/m-so2sat/seed 7/csv logs/version 0,ViT-T-timm,,10-20-2023,2023-10-20
5230,geobench exp.torch toolbox.model generators.timm generator,crossentropy,ViT-T-timm,224,True,4.4157087483833035e-05,0.00406370241352612,sgd,3,"[3, 224, 224]",192,128,/mnt/data/experiments/nils/camera class sweeps,0.20x train,seeded runs,/mnt/data/cc benchmark/classification v0.8.5,classification v0.8.5,0.20x train,"['m-bigearthnet', 'm-pv4ger', 'm-brick-kiln', 'm-forestnet', 'm-eurosat', 'm-so2sat']",8,/mnt/data/experiments/nils/camera_class_seeds/0.20x_train_classification_v0.8.5_10-20-2023_07:35:43vit_tiny_patch16_224/m-so2sat/seed_8/csv_logs/version_0,311,0.511606944931878,9,0.6072642207145691,768.0,1.4789437055587769,1.5546061992645264,0.5212981700897217,0.4979715943336487,0.8036518096923828,m-so2sat,/mnt/data/experiments/nils/camera class seeds/0.20x train v0.8.5 10-20-2023 07:35:43vit tiny patch16 224/m-so2sat/seed 8,/mnt/data/experiments/nils/camera class seeds/0.20x train v0.8.5 10-20-2023 07:35:43vit tiny patch16 224/m-so2sat/seed 8/csv logs/version 0,ViT-T-timm,,10-20-2023,2023-10-20
5231,geobench exp.torch toolbox.model generators.timm generator,crossentropy,ViT-T-timm,224,True,4.4157087483833035e-05,0.00406370241352612,sgd,3,"[3, 224, 224]",192,128,/mnt/data/experiments/nils/camera class sweeps,0.20x train,seeded runs,/mnt/data/cc benchmark/classification v0.8.5,classification v0.8.5,0.20x train,"['m-bigearthnet', 'm-pv4ger', 'm-brick-kiln', 'm-forestnet', 'm-eurosat', 'm-so2sat']",9,/mnt/data/experiments/nils/camera_class_seeds/0.20x_train_classification_v0.8.5_10-20-2023_07:35:43vit_tiny_patch16_224/m-so2sat/seed_9/csv_logs/version_0,335,0.5273833672205607,10,0.645824670791626,640.0,1.5125606060028076,1.581699252128601,0.517241358757019,0.5101419687271118,0.8139069676399231,m-so2sat,/mnt/data/experiments/nils/camera class seeds/0.20x train v0.8.5 10-20-2023 07:35:43vit tiny patch16 224/m-so2sat/seed 9,/mnt/data/experiments/nils/camera class seeds/0.20x train v0.8.5 10-20-2023 07:35:43vit tiny patch16 224/m-so2sat/seed 9/csv logs/version 0,ViT-T-timm,,10-20-2023,2023-10-20
5232,geobench exp.torch toolbox.model generators.timm generator,crossentropy,ViT-T-timm,224,True,4.4157087483833035e-05,0.00406370241352612,sgd,3,"[3, 224, 224]",192,128,/mnt/data/experiments/nils/camera class sweeps,0.20x train,seeded runs,/mnt/data/cc benchmark/classification v0.8.5,classification v0.8.5,0.20x train,"['m-bigearthnet', 'm-pv4ger', 'm-brick-kiln', 'm-forestnet', 'm-eurosat', 'm-so2sat']",10,/mnt/data/experiments/nils/camera_class_seeds/0.20x_train_classification_v0.8.5_10-20-2023_07:35:43vit_tiny_patch16_224/m-so2sat/seed_10/csv_logs/version_0,479,0.5311021142535739,14,0.3210830688476562,1152.0,1.490241527557373,1.519797444343567,0.5517241358757019,0.5273833870887756,0.8521760702133179,m-so2sat,/mnt/data/experiments/nils/camera class seeds/0.20x train v0.8.5 10-20-2023 07:35:43vit tiny patch16 224/m-so2sat/seed 10,/mnt/data/experiments/nils/camera class seeds/0.20x train v0.8.5 10-20-2023 07:35:43vit tiny patch16 224/m-so2sat/seed 10/csv logs/version 0,ViT-T-timm,,10-20-2023,2023-10-20
5233,geobench exp.torch toolbox.model generators.timm generator,crossentropy,ViT-T-timm,224,True,4.4157087483833035e-05,0.00406370241352612,sgd,3,"[3, 224, 224]",192,128,/mnt/data/experiments/nils/camera class sweeps,0.20x train,seeded runs,/mnt/data/cc benchmark/classification v0.8.5,classification v0.8.5,0.20x train,"['m-bigearthnet', 'm-pv4ger', 'm-brick-kiln', 'm-forestnet', 'm-eurosat', 'm-so2sat']",11,/mnt/data/experiments/nils/camera_class_seeds/0.20x_train_classification_v0.8.5_10-20-2023_07:35:43vit_tiny_patch16_224/m-so2sat/seed_11/csv_logs/version_0,399,0.5122830602857802,12,0.5021991729736328,768.0,1.550744652748108,1.585924744606018,0.5263691544532776,0.5111562013626099,0.8321660757064819,m-so2sat,/mnt/data/experiments/nils/camera class seeds/0.20x train v0.8.5 10-20-2023 07:35:43vit tiny patch16 224/m-so2sat/seed 11,/mnt/data/experiments/nils/camera class seeds/0.20x train v0.8.5 10-20-2023 07:35:43vit tiny patch16 224/m-so2sat/seed 11/csv logs/version 0,ViT-T-timm,,10-20-2023,2023-10-20
4070,geobench exp.torch toolbox.model generators.timm generator,crossentropy,ViT-T-timm,224,True,6.346240939896094e-05,0.003746661638033459,sgd,3,"[3, 224, 224]",192,128,/mnt/data/experiments/nils/camera class sweeps,0.10x train,seeded runs,/mnt/data/cc benchmark/classification v0.8.5,classification v0.8.5,0.10x train,"['m-bigearthnet', 'm-pv4ger', 'm-brick-kiln', 'm-forestnet', 'm-eurosat', 'm-so2sat']",0,/mnt/data/experiments/nils/camera_class_seeds/0.10x_train_classification_v0.8.5_10-18-2023_06:19:36vit_tiny_patch16_224/m-so2sat/seed_0/csv_logs/version_0,235,0.5028172168466779,14,0.3774445652961731,1024.0,1.582856059074402,1.6261528730392456,0.5070993900299072,0.4959432184696197,0.8744372129440308,m-so2sat,/mnt/data/experiments/nils/camera class seeds/0.10x train v0.8.5 10-18-2023 06:19:36vit tiny patch16 224/m-so2sat/seed 0,/mnt/data/experiments/nils/camera class seeds/0.10x train v0.8.5 10-18-2023 06:19:36vit tiny patch16 224/m-so2sat/seed 0/csv logs/version 0,ViT-T-timm,,10-18-2023,2023-10-18
4071,geobench exp.torch toolbox.model generators.timm generator,crossentropy,ViT-T-timm,224,True,6.346240939896094e-05,0.003746661638033459,sgd,3,"[3, 224, 224]",192,128,/mnt/data/experiments/nils/camera class sweeps,0.10x train,seeded runs,/mnt/data/cc benchmark/classification v0.8.5,classification v0.8.5,0.10x train,"['m-bigearthnet', 'm-pv4ger', 'm-brick-kiln', 'm-forestnet', 'm-eurosat', 'm-so2sat']",1,/mnt/data/experiments/nils/camera_class_seeds/0.10x_train_classification_v0.8.5_10-18-2023_06:19:36vit_tiny_patch16_224/m-so2sat/seed_1/csv_logs/version_2,131,0.517692142062717,8,0.6800184845924377,512.0,1.4140198230743408,1.449026346206665,0.5283975601196289,0.5121703743934631,0.7778889536857605,m-so2sat,/mnt/data/experiments/nils/camera class seeds/0.10x train v0.8.5 10-18-2023 06:19:36vit tiny patch16 224/m-so2sat/seed 1,/mnt/data/experiments/nils/camera class seeds/0.10x train v0.8.5 10-18-2023 06:19:36vit tiny patch16 224/m-so2sat/seed 1/csv logs/version 2,ViT-T-timm,,10-18-2023,2023-10-18
4072,geobench exp.torch toolbox.model generators.timm generator,crossentropy,ViT-T-timm,224,True,6.346240939896094e-05,0.003746661638033459,sgd,3,"[3, 224, 224]",192,128,/mnt/data/experiments/nils/camera class sweeps,0.10x train,seeded runs,/mnt/data/cc benchmark/classification v0.8.5,classification v0.8.5,0.10x train,"['m-bigearthnet', 'm-pv4ger', 'm-brick-kiln', 'm-forestnet', 'm-eurosat', 'm-so2sat']",2,/mnt/data/experiments/nils/camera_class_seeds/0.10x_train_classification_v0.8.5_10-18-2023_06:19:36vit_tiny_patch16_224/m-so2sat/seed_2/csv_logs/version_0,299,0.5225377413961622,18,0.2718793153762817,1280.0,1.6120877265930176,1.67240309715271,0.5182555913925171,0.5152129530906677,0.9059529900550842,m-so2sat,/mnt/data/experiments/nils/camera class seeds/0.10x train v0.8.5 10-18-2023 06:19:36vit tiny patch16 224/m-so2sat/seed 2,/mnt/data/experiments/nils/camera class seeds/0.10x train v0.8.5 10-18-2023 06:19:36vit tiny patch16 224/m-so2sat/seed 2/csv logs/version 0,ViT-T-timm,,10-18-2023,2023-10-18
4073,geobench exp.torch toolbox.model generators.timm generator,crossentropy,ViT-T-timm,224,True,6.346240939896094e-05,0.003746661638033459,sgd,3,"[3, 224, 224]",192,128,/mnt/data/experiments/nils/camera class sweeps,0.10x train,seeded runs,/mnt/data/cc benchmark/classification v0.8.5,classification v0.8.5,0.10x train,"['m-bigearthnet', 'm-pv4ger', 'm-brick-kiln', 'm-forestnet', 'm-eurosat', 'm-so2sat']",3,/mnt/data/experiments/nils/camera_class_seeds/0.10x_train_classification_v0.8.5_10-18-2023_06:19:36vit_tiny_patch16_224/m-so2sat/seed_3/csv_logs/version_0,303,0.5366238686773511,18,0.3407941460609436,1024.0,1.6178489923477173,1.5591720342636108,0.5131846070289612,0.5365111827850342,0.8984492421150208,m-so2sat,/mnt/data/experiments/nils/camera class seeds/0.10x train v0.8.5 10-18-2023 06:19:36vit tiny patch16 224/m-so2sat/seed 3,/mnt/data/experiments/nils/camera class seeds/0.10x train v0.8.5 10-18-2023 06:19:36vit tiny patch16 224/m-so2sat/seed 3/csv logs/version 0,ViT-T-timm,,10-18-2023,2023-10-18
4074,geobench exp.torch toolbox.model generators.timm generator,crossentropy,ViT-T-timm,224,True,6.346240939896094e-05,0.003746661638033459,sgd,3,"[3, 224, 224]",192,128,/mnt/data/experiments/nils/camera class sweeps,0.10x train,seeded runs,/mnt/data/cc benchmark/classification v0.8.5,classification v0.8.5,0.10x train,"['m-bigearthnet', 'm-pv4ger', 'm-brick-kiln', 'm-forestnet', 'm-eurosat', 'm-so2sat']",4,/mnt/data/experiments/nils/camera_class_seeds/0.10x_train_classification_v0.8.5_10-18-2023_06:19:36vit_tiny_patch16_224/m-so2sat/seed_4/csv_logs/version_0,415,0.5130718880229527,25,0.1797458827495575,1920.0,1.927604079246521,1.9599902629852293,0.5020284056663513,0.5152129530906677,0.956478238105774,m-so2sat,/mnt/data/experiments/nils/camera class seeds/0.10x train v0.8.5 10-18-2023 06:19:36vit tiny patch16 224/m-so2sat/seed 4,/mnt/data/experiments/nils/camera class seeds/0.10x train v0.8.5 10-18-2023 06:19:36vit tiny patch16 224/m-so2sat/seed 4/csv logs/version 0,ViT-T-timm,,10-18-2023,2023-10-18
4075,geobench exp.torch toolbox.model generators.timm generator,crossentropy,ViT-T-timm,224,True,6.346240939896094e-05,0.003746661638033459,sgd,3,"[3, 224, 224]",192,128,/mnt/data/experiments/nils/camera class sweeps,0.10x train,seeded runs,/mnt/data/cc benchmark/classification v0.8.5,classification v0.8.5,0.10x train,"['m-bigearthnet', 'm-pv4ger', 'm-brick-kiln', 'm-forestnet', 'm-eurosat', 'm-so2sat']",5,/mnt/data/experiments/nils/camera_class_seeds/0.10x_train_classification_v0.8.5_10-18-2023_06:19:36vit_tiny_patch16_224/m-so2sat/seed_5/csv_logs/version_0,351,0.5123957461780971,21,0.359443187713623,1152.0,1.802616596221924,1.807822704315185,0.4979715943336487,0.5050709843635559,0.9294647574424744,m-so2sat,/mnt/data/experiments/nils/camera class seeds/0.10x train v0.8.5 10-18-2023 06:19:36vit tiny patch16 224/m-so2sat/seed 5,/mnt/data/experiments/nils/camera class seeds/0.10x train v0.8.5 10-18-2023 06:19:36vit tiny patch16 224/m-so2sat/seed 5/csv logs/version 0,ViT-T-timm,,10-18-2023,2023-10-18
4076,geobench exp.torch toolbox.model generators.timm generator,crossentropy,ViT-T-timm,224,True,6.346240939896094e-05,0.003746661638033459,sgd,3,"[3, 224, 224]",192,128,/mnt/data/experiments/nils/camera class sweeps,0.10x train,seeded runs,/mnt/data/cc benchmark/classification v0.8.5,classification v0.8.5,0.10x train,"['m-bigearthnet', 'm-pv4ger', 'm-brick-kiln', 'm-forestnet', 'm-eurosat', 'm-so2sat']",6,/mnt/data/experiments/nils/camera_class_seeds/0.10x_train_classification_v0.8.5_10-18-2023_06:19:36vit_tiny_patch16_224/m-so2sat/seed_6/csv_logs/version_0,223,0.5383141769303216,13,0.4166195392608642,1024.0,1.5365638732910156,1.54517662525177,0.517241358757019,0.5354969501495361,0.8474237322807312,m-so2sat,/mnt/data/experiments/nils/camera class seeds/0.10x train v0.8.5 10-18-2023 06:19:36vit tiny patch16 224/m-so2sat/seed 6,/mnt/data/experiments/nils/camera class seeds/0.10x train v0.8.5 10-18-2023 06:19:36vit tiny patch16 224/m-so2sat/seed 6/csv logs/version 0,ViT-T-timm,,10-18-2023,2023-10-18
4077,geobench exp.torch toolbox.model generators.timm generator,crossentropy,ViT-T-timm,224,True,6.346240939896094e-05,0.003746661638033459,sgd,3,"[3, 224, 224]",192,128,/mnt/data/experiments/nils/camera class sweeps,0.10x train,seeded runs,/mnt/data/cc benchmark/classification v0.8.5,classification v0.8.5,0.10x train,"['m-bigearthnet', 'm-pv4ger', 'm-brick-kiln', 'm-forestnet', 'm-eurosat', 'm-so2sat']",7,/mnt/data/experiments/nils/camera_class_seeds/0.10x_train_classification_v0.8.5_10-18-2023_06:19:36vit_tiny_patch16_224/m-so2sat/seed_7/csv_logs/version_0,243,0.5074374510182275,15,0.3920362591743469,1024.0,1.578635334968567,1.6437565088272097,0.5121703743934631,0.5030425786972046,0.8639319539070129,m-so2sat,/mnt/data/experiments/nils/camera class seeds/0.10x train v0.8.5 10-18-2023 06:19:36vit tiny patch16 224/m-so2sat/seed 7,/mnt/data/experiments/nils/camera class seeds/0.10x train v0.8.5 10-18-2023 06:19:36vit tiny patch16 224/m-so2sat/seed 7/csv logs/version 0,ViT-T-timm,,10-18-2023,2023-10-18
4078,geobench exp.torch toolbox.model generators.timm generator,crossentropy,ViT-T-timm,224,True,6.346240939896094e-05,0.003746661638033459,sgd,3,"[3, 224, 224]",192,128,/mnt/data/experiments/nils/camera class sweeps,0.10x train,seeded runs,/mnt/data/cc benchmark/classification v0.8.5,classification v0.8.5,0.10x train,"['m-bigearthnet', 'm-pv4ger', 'm-brick-kiln', 'm-forestnet', 'm-eurosat', 'm-so2sat']",8,/mnt/data/experiments/nils/camera_class_seeds/0.10x_train_classification_v0.8.5_10-18-2023_06:19:36vit_tiny_patch16_224/m-so2sat/seed_8/csv_logs/version_0,267,0.5278341306580437,16,0.3567275404930115,1024.0,1.6460167169570925,1.606645941734314,0.4949290156364441,0.5223124027252197,0.8924462199211121,m-so2sat,/mnt/data/experiments/nils/camera class seeds/0.10x train v0.8.5 10-18-2023 06:19:36vit tiny patch16 224/m-so2sat/seed 8,/mnt/data/experiments/nils/camera class seeds/0.10x train v0.8.5 10-18-2023 06:19:36vit tiny patch16 224/m-so2sat/seed 8/csv logs/version 0,ViT-T-timm,,10-18-2023,2023-10-18
4079,geobench exp.torch toolbox.model generators.timm generator,crossentropy,ViT-T-timm,224,True,6.346240939896094e-05,0.003746661638033459,sgd,3,"[3, 224, 224]",192,128,/mnt/data/experiments/nils/camera class sweeps,0.10x train,seeded runs,/mnt/data/cc benchmark/classification v0.8.5,classification v0.8.5,0.10x train,"['m-bigearthnet', 'm-pv4ger', 'm-brick-kiln', 'm-forestnet', 'm-eurosat', 'm-so2sat']",9,/mnt/data/experiments/nils/camera_class_seeds/0.10x_train_classification_v0.8.5_10-18-2023_06:19:36vit_tiny_patch16_224/m-so2sat/seed_9/csv_logs/version_0,299,0.5210728049278258,18,0.3920526206493377,1920.0,1.6655117273330688,1.6959596872329712,0.506085216999054,0.5223124027252197,0.9054527282714844,m-so2sat,/mnt/data/experiments/nils/camera class seeds/0.10x train v0.8.5 10-18-2023 06:19:36vit tiny patch16 224/m-so2sat/seed 9,/mnt/data/experiments/nils/camera class seeds/0.10x train v0.8.5 10-18-2023 06:19:36vit tiny patch16 224/m-so2sat/seed 9/csv logs/version 0,ViT-T-timm,,10-18-2023,2023-10-18
4080,geobench exp.torch toolbox.model generators.timm generator,crossentropy,ViT-T-timm,224,True,6.346240939896094e-05,0.003746661638033459,sgd,3,"[3, 224, 224]",192,128,/mnt/data/experiments/nils/camera class sweeps,0.10x train,seeded runs,/mnt/data/cc benchmark/classification v0.8.5,classification v0.8.5,0.10x train,"['m-bigearthnet', 'm-pv4ger', 'm-brick-kiln', 'm-forestnet', 'm-eurosat', 'm-so2sat']",10,/mnt/data/experiments/nils/camera_class_seeds/0.10x_train_classification_v0.8.5_10-18-2023_06:19:36vit_tiny_patch16_224/m-so2sat/seed_10/csv_logs/version_0,303,0.5324543648295933,18,0.3210686445236206,1280.0,1.5818607807159424,1.6476991176605225,0.5283975601196289,0.5223124027252197,0.8949474692344666,m-so2sat,/mnt/data/experiments/nils/camera class seeds/0.10x train v0.8.5 10-18-2023 06:19:36vit tiny patch16 224/m-so2sat/seed 10,/mnt/data/experiments/nils/camera class seeds/0.10x train v0.8.5 10-18-2023 06:19:36vit tiny patch16 224/m-so2sat/seed 10/csv logs/version 0,ViT-T-timm,,10-18-2023,2023-10-18
4081,geobench exp.torch toolbox.model generators.timm generator,crossentropy,ViT-T-timm,224,True,6.346240939896094e-05,0.003746661638033459,sgd,3,"[3, 224, 224]",192,128,/mnt/data/experiments/nils/camera class sweeps,0.10x train,seeded runs,/mnt/data/cc benchmark/classification v0.8.5,classification v0.8.5,0.10x train,"['m-bigearthnet', 'm-pv4ger', 'm-brick-kiln', 'm-forestnet', 'm-eurosat', 'm-so2sat']",11,/mnt/data/experiments/nils/camera_class_seeds/0.10x_train_classification_v0.8.5_10-18-2023_06:19:36vit_tiny_patch16_224/m-so2sat/seed_11/csv_logs/version_0,215,0.5064232614305284,13,0.3842224180698395,896.0,1.5769450664520264,1.6627997159957886,0.5121703743934631,0.5,0.8519259691238403,m-so2sat,/mnt/data/experiments/nils/camera class seeds/0.10x train v0.8.5 10-18-2023 06:19:36vit tiny patch16 224/m-so2sat/seed 11,/mnt/data/experiments/nils/camera class seeds/0.10x train v0.8.5 10-18-2023 06:19:36vit tiny patch16 224/m-so2sat/seed 11/csv logs/version 0,ViT-T-timm,,10-18-2023,2023-10-18
3493,geobench exp.torch toolbox.model generators.timm generator,crossentropy,ViT-T-timm,224,True,6.1028729387407534e-05,0.004034265271491933,sgd,3,"[3, 224, 224]",192,128,/mnt/data/experiments/nils/camera class sweeps,0.05x train,seeded runs,/mnt/data/cc benchmark/classification v0.8.5,classification v0.8.5,0.05x train,"['m-bigearthnet', 'm-pv4ger', 'm-brick-kiln', 'm-forestnet', 'm-eurosat', 'm-so2sat']",0,/mnt/data/experiments/nils/camera_class_seeds/0.05x_train_classification_v0.8.5_10-17-2023_16:30:47vit_tiny_patch16_224/m-so2sat/seed_0/csv_logs/version_0,125,0.4914356536335414,15,0.4350652992725372,1024.0,1.7404770851135254,1.7265783548355105,0.4776876270771026,0.4888437986373901,0.8728728890419006,m-so2sat,/mnt/data/experiments/nils/camera class seeds/0.05x train v0.8.5 10-17-2023 16:30:47vit tiny patch16 224/m-so2sat/seed 0,/mnt/data/experiments/nils/camera class seeds/0.05x train v0.8.5 10-17-2023 16:30:47vit tiny patch16 224/m-so2sat/seed 0/csv logs/version 0,ViT-T-timm,,10-17-2023,2023-10-17
