,model generator module name,loss type,backbone,desired input size,pretrained,lr backbone,lr head,optimizer,in chans,default input size,n backbone features,batch size,generate experiment dir,experiment name,experiment type,benchmark dir,benchmark name,partition name,tasks,seed,log dir,best step,score,epoch,train loss,convergence time,test loss,val loss,test metric,val metric,train metric,dataset,exp dir,csv log dir,model,weights,date str,date
1741,geobench exp.torch toolbox.model generators.timm generator,crossentropy,ResNet50-timm,224,True,0.00014501205745068597,0.000105888780461119,adamw,3,"[3, 224, 224]",2048,64,/mnt/data/experiments/nils/camera class sweeps,0.05x train,seeded runs,/mnt/data/cc benchmark/classification v0.8.5,classification v0.8.5,0.05x train,"['m-bigearthnet', 'm-brick-kiln', 'm-eurosat', 'm-so2sat', 'm-pv4ger', 'm-forestnet']",4,/mnt/data/experiments/nils/camera_class_seeds/0.05x_train_classification_v0.8.5_10-16-2023_12:35:35resnet50/m-brick-kiln/seed_4/csv_logs/version_0,1811,0.977977991104126,150,2.8412083338480443e-05,9984.0,0.2401902228593826,0.1796275526285171,0.9689689874649048,0.977977991104126,1.0,m-brick-kiln,/mnt/data/experiments/nils/camera class seeds/0.05x train v0.8.5 10-16-2023 12:35:35resnet50/m-brick-kiln/seed 4,/mnt/data/experiments/nils/camera class seeds/0.05x train v0.8.5 10-16-2023 12:35:35resnet50/m-brick-kiln/seed 4/csv logs/version 0,ResNet50-MoCo-S2,ResNet50 Weights.SENTINEL2 RGB MOCO,10-16-2023,2023-10-16
1742,geobench exp.torch toolbox.model generators.timm generator,crossentropy,ResNet50-timm,224,True,0.00014501205745068597,0.000105888780461119,adamw,3,"[3, 224, 224]",2048,64,/mnt/data/experiments/nils/camera class sweeps,0.05x train,seeded runs,/mnt/data/cc benchmark/classification v0.8.5,classification v0.8.5,0.05x train,"['m-bigearthnet', 'm-brick-kiln', 'm-eurosat', 'm-so2sat', 'm-pv4ger', 'm-forestnet']",5,/mnt/data/experiments/nils/camera_class_seeds/0.05x_train_classification_v0.8.5_10-16-2023_12:35:35resnet50/m-brick-kiln/seed_5/csv_logs/version_0,1070,0.981648325920105,89,0.0006122320774011,6144.0,0.221662625670433,0.1342044174671173,0.965965986251831,0.9819819927215576,1.0,m-brick-kiln,/mnt/data/experiments/nils/camera class seeds/0.05x train v0.8.5 10-16-2023 12:35:35resnet50/m-brick-kiln/seed 5,/mnt/data/experiments/nils/camera class seeds/0.05x train v0.8.5 10-16-2023 12:35:35resnet50/m-brick-kiln/seed 5/csv logs/version 0,ResNet50-MoCo-S2,ResNet50 Weights.SENTINEL2 RGB MOCO,10-16-2023,2023-10-16
1743,geobench exp.torch toolbox.model generators.timm generator,crossentropy,ResNet50-timm,224,True,0.00014501205745068597,0.000105888780461119,adamw,3,"[3, 224, 224]",2048,64,/mnt/data/experiments/nils/camera class sweeps,0.05x train,seeded runs,/mnt/data/cc benchmark/classification v0.8.5,classification v0.8.5,0.05x train,"['m-bigearthnet', 'm-brick-kiln', 'm-eurosat', 'm-so2sat', 'm-pv4ger', 'm-forestnet']",6,/mnt/data/experiments/nils/camera_class_seeds/0.05x_train_classification_v0.8.5_10-16-2023_12:35:35resnet50/m-brick-kiln/seed_6/csv_logs/version_0,1328,0.977088212966919,110,8.291443373309448e-05,7296.0,0.2550333440303802,0.1744339317083358,0.9629629850387572,0.977977991104126,1.0,m-brick-kiln,/mnt/data/experiments/nils/camera class seeds/0.05x train v0.8.5 10-16-2023 12:35:35resnet50/m-brick-kiln/seed 6,/mnt/data/experiments/nils/camera class seeds/0.05x train v0.8.5 10-16-2023 12:35:35resnet50/m-brick-kiln/seed 6/csv logs/version 0,ResNet50-MoCo-S2,ResNet50 Weights.SENTINEL2 RGB MOCO,10-16-2023,2023-10-16
1744,geobench exp.torch toolbox.model generators.timm generator,crossentropy,ResNet50-timm,224,True,0.00014501205745068597,0.000105888780461119,adamw,3,"[3, 224, 224]",2048,64,/mnt/data/experiments/nils/camera class sweeps,0.05x train,seeded runs,/mnt/data/cc benchmark/classification v0.8.5,classification v0.8.5,0.05x train,"['m-bigearthnet', 'm-brick-kiln', 'm-eurosat', 'm-so2sat', 'm-pv4ger', 'm-forestnet']",7,/mnt/data/experiments/nils/camera_class_seeds/0.05x_train_classification_v0.8.5_10-16-2023_12:35:35resnet50/m-brick-kiln/seed_7/csv_logs/version_0,815,0.9792014360427856,67,0.0008436872158199,6528.0,0.2162571847438812,0.1352836936712265,0.9619619846343994,0.976976990699768,1.0,m-brick-kiln,/mnt/data/experiments/nils/camera class seeds/0.05x train v0.8.5 10-16-2023 12:35:35resnet50/m-brick-kiln/seed 7,/mnt/data/experiments/nils/camera class seeds/0.05x train v0.8.5 10-16-2023 12:35:35resnet50/m-brick-kiln/seed 7/csv logs/version 0,ResNet50-MoCo-S2,ResNet50 Weights.SENTINEL2 RGB MOCO,10-16-2023,2023-10-16
1745,geobench exp.torch toolbox.model generators.timm generator,crossentropy,ResNet50-timm,224,True,0.00014501205745068597,0.000105888780461119,adamw,3,"[3, 224, 224]",2048,64,/mnt/data/experiments/nils/camera class sweeps,0.05x train,seeded runs,/mnt/data/cc benchmark/classification v0.8.5,classification v0.8.5,0.05x train,"['m-bigearthnet', 'm-brick-kiln', 'm-eurosat', 'm-so2sat', 'm-pv4ger', 'm-forestnet']",8,/mnt/data/experiments/nils/camera_class_seeds/0.05x_train_classification_v0.8.5_10-16-2023_12:35:35resnet50/m-brick-kiln/seed_8/csv_logs/version_0,203,0.9747525453567505,16,0.0046854144893586,1280.0,0.145669475197792,0.1143480017781257,0.9619619846343994,0.9709709882736206,0.9986720085144044,m-brick-kiln,/mnt/data/experiments/nils/camera class seeds/0.05x train v0.8.5 10-16-2023 12:35:35resnet50/m-brick-kiln/seed 8,/mnt/data/experiments/nils/camera class seeds/0.05x train v0.8.5 10-16-2023 12:35:35resnet50/m-brick-kiln/seed 8/csv logs/version 0,ResNet50-MoCo-S2,ResNet50 Weights.SENTINEL2 RGB MOCO,10-16-2023,2023-10-16
1746,geobench exp.torch toolbox.model generators.timm generator,crossentropy,ResNet50-timm,224,True,0.00014501205745068597,0.000105888780461119,adamw,3,"[3, 224, 224]",2048,64,/mnt/data/experiments/nils/camera class sweeps,0.05x train,seeded runs,/mnt/data/cc benchmark/classification v0.8.5,classification v0.8.5,0.05x train,"['m-bigearthnet', 'm-brick-kiln', 'm-eurosat', 'm-so2sat', 'm-pv4ger', 'm-forestnet']",9,/mnt/data/experiments/nils/camera_class_seeds/0.05x_train_classification_v0.8.5_10-16-2023_12:35:35resnet50/m-brick-kiln/seed_9/csv_logs/version_0,1343,0.9766433238983153,111,7.50250619603321e-05,8064.0,0.2642509937286377,0.1878810077905655,0.966966986656189,0.9749749898910522,1.0,m-brick-kiln,/mnt/data/experiments/nils/camera class seeds/0.05x train v0.8.5 10-16-2023 12:35:35resnet50/m-brick-kiln/seed 9,/mnt/data/experiments/nils/camera class seeds/0.05x train v0.8.5 10-16-2023 12:35:35resnet50/m-brick-kiln/seed 9/csv logs/version 0,ResNet50-MoCo-S2,ResNet50 Weights.SENTINEL2 RGB MOCO,10-16-2023,2023-10-16
1747,geobench exp.torch toolbox.model generators.timm generator,crossentropy,ResNet50-timm,224,True,0.00014501205745068597,0.000105888780461119,adamw,3,"[3, 224, 224]",2048,64,/mnt/data/experiments/nils/camera class sweeps,0.05x train,seeded runs,/mnt/data/cc benchmark/classification v0.8.5,classification v0.8.5,0.05x train,"['m-bigearthnet', 'm-brick-kiln', 'm-eurosat', 'm-so2sat', 'm-pv4ger', 'm-forestnet']",10,/mnt/data/experiments/nils/camera_class_seeds/0.05x_train_classification_v0.8.5_10-16-2023_12:35:35resnet50/m-brick-kiln/seed_10/csv_logs/version_0,1172,0.9819819927215576,97,0.0001272461668122,9472.0,0.2339179962873459,0.1472578793764114,0.9679679870605468,0.9819819927215576,1.0,m-brick-kiln,/mnt/data/experiments/nils/camera class seeds/0.05x train v0.8.5 10-16-2023 12:35:35resnet50/m-brick-kiln/seed 10,/mnt/data/experiments/nils/camera class seeds/0.05x train v0.8.5 10-16-2023 12:35:35resnet50/m-brick-kiln/seed 10/csv logs/version 0,ResNet50-MoCo-S2,ResNet50 Weights.SENTINEL2 RGB MOCO,10-16-2023,2023-10-16
1748,geobench exp.torch toolbox.model generators.timm generator,crossentropy,ResNet50-timm,224,True,0.00014501205745068597,0.000105888780461119,adamw,3,"[3, 224, 224]",2048,64,/mnt/data/experiments/nils/camera class sweeps,0.05x train,seeded runs,/mnt/data/cc benchmark/classification v0.8.5,classification v0.8.5,0.05x train,"['m-bigearthnet', 'm-brick-kiln', 'm-eurosat', 'm-so2sat', 'm-pv4ger', 'm-forestnet']",11,/mnt/data/experiments/nils/camera_class_seeds/0.05x_train_classification_v0.8.5_10-16-2023_12:35:35resnet50/m-brick-kiln/seed_11/csv_logs/version_0,377,0.9812034368515014,31,0.0017620612634345,2560.0,0.1630444377660751,0.1138994842767715,0.9689689874649048,0.9829829931259156,0.996015965938568,m-brick-kiln,/mnt/data/experiments/nils/camera class seeds/0.05x train v0.8.5 10-16-2023 12:35:35resnet50/m-brick-kiln/seed 11,/mnt/data/experiments/nils/camera class seeds/0.05x train v0.8.5 10-16-2023 12:35:35resnet50/m-brick-kiln/seed 11/csv logs/version 0,ResNet50-MoCo-S2,ResNet50 Weights.SENTINEL2 RGB MOCO,10-16-2023,2023-10-16
2163,geobench exp.torch toolbox.model generators.timm generator,crossentropy,ResNet50-timm,224,True,1.57418903264184e-05,0.008451814059116457,adamw,3,"[3, 224, 224]",2048,64,/mnt/data/experiments/nils/camera class sweeps,1.00x train,seeded runs,/mnt/data/cc benchmark/classification v0.8.5,classification v0.8.5,1.00x train,"['m-bigearthnet', 'm-pv4ger', 'm-brick-kiln', 'm-forestnet', 'm-eurosat', 'm-so2sat']",0,/mnt/data/experiments/nils/camera_class_seeds/1.00x_train_classification_v0.8.5_10-16-2023_20:00:59resnet50/m-brick-kiln/seed_0/csv_logs/version_0,18761,0.9917695522308351,79,1.936680928338319e-05,12544.0,0.1931346505880355,0.1338201165199279,0.9849849939346312,0.9909909963607788,0.9997344613075256,m-brick-kiln,/mnt/data/experiments/nils/camera class seeds/1.00x train v0.8.5 10-16-2023 20:00:59resnet50/m-brick-kiln/seed 0,/mnt/data/experiments/nils/camera class seeds/1.00x train v0.8.5 10-16-2023 20:00:59resnet50/m-brick-kiln/seed 0/csv logs/version 0,ResNet50-MoCo-S2,ResNet50 Weights.SENTINEL2 RGB MOCO,10-16-2023,2023-10-16
2164,geobench exp.torch toolbox.model generators.timm generator,crossentropy,ResNet50-timm,224,True,1.574189032641838e-05,0.008451814059116457,adamw,3,"[3, 224, 224]",2048,64,/mnt/data/experiments/nils/camera class sweeps,1.00x train,seeded runs,/mnt/data/cc benchmark/classification v0.8.5,classification v0.8.5,1.00x train,"['m-bigearthnet', 'm-pv4ger', 'm-brick-kiln', 'm-forestnet', 'm-eurosat', 'm-so2sat']",2,/mnt/data/experiments/nils/camera_class_seeds/1.00x_train_classification_v0.8.5_10-16-2023_20:00:59resnet50/m-brick-kiln/seed_2/csv_logs/version_2,23304,0.9931042194366455,98,9.351465450890828e-06,17536.0,0.2071199417114257,0.1059599071741104,0.9829829931259156,0.9929929971694946,0.9998672008514404,m-brick-kiln,/mnt/data/experiments/nils/camera class seeds/1.00x train v0.8.5 10-16-2023 20:00:59resnet50/m-brick-kiln/seed 2,/mnt/data/experiments/nils/camera class seeds/1.00x train v0.8.5 10-16-2023 20:00:59resnet50/m-brick-kiln/seed 2/csv logs/version 2,ResNet50-MoCo-S2,ResNet50 Weights.SENTINEL2 RGB MOCO,10-16-2023,2023-10-16
2165,geobench exp.torch toolbox.model generators.timm generator,crossentropy,ResNet50-timm,224,True,1.574189032641838e-05,0.008451814059116457,adamw,3,"[3, 224, 224]",2048,64,/mnt/data/experiments/nils/camera class sweeps,1.00x train,seeded runs,/mnt/data/cc benchmark/classification v0.8.5,classification v0.8.5,1.00x train,"['m-bigearthnet', 'm-pv4ger', 'm-brick-kiln', 'm-forestnet', 'm-eurosat', 'm-so2sat']",3,/mnt/data/experiments/nils/camera_class_seeds/1.00x_train_classification_v0.8.5_10-16-2023_20:00:59resnet50/m-brick-kiln/seed_3/csv_logs/version_2,16224,0.9915471076965332,68,3.996636951342225e-05,9856.0,0.1912583857774734,0.1162713542580604,0.9839839935302734,0.9909909963607788,0.999601662158966,m-brick-kiln,/mnt/data/experiments/nils/camera class seeds/1.00x train v0.8.5 10-16-2023 20:00:59resnet50/m-brick-kiln/seed 3,/mnt/data/experiments/nils/camera class seeds/1.00x train v0.8.5 10-16-2023 20:00:59resnet50/m-brick-kiln/seed 3/csv logs/version 2,ResNet50-MoCo-S2,ResNet50 Weights.SENTINEL2 RGB MOCO,10-16-2023,2023-10-16
2166,geobench exp.torch toolbox.model generators.timm generator,crossentropy,ResNet50-timm,224,True,1.574189032641838e-05,0.008451814059116457,adamw,3,"[3, 224, 224]",2048,64,/mnt/data/experiments/nils/camera class sweeps,1.00x train,seeded runs,/mnt/data/cc benchmark/classification v0.8.5,classification v0.8.5,1.00x train,"['m-bigearthnet', 'm-pv4ger', 'm-brick-kiln', 'm-forestnet', 'm-eurosat', 'm-so2sat']",4,/mnt/data/experiments/nils/camera_class_seeds/1.00x_train_classification_v0.8.5_10-16-2023_20:00:59resnet50/m-brick-kiln/seed_4/csv_logs/version_2,4306,0.991769552230835,18,0.0011549514019861,3840.0,0.1613001823425293,0.1087209060788154,0.9869869947433472,0.988988995552063,0.9974108934402466,m-brick-kiln,/mnt/data/experiments/nils/camera class seeds/1.00x train v0.8.5 10-16-2023 20:00:59resnet50/m-brick-kiln/seed 4,/mnt/data/experiments/nils/camera class seeds/1.00x train v0.8.5 10-16-2023 20:00:59resnet50/m-brick-kiln/seed 4/csv logs/version 2,ResNet50-MoCo-S2,ResNet50 Weights.SENTINEL2 RGB MOCO,10-16-2023,2023-10-16
2167,geobench exp.torch toolbox.model generators.timm generator,crossentropy,ResNet50-timm,224,True,1.574189032641839e-05,0.008451814059116457,adamw,3,"[3, 224, 224]",2048,64,/mnt/data/experiments/nils/camera class sweeps,1.00x train,seeded runs,/mnt/data/cc benchmark/classification v0.8.5,classification v0.8.5,1.00x train,"['m-bigearthnet', 'm-pv4ger', 'm-brick-kiln', 'm-forestnet', 'm-eurosat', 'm-so2sat']",5,/mnt/data/experiments/nils/camera_class_seeds/1.00x_train_classification_v0.8.5_10-16-2023_20:00:59resnet50/m-brick-kiln/seed_5/csv_logs/version_1,16637,0.9927705526351929,70,6.584168204426533e-06,22912.0,0.1855339854955673,0.1386582106351852,0.9849849939346312,0.9929929971694946,0.9998672008514404,m-brick-kiln,/mnt/data/experiments/nils/camera class seeds/1.00x train v0.8.5 10-16-2023 20:00:59resnet50/m-brick-kiln/seed 5,/mnt/data/experiments/nils/camera class seeds/1.00x train v0.8.5 10-16-2023 20:00:59resnet50/m-brick-kiln/seed 5/csv logs/version 1,ResNet50-MoCo-S2,ResNet50 Weights.SENTINEL2 RGB MOCO,10-16-2023,2023-10-16
2168,geobench exp.torch toolbox.model generators.timm generator,crossentropy,ResNet50-timm,224,True,1.57418903264184e-05,0.008451814059116457,adamw,3,"[3, 224, 224]",2048,64,/mnt/data/experiments/nils/camera class sweeps,1.00x train,seeded runs,/mnt/data/cc benchmark/classification v0.8.5,classification v0.8.5,1.00x train,"['m-bigearthnet', 'm-pv4ger', 'm-brick-kiln', 'm-forestnet', 'm-eurosat', 'm-so2sat']",6,/mnt/data/experiments/nils/camera_class_seeds/1.00x_train_classification_v0.8.5_10-16-2023_20:00:59resnet50/m-brick-kiln/seed_6/csv_logs/version_0,16637,0.9933266639709472,70,6.440709512389731e-06,26240.0,0.1922530829906463,0.1262351274490356,0.9829829931259156,0.9929929971694946,0.9991369843482972,m-brick-kiln,/mnt/data/experiments/nils/camera class seeds/1.00x train v0.8.5 10-16-2023 20:00:59resnet50/m-brick-kiln/seed 6,/mnt/data/experiments/nils/camera class seeds/1.00x train v0.8.5 10-16-2023 20:00:59resnet50/m-brick-kiln/seed 6/csv logs/version 0,ResNet50-MoCo-S2,ResNet50 Weights.SENTINEL2 RGB MOCO,10-16-2023,2023-10-16
2169,geobench exp.torch toolbox.model generators.timm generator,crossentropy,ResNet50-timm,224,True,1.574189032641838e-05,0.008451814059116457,adamw,3,"[3, 224, 224]",2048,64,/mnt/data/experiments/nils/camera class sweeps,1.00x train,seeded runs,/mnt/data/cc benchmark/classification v0.8.5,classification v0.8.5,1.00x train,"['m-bigearthnet', 'm-pv4ger', 'm-brick-kiln', 'm-forestnet', 'm-eurosat', 'm-so2sat']",7,/mnt/data/experiments/nils/camera_class_seeds/1.00x_train_classification_v0.8.5_10-16-2023_20:00:59resnet50/m-brick-kiln/seed_7/csv_logs/version_2,27788,0.9933266639709473,117,0.0005262421327643,22528.0,0.1631319671869278,0.1197945326566696,0.9859859943389891,0.9929929971694946,0.999601662158966,m-brick-kiln,/mnt/data/experiments/nils/camera class seeds/1.00x train v0.8.5 10-16-2023 20:00:59resnet50/m-brick-kiln/seed 7,/mnt/data/experiments/nils/camera class seeds/1.00x train v0.8.5 10-16-2023 20:00:59resnet50/m-brick-kiln/seed 7/csv logs/version 2,ResNet50-MoCo-S2,ResNet50 Weights.SENTINEL2 RGB MOCO,10-16-2023,2023-10-16
2170,geobench exp.torch toolbox.model generators.timm generator,crossentropy,ResNet50-timm,224,True,1.57418903264184e-05,0.008451814059116457,adamw,3,"[3, 224, 224]",2048,64,/mnt/data/experiments/nils/camera class sweeps,1.00x train,seeded runs,/mnt/data/cc benchmark/classification v0.8.5,classification v0.8.5,1.00x train,"['m-bigearthnet', 'm-pv4ger', 'm-brick-kiln', 'm-forestnet', 'm-eurosat', 'm-so2sat']",8,/mnt/data/experiments/nils/camera_class_seeds/1.00x_train_classification_v0.8.5_10-16-2023_20:00:59resnet50/m-brick-kiln/seed_8/csv_logs/version_0,34396,0.9927705526351929,145,2.9432847441057675e-05,55296.0,0.2132658660411834,0.1453523188829422,0.9829829931259156,0.9919919967651368,0.9999336004257202,m-brick-kiln,/mnt/data/experiments/nils/camera class seeds/1.00x train v0.8.5 10-16-2023 20:00:59resnet50/m-brick-kiln/seed 8,/mnt/data/experiments/nils/camera class seeds/1.00x train v0.8.5 10-16-2023 20:00:59resnet50/m-brick-kiln/seed 8/csv logs/version 0,ResNet50-MoCo-S2,ResNet50 Weights.SENTINEL2 RGB MOCO,10-16-2023,2023-10-16
5338,geobench exp.torch toolbox.model generators.timm generator,crossentropy,ResNet50-timm,224,True,7.925543954821576e-05,0.003270205099430931,adamw,3,"[3, 224, 224]",2048,64,/mnt/data/experiments/nils/camera class sweeps,0.05x train,seeded runs,/mnt/data/cc benchmark/classification v0.8.5,classification v0.8.5,0.05x train,"['m-bigearthnet', 'm-brick-kiln', 'm-eurosat', 'm-so2sat', 'm-pv4ger', 'm-forestnet']",0,/mnt/data/experiments/nils/camera_class_seeds/0.05x_train_classification_v0.8.5_10-24-2023_07:12:26resnet50/m-bigearthnet/seed_0/csv_logs/version_0,1891,0.5713755289713541,118,0.0009114816202782,6144.0,2.7759389877319336,2.793709278106689,0.5747547149658203,0.5701137185096741,1.0,m-bigearthnet,/mnt/data/experiments/nils/camera class seeds/0.05x train v0.8.5 10-24-2023 07:12:26resnet50/m-bigearthnet/seed 0,/mnt/data/experiments/nils/camera class seeds/0.05x train v0.8.5 10-24-2023 07:12:26resnet50/m-bigearthnet/seed 0/csv logs/version 0,ResNet50-MoCo-S2,ResNet50 Weights.SENTINEL2 RGB MOCO,10-24-2023,2023-10-24
5339,geobench exp.torch toolbox.model generators.timm generator,crossentropy,ResNet50-timm,224,True,7.925543954821576e-05,0.003270205099430931,adamw,3,"[3, 224, 224]",2048,64,/mnt/data/experiments/nils/camera class sweeps,0.05x train,seeded runs,/mnt/data/cc benchmark/classification v0.8.5,classification v0.8.5,0.05x train,"['m-bigearthnet', 'm-brick-kiln', 'm-eurosat', 'm-so2sat', 'm-pv4ger', 'm-forestnet']",1,/mnt/data/experiments/nils/camera_class_seeds/0.05x_train_classification_v0.8.5_10-24-2023_07:12:26resnet50/m-bigearthnet/seed_1/csv_logs/version_0,755,0.5695312486754524,47,0.0140156615525484,2560.0,2.04586124420166,2.0559585094451904,0.5767382979393005,0.5702338814735413,0.9887070059776306,m-bigearthnet,/mnt/data/experiments/nils/camera class seeds/0.05x train v0.8.5 10-24-2023 07:12:26resnet50/m-bigearthnet/seed 1,/mnt/data/experiments/nils/camera class seeds/0.05x train v0.8.5 10-24-2023 07:12:26resnet50/m-bigearthnet/seed 1/csv logs/version 0,ResNet50-MoCo-S2,ResNet50 Weights.SENTINEL2 RGB MOCO,10-24-2023,2023-10-24
5340,geobench exp.torch toolbox.model generators.timm generator,crossentropy,ResNet50-timm,224,True,7.925543954821576e-05,0.003270205099430931,adamw,3,"[3, 224, 224]",2048,64,/mnt/data/experiments/nils/camera class sweeps,0.05x train,seeded runs,/mnt/data/cc benchmark/classification v0.8.5,classification v0.8.5,0.05x train,"['m-bigearthnet', 'm-brick-kiln', 'm-eurosat', 'm-so2sat', 'm-pv4ger', 'm-forestnet']",2,/mnt/data/experiments/nils/camera_class_seeds/0.05x_train_classification_v0.8.5_10-24-2023_07:12:26resnet50/m-bigearthnet/seed_2/csv_logs/version_0,2103,0.5730330281787448,131,0.00076796754729,7808.0,2.894228219985962,2.8974974155426025,0.5721096396446228,0.5746845602989197,0.999487042427063,m-bigearthnet,/mnt/data/experiments/nils/camera class seeds/0.05x train v0.8.5 10-24-2023 07:12:26resnet50/m-bigearthnet/seed 2,/mnt/data/experiments/nils/camera class seeds/0.05x train v0.8.5 10-24-2023 07:12:26resnet50/m-bigearthnet/seed 2/csv logs/version 0,ResNet50-MoCo-S2,ResNet50 Weights.SENTINEL2 RGB MOCO,10-24-2023,2023-10-24
5341,geobench exp.torch toolbox.model generators.timm generator,crossentropy,ResNet50-timm,224,True,7.925543954821576e-05,0.003270205099430931,adamw,3,"[3, 224, 224]",2048,64,/mnt/data/experiments/nils/camera class sweeps,0.05x train,seeded runs,/mnt/data/cc benchmark/classification v0.8.5,classification v0.8.5,0.05x train,"['m-bigearthnet', 'm-brick-kiln', 'm-eurosat', 'm-so2sat', 'm-pv4ger', 'm-forestnet']",3,/mnt/data/experiments/nils/camera_class_seeds/0.05x_train_classification_v0.8.5_10-24-2023_07:12:26resnet50/m-bigearthnet/seed_3/csv_logs/version_0,2091,0.5725450184610155,130,0.0008161775767803,7680.0,2.746391773223877,2.7332937717437744,0.572364091873169,0.5701966881752014,0.9997434616088868,m-bigearthnet,/mnt/data/experiments/nils/camera class seeds/0.05x train v0.8.5 10-24-2023 07:12:26resnet50/m-bigearthnet/seed 3,/mnt/data/experiments/nils/camera class seeds/0.05x train v0.8.5 10-24-2023 07:12:26resnet50/m-bigearthnet/seed 3/csv logs/version 0,ResNet50-MoCo-S2,ResNet50 Weights.SENTINEL2 RGB MOCO,10-24-2023,2023-10-24
4851,geobench exp.torch toolbox.model generators.timm generator,crossentropy,ResNet50-timm,224,True,2.1049395567366163e-05,0.004804296325485457,adamw,3,"[3, 224, 224]",2048,64,/mnt/data/experiments/nils/camera class sweeps,0.20x train,seeded runs,/mnt/data/cc benchmark/classification v0.8.5,classification v0.8.5,0.20x train,"['m-bigearthnet', 'm-pv4ger', 'm-brick-kiln', 'm-forestnet', 'm-eurosat', 'm-so2sat']",0,/mnt/data/experiments/nils/camera_class_seeds/0.20x_train_classification_v0.8.5_10-20-2023_07:28:44resnet50/m-bigearthnet/seed_0/csv_logs/version_1,2186,0.6217483017179701,34,0.0700354948639869,3328.0,1.489864706993103,1.4418390989303589,0.6249549388885498,0.621664822101593,0.9290689826011658,m-bigearthnet,/mnt/data/experiments/nils/camera class seeds/0.20x train v0.8.5 10-20-2023 07:28:44resnet50/m-bigearthnet/seed 0,/mnt/data/experiments/nils/camera class seeds/0.20x train v0.8.5 10-20-2023 07:28:44resnet50/m-bigearthnet/seed 0/csv logs/version 1,ResNet50-MoCo-S2,ResNet50 Weights.SENTINEL2 RGB MOCO,10-20-2023,2023-10-20
4852,geobench exp.torch toolbox.model generators.timm generator,crossentropy,ResNet50-timm,224,True,2.1049395567366163e-05,0.004804296325485457,adamw,3,"[3, 224, 224]",2048,64,/mnt/data/experiments/nils/camera class sweeps,0.20x train,seeded runs,/mnt/data/cc benchmark/classification v0.8.5,classification v0.8.5,0.20x train,"['m-bigearthnet', 'm-pv4ger', 'm-brick-kiln', 'm-forestnet', 'm-eurosat', 'm-so2sat']",1,/mnt/data/experiments/nils/camera_class_seeds/0.20x_train_classification_v0.8.5_10-20-2023_07:28:44resnet50/m-bigearthnet/seed_1/csv_logs/version_0,4424,0.6239400770929123,70,0.0107597317546606,5760.0,2.2858152389526367,2.22763466835022,0.6239858269691467,0.6252771615982056,0.9895014762878418,m-bigearthnet,/mnt/data/experiments/nils/camera class seeds/0.20x train v0.8.5 10-20-2023 07:28:44resnet50/m-bigearthnet/seed 1,/mnt/data/experiments/nils/camera class seeds/0.20x train v0.8.5 10-20-2023 07:28:44resnet50/m-bigearthnet/seed 1/csv logs/version 0,ResNet50-MoCo-S2,ResNet50 Weights.SENTINEL2 RGB MOCO,10-20-2023,2023-10-20
4853,geobench exp.torch toolbox.model generators.timm generator,crossentropy,ResNet50-timm,224,True,2.1049395567366163e-05,0.004804296325485457,adamw,3,"[3, 224, 224]",2048,64,/mnt/data/experiments/nils/camera class sweeps,0.20x train,seeded runs,/mnt/data/cc benchmark/classification v0.8.5,classification v0.8.5,0.20x train,"['m-bigearthnet', 'm-pv4ger', 'm-brick-kiln', 'm-forestnet', 'm-eurosat', 'm-so2sat']",2,/mnt/data/experiments/nils/camera_class_seeds/0.20x_train_classification_v0.8.5_10-20-2023_07:28:44resnet50/m-bigearthnet/seed_2/csv_logs/version_0,5180,0.6245440377129448,82,0.0093045253306627,7424.0,2.517970085144043,2.3780407905578613,0.6147644519805908,0.6173515915870667,0.9904283285140992,m-bigearthnet,/mnt/data/experiments/nils/camera class seeds/0.20x train v0.8.5 10-20-2023 07:28:44resnet50/m-bigearthnet/seed 2,/mnt/data/experiments/nils/camera class seeds/0.20x train v0.8.5 10-20-2023 07:28:44resnet50/m-bigearthnet/seed 2/csv logs/version 0,ResNet50-MoCo-S2,ResNet50 Weights.SENTINEL2 RGB MOCO,10-20-2023,2023-10-20
4854,geobench exp.torch toolbox.model generators.timm generator,crossentropy,ResNet50-timm,224,True,2.1049395567366163e-05,0.004804296325485457,adamw,3,"[3, 224, 224]",2048,64,/mnt/data/experiments/nils/camera class sweeps,0.20x train,seeded runs,/mnt/data/cc benchmark/classification v0.8.5,classification v0.8.5,0.20x train,"['m-bigearthnet', 'm-pv4ger', 'm-brick-kiln', 'm-forestnet', 'm-eurosat', 'm-so2sat']",3,/mnt/data/experiments/nils/camera_class_seeds/0.20x_train_classification_v0.8.5_10-20-2023_07:28:44resnet50/m-bigearthnet/seed_3/csv_logs/version_0,9746,0.6235388583607143,154,0.0015283197863027,17920.0,3.0642778873443604,2.9319286346435547,0.622107982635498,0.6227908134460449,0.9955955743789672,m-bigearthnet,/mnt/data/experiments/nils/camera class seeds/0.20x train v0.8.5 10-20-2023 07:28:44resnet50/m-bigearthnet/seed 3,/mnt/data/experiments/nils/camera class seeds/0.20x train v0.8.5 10-20-2023 07:28:44resnet50/m-bigearthnet/seed 3/csv logs/version 0,ResNet50-MoCo-S2,ResNet50 Weights.SENTINEL2 RGB MOCO,10-20-2023,2023-10-20
